,New Path,Orig Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Prev Eigenvalue,Prev Eigenvectors
1000,../normshapes\House\m440.obj,../shapes\House\m440.obj,411,[-2.51100201e-10  4.29405421e-10 -1.02465311e-10],[-8.6243643e-09 -4.3507040e-10  1.3958509e-08],[1. 1. 1.],0.2858566,1.3810992399184892,[-0.29356846  0.41417983 -0.41884723  0.5035001  -0.29063568  0.4548862 ],[0. 0. 0.],906,House,Triangle,[0.06295257 0.00672759 0.03052149],"[[-0.51121799 -0.7873551  -0.34456945]
 [-0.78184563  0.25956038  0.56687372]
 [ 0.35689434 -0.55919616  0.74828208]]",[0.06295258 0.03052149 0.00672759],"[[ 0.29985835 -0.9282508  -0.22008049]
 [-0.23463386  0.15184848 -0.9601505 ]
 [-0.92467936 -0.33954748  0.17226604]]"
1001,../normshapes\House\m441.obj,../shapes\House\m441.obj,2086,[ 4.70181729e-10  1.13271243e-09 -2.21229572e-10],[-2.5487701e-08  2.5859157e-09 -2.9734459e-10],[1. 1. 1.],0.32055762,1.2771380973544089,[-0.42486817  0.5499755  -0.31475362  0.37208056 -0.2541729   0.20301448],[0. 0. 0.],2283,House,Triangle,[0.07484489 0.03231039 0.01014969],"[[ 9.95857373e-01  9.05633529e-02  8.14691795e-03]
 [ 9.05728767e-02 -9.95889503e-01 -8.06993471e-04]
 [-8.04034603e-03 -1.54154019e-03  9.99966488e-01]]",[0.03231039 0.01014969 0.07484489],"[[ 0.98312878 -0.17778053  0.04303364]
 [-0.17660504 -0.98383182 -0.02975909]
 [-0.04762845 -0.02165706  0.99863031]]"
1002,../normshapes\House\m443.obj,../shapes\House\m443.obj,284,[ 5.78694826e-10  4.63365774e-09 -5.65680085e-11],[ 2.7349403e-09 -1.3641908e-08  8.5524272e-09],[1. 1. 1.],0.38388696,1.2104162146001305,[-0.3104598   0.15795657 -0.49252227  0.46314326 -0.24177067  0.33476806],[0. 0. 0.],417,House,Triangle,[0.11015884 0.01179066 0.0363683 ],"[[ 0.06437844  0.99277271 -0.10128065]
 [ 0.99479017 -0.05580586  0.08531251]
 [-0.07904388  0.10624528  0.99119322]]",[0.11015885 0.0363683  0.01179066],"[[ 0.0640353  -0.99708968 -0.04137209]
 [-0.01905373  0.04022805 -0.99900884]
 [-0.99776572 -0.06476013  0.01642226]]"
1003,../normshapes\House\m446.obj,../shapes\House\m446.obj,20624,[-1.40111892e-09  6.29869180e-11  9.13010968e-10],[-7.1427890e-09 -1.6005346e-08 -1.5840794e-08],[1. 1. 1.],0.17617594,1.1812582001144294,[-0.4612016   0.49093172 -0.44121802  0.19814134 -0.15584603  0.12705453],[0. 0. 0.],35236,House,Triangle,[0.02526432 0.00210707 0.00766353],"[[ 0.99805219  0.04019346 -0.0477108 ]
 [ 0.04785117 -0.00253696  0.99885125]
 [-0.04002625  0.9991887   0.00445533]]",[0.02526432 0.00766353 0.00210707],"[[ 0.99325121 -0.09572283 -0.06549183]
 [-0.04791848  0.17554189 -0.98330507]
 [-0.1056213  -0.97980722 -0.1697703 ]]"
1004,../normshapes\House\m447.obj,../shapes\House\m447.obj,1455,[ 1.15599214e-09  1.01841404e-09 -2.95890193e-10],[-3.3181968e-09  8.6027324e-10 -2.8368534e-09],[1. 1. 1.],0.26914343,1.1983967072554362,[-0.65320003  0.32084695 -0.23071003  0.27549404 -0.22688583  0.25388923],[0. 0. 0.],2370,House,Triangle,[0.05171274 0.00939984 0.01701052],"[[ 9.99634514e-01 -2.14961935e-02 -1.63936475e-02]
 [-1.64179159e-02 -9.52953995e-04 -9.99864763e-01]
 [-2.14776640e-02 -9.99768476e-01  1.30552840e-03]]",[0.05171274 0.01701052 0.00939984],"[[ 0.99642505  0.07448524 -0.03986313]
 [ 0.05807795 -0.26128211  0.96351368]
 [-0.06135202  0.96238434  0.26467399]]"
1005,../normshapes\House\m448.obj,../shapes\House\m448.obj,762,[-1.80275695e-11  3.67808251e-11 -5.65515689e-09],[-6.1012631e-09  3.8915107e-09 -1.8401565e-08],[1. 1. 1.],0.38320774,1.6194762626401025,[-0.4161936   0.63250124 -0.3222912   0.54006135 -0.4376864   0.4450879 ],[0. 0. 0.],1502,House,Triangle,[0.09270003 0.04697209 0.0201688 ],"[[ 0.29449591 -0.93360331  0.20410051]
 [-0.40682992 -0.31572958 -0.85720724]
 [-0.86473208 -0.16940983  0.47279883]]",[0.09270004 0.0201688  0.04697209],"[[ 0.2672253   0.96359462 -0.00872061]
 [ 0.22303073 -0.05304212  0.97336726]
 [-0.93746889  0.26205333  0.22908541]]"
1006,../normshapes\House\m449.obj,../shapes\House\m449.obj,221,[-1.36643142e-09  1.18417033e-09  1.78046963e-09],[1.6350822e-09 3.6949487e-08 1.4833735e-09],[1. 1. 1.],0.3867229,1.285031789246081,[-0.16925165  0.36913687 -0.43363968  0.51943266 -0.32738477  0.34574056],[0. 0. 0.],328,House,Triangle,[0.11480147 0.01493907 0.02695728],"[[ 0.03745402 -0.99360966  0.1064755 ]
 [-0.99901652 -0.03469991  0.02760277]
 [ 0.02373169  0.10740462  0.99393212]]",[0.11480146 0.02695728 0.01493907],"[[ 0.04944252  0.99703602  0.0589459 ]
 [-0.02391835  0.06018312 -0.99790075]
 [ 0.99849054 -0.04792884 -0.02682307]]"
1007,../normshapes\House\m451.obj,../shapes\House\m451.obj,905,[ 1.56575794e-10 -2.82869937e-10 -1.40984743e-10],[-3.951689e-09 -9.879223e-11 -5.680553e-10],[1. 1. 1.],0.21177869,1.1532551233238395,[-0.47267076  0.49943504 -0.27287936  0.26454446 -0.14162907  0.16850525],[0. 0. 0.],1696,House,Triangle,[0.03632878 0.00282966 0.01850121],"[[ 0.99427068 -0.07529232 -0.0758741 ]
 [-0.07644965 -0.00478751 -0.99706195]
 [-0.07470786 -0.99715001  0.01051616]]",[0.03632878 0.01850121 0.00282966],"[[ 0.98836991  0.13800791 -0.06386494]
 [ 0.06173615  0.01965544  0.99789895]
 [-0.13897325  0.99023607 -0.01090677]]"
1008,../normshapes\House\m452.obj,../shapes\House\m452.obj,2557,[-9.62532079e-10  4.98533848e-09  1.33379088e-09],[-8.3334610e-09  1.3589952e-08  1.4076557e-08],[1. 1. 1.],0.4087032,1.4383556856682602,[-0.475934    0.47912857 -0.3699455   0.39042714 -0.3095716   0.45105714],[0. 0. 0.],5111,House,Triangle,[0.09360204 0.02486806 0.05363903],"[[-9.99994205e-01  3.40223787e-03  1.17495766e-04]
 [ 1.17451010e-04 -1.33546683e-05  9.99999993e-01]
 [-3.40223941e-03 -9.99994212e-01 -1.29549947e-05]]",[0.09360204 0.05363903 0.02486806],"[[ 0.99996869 -0.00766508 -0.00196781]
 [-0.00778256 -0.9975886  -0.06896676]
 [ 0.00143443 -0.06897991  0.99761702]]"
1009,../normshapes\House\m453.obj,../shapes\House\m453.obj,2385,[ 2.93461793e-09 -7.85123113e-10 -6.30903318e-10],[-3.8821117e-08  2.3666917e-08  1.9524582e-11],[1. 1. 1.],0.34332702,1.5910500351523524,[-0.5630107   0.47464758 -0.44499636  0.40525502 -0.24044974  0.61499065],[0. 0. 0.],5116,House,Triangle,[0.08415996 0.03311758 0.01726361],"[[ 0.99930528 -0.02995387 -0.02217482]
 [-0.02988881 -0.99954792  0.00325939]
 [ 0.02226243  0.00259435  0.9997488 ]]",[0.08415996 0.01726361 0.03311758],"[[ 0.98756664 -0.13643064 -0.07809488]
 [-0.11420813 -0.28131271 -0.95279571]
 [-0.10802144 -0.94986833  0.29339654]]"
1010,../normshapes\House\m454.obj,../shapes\House\m454.obj,200,[-8.51578079e-10  1.86410034e-10  7.88968464e-10],[-9.8347668e-09 -2.9802323e-09  8.0419706e-09],[1. 1. 1.],0.2885099,1.2229178199191808,[-0.3201527   0.65079737 -0.32506067  0.26672193 -0.2073773   0.24270865],[0. 0. 0.],216,House,Triangle,[0.06695348 0.01982722 0.01118234],"[[ 0.98728677  0.15761041  0.02058636]
 [ 0.15786328 -0.98739647 -0.0112872 ]
 [-0.01854792 -0.01439353  0.99972436]]",[0.06695348 0.01118234 0.01982723],"[[ 0.98384895 -0.14923021 -0.09885139]
 [-0.16886024 -0.95698787 -0.23592462]
 [ 0.0593925  -0.24880626  0.96673056]]"
1011,../normshapes\House\m456.obj,../shapes\House\m456.obj,607,[-3.60177882e-10  1.07161550e-09 -5.21615439e-10],[ 3.4613901e-09  4.8115778e-09 -2.0007325e-09],[1. 1. 1.],0.25379664,1.7161748759604205,[-0.45382392  0.6728458  -0.49580398  0.36804312 -0.560228    0.4039503 ],[0. 0. 0.],703,House,Triangle,[0.05193174 0.0102462  0.02396282],"[[ 0.91402495  0.38249948  0.13510199]
 [ 0.40555608 -0.85416326 -0.32546795]
 [ 0.00909216 -0.35227726  0.93585152]]",[0.05193174 0.02396282 0.0102462 ],"[[-0.77960903 -0.51456188  0.35698157]
 [-0.17872804  0.72911518  0.66064162]
 [ 0.60022167 -0.45123955  0.66039141]]"
1012,../normshapes\House\m457.obj,../shapes\House\m457.obj,284,[ 5.78694826e-10  4.63365774e-09 -5.65680085e-11],[ 2.7349403e-09 -1.3641908e-08  8.5524272e-09],[1. 1. 1.],0.38388696,1.2104162146001305,[-0.3104598   0.15795657 -0.49252227  0.46314326 -0.24177067  0.33476806],[0. 0. 0.],417,House,Triangle,[0.11015884 0.01179066 0.0363683 ],"[[ 0.06437844  0.99277271 -0.10128065]
 [ 0.99479017 -0.05580586  0.08531251]
 [-0.07904388  0.10624528  0.99119322]]",[0.11015885 0.0363683  0.01179066],"[[ 0.0640353  -0.99708968 -0.04137209]
 [-0.01905373  0.04022805 -0.99900884]
 [-0.99776572 -0.06476013  0.01642226]]"
1013,../normshapes\House\m460.obj,../shapes\House\m460.obj,4748,[1.97913369e-09 7.89046035e-11 1.72935475e-09],[-1.7762604e-08  2.3657320e-08 -3.7158753e-08],[1. 1. 1.],0.41387415,1.475292441981005,[-0.5250031   0.4638749  -0.49995592  0.33343863 -0.41760656  0.2923664 ],[0. 0. 0.],8520,House,Triangle,[0.09678371 0.04674137 0.03221434],"[[ 0.98302908 -0.18317305 -0.01007307]
 [-0.18310566 -0.98306646  0.00725646]
 [ 0.01123169  0.00528888  0.99992294]]",[0.09678371 0.03221434 0.04674137],"[[ 0.99341263 -0.07339474  0.08800322]
 [-0.06269682 -0.99094797 -0.11870651]
 [-0.09591904 -0.11240702  0.98902184]]"
1014,../normshapes\House\m461.obj,../shapes\House\m461.obj,816,[2.99855053e-09 2.73804272e-09 1.24033677e-09],[ 9.3314867e-09  1.5850745e-08 -5.5240212e-10],[1. 1. 1.],0.41185454,1.526604357781434,[-0.44737223  0.52655625 -0.31693876  0.6044939  -0.37885457  0.35117698],[0. 0. 0.],1587,House,Triangle,[0.1026587  0.01951521 0.07183624],"[[ 9.99657829e-01  2.61443033e-02  8.36321270e-04]
 [ 8.83315567e-04 -1.78599950e-03 -9.99998015e-01]
 [ 2.61427578e-02 -9.99656584e-01  1.80848205e-03]]",[0.1026587  0.07183624 0.01951521],"[[ 0.99051723 -0.13712053 -0.00857735]
 [-0.13626063 -0.98845247  0.06629291]
 [ 0.01756842  0.06449552  0.99776334]]"
1015,../normshapes\House\m462.obj,../shapes\House\m462.obj,25,[ 7.15255737e-09 -7.59959221e-09 -3.31550837e-09],[ 2.3841857e-09 -9.5367430e-09 -4.1723252e-09],[1. 1. 1.],0.53546697,1.3067497260621086,[-0.5901295   0.36260712 -0.33379713  0.3245433  -0.28991458  0.3154577 ],[0. 0. 0.],22,House,Triangle,[0.20286652 0.06775448 0.04053832],"[[-9.99990570e-01  4.34005706e-03  1.52178947e-04]
 [ 4.34005423e-03  9.99990582e-01 -1.89584150e-05]
 [ 1.52259794e-04  1.82977714e-05  9.99999988e-01]]",[0.06775448 0.04053832 0.20286652],"[[ 0.99754049  0.07004906 -0.00247069]
 [ 0.07006769 -0.99750606  0.00849628]
 [ 0.00186937  0.0086485   0.99996085]]"
1016,../normshapes\HumanHead\D00013.obj,../shapes\HumanHead\D00013.obj,5244,[ 8.98197543e-09 -2.82496529e-10 -3.33218601e-09],[ 9.4851407e-09  2.0768990e-08 -1.0366025e-07],[1. 1. 1.],1.0161179,4.5705776833806135,[-1.5330215  1.1080157 -1.4920554  1.5792753 -1.07718    1.0399013],[0. 0. 0.],30981,HumanHead,Triangle,[0.45544586 0.38150454 0.28136877],"[[ 0.66453565 -0.74722809  0.00652382]
 [-0.74218878 -0.65898867  0.12202356]
 [ 0.08688031  0.08593092  0.99250576]]",[0.28136877 0.38150454 0.45544586],"[[-0.99366016 -0.1100246  -0.02310985]
 [-0.06589687  0.40344021  0.91263005]
 [ 0.09108832 -0.90836699  0.40813274]]"
1017,../normshapes\HumanHead\D00061.obj,../shapes\HumanHead\D00061.obj,5119,[1.91959064e-09 1.02931248e-08 2.03810958e-09],[ 4.7390292e-09 -5.2932745e-07 -1.0253070e-06],[1. 1. 1.],4.019803,12.917484198796672,[-1.8794203  1.8444278 -3.2110283  3.13947   -6.3838606  4.230541 ],[0. 0. 0.],13146,HumanHead,Triangle,[16.17472713  0.1642693   0.36761376],"[[-0.21276622 -0.92258796  0.32181049]
 [-0.58787799  0.38394138  0.71203124]
 [ 0.78046781  0.03768911  0.62405891]]",[16.17472706  0.16426929  0.36761376],"[[-0.44715543 -0.75505951 -0.47951763]
 [-0.02128563 -0.52696503  0.84962037]
 [ 0.89420297 -0.3901192  -0.21956335]]"
1018,../normshapes\HumanHead\D00072.obj,../shapes\HumanHead\D00072.obj,5284,[-4.85248540e-09 -8.73567251e-09  5.52193133e-09],[-1.1519354e-07  2.6429539e-08 -1.6515219e-07],[1. 1. 1.],0.9583398,3.76148560114766,[-1.3597537   1.1733612  -0.90254325  1.1975161  -0.79597723  1.0266181 ],[0. 0. 0.],31161,HumanHead,Triangle,[0.45995886 0.29421433 0.20906749],"[[ 0.93747044  0.33570366  0.09193602]
 [ 0.33648657 -0.94165986  0.00731441]
 [-0.08902793 -0.02407819  0.99573805]]",[0.20906748 0.29421433 0.45995886],"[[-8.64835130e-01 -4.93539798e-01 -9.20796703e-02]
 [-5.02055949e-01  8.50219434e-01  1.58324789e-01]
 [-1.48340884e-04 -1.83153986e-01  9.83084226e-01]]"
1019,../normshapes\HumanHead\D00106.obj,../shapes\HumanHead\D00106.obj,5276,[ 1.56512523e-09 -1.08032249e-09  1.67250568e-09],[-2.1983167e-08  4.3881602e-08  9.9190443e-09],[1. 1. 1.],0.39021233,1.7335219499465646,[-0.66012555  0.53970134 -0.45872095  0.36504418 -0.46978062  0.47198614],[0. 0. 0.],31296,HumanHead,Triangle,[0.09231863 0.04393541 0.0315401 ],"[[ 0.99989207  0.01455503  0.00199739]
 [ 0.01455297 -0.99989356  0.0010437 ]
 [-0.00201237  0.00101451  0.99999746]]",[0.0315401  0.09231863 0.04393541],"[[-9.99998721e-01 -4.95223816e-04 -1.52079328e-03]
 [-1.52435654e-03  7.27618746e-03  9.99972366e-01]
 [ 4.84144554e-04 -9.99973406e-01  7.27693305e-03]]"
1020,../normshapes\HumanHead\D00131.obj,../shapes\HumanHead\D00131.obj,5161,[ 1.35196498e-08  3.87255196e-09 -1.55251482e-08],[ 1.2228134e-07 -1.5392573e-07  8.0116047e-07],[1. 1. 1.],2.2761889,8.627964772765386,[-2.6052234  2.6326675 -2.9507384  2.7998421 -1.8709633  1.8622783],[0. 0. 0.],30666,HumanHead,Triangle,[2.41318046 1.75301776 1.14635959],"[[ 4.99647131e-01  8.66227538e-01  1.61180684e-03]
 [ 8.66227200e-01 -4.99649038e-01  1.12983397e-03]
 [-1.78403104e-03 -8.31672619e-04  9.99998063e-01]]",[1.14635958 1.75301776 2.41318046],"[[-9.99992776e-01 -3.74352289e-03 -6.59276043e-04]
 [-3.57135761e-03  8.65916356e-01  5.00176079e-01]
 [ 1.30154270e-03 -5.00174820e-01  8.65923470e-01]]"
1021,../normshapes\HumanHead\D00205.obj,../shapes\HumanHead\D00205.obj,1394,[ 1.94170568e-08 -3.43734193e-09  6.93355961e-10],[3.4018259e-07 5.4644715e-07 1.4628245e-08],[1. 1. 1.],3.0374885,13.403274184222235,[-4.676107   3.7545135 -3.1900816  2.3648658 -4.94943    3.8661788],[0. 0. 0.],6816,HumanHead,Triangle,[5.57128163 1.67894696 2.67667697],"[[ 0.99328013 -0.11430564  0.01813284]
 [-0.00953824  0.07529291  0.99711584]
 [ 0.11534124  0.99058831 -0.07369668]]",[5.57128166 2.67667699 1.67894696],"[[ 0.41185776 -0.89593773 -0.16633935]
 [-0.90980627 -0.39403242 -0.13034957]
 [-0.051242   -0.20502206  0.97741507]]"
1022,../normshapes\HumanHead\D00313.obj,../shapes\HumanHead\D00313.obj,6146,[-1.21725685e-09 -1.16348434e-09  6.99051560e-10],[-3.1420090e-08 -1.9134088e-09 -7.2347976e-09],[1. 1. 1.],0.1345193,0.552241747471516,[-0.18397212  0.13586192 -0.15040568  0.1584332  -0.14951284  0.17804734],[0. 0. 0.],36864,HumanHead,Triangle,[0.00675535 0.00589706 0.00566112],"[[ 0.24026576 -0.95701705  0.16245221]
 [ 0.08700074  0.18791137  0.97832519]
 [ 0.96680051  0.22092459 -0.12840986]]",[0.00675535 0.00566112 0.00589706],"[[ 0.06625241  0.96601761  0.24984114]
 [ 0.00479725 -0.25069676  0.96805378]
 [-0.99779136  0.06293735  0.02124349]]"
1023,../normshapes\HumanHead\D00434.obj,../shapes\HumanHead\D00434.obj,4296,[ 1.77395976e-08 -6.53579491e-09  8.65119998e-09],[1.2736747e-08 3.7427722e-07 6.5452728e-09],[1. 1. 1.],2.5081859,9.998897527032172,[-3.1551235  2.8822083 -3.476446   2.8728526 -2.2473717  2.570822 ],[0. 0. 0.],24864,HumanHead,Triangle,[3.07062428 2.04428895 1.45443243],"[[ 0.71571357  0.69814307  0.01871706]
 [ 0.69733823 -0.71584802  0.03579101]
 [-0.03838581  0.01256399  0.999184  ]]",[1.45443244 3.07062429 2.044289  ],"[[-0.99447804  0.05113601 -0.0916435 ]
 [ 0.08196531  0.92380754 -0.37398037]
 [-0.06553709  0.37942685  0.92289769]]"
1024,../normshapes\HumanHead\D00487.obj,../shapes\HumanHead\D00487.obj,3224,[-2.09318062e-09 -1.27514204e-09 -7.08796529e-10],[-2.9155249e-08 -6.4799717e-09 -3.8315950e-09],[1. 1. 1.],0.379477,1.537341948967792,[-0.3623534   0.585092   -0.41083646  0.35548615 -0.43289152  0.50440097],[0. 0. 0.],19092,HumanHead,Triangle,[0.06524432 0.03862517 0.04762012],"[[ 0.97235432 -0.22006338  0.0780973 ]
 [-0.16127607 -0.39102567  0.90613959]
 [ 0.16887009  0.89368397  0.41570645]]",[0.06524432 0.04762012 0.03862517],"[[-0.52162212  0.78128225  0.342795  ]
 [ 0.65803427  0.62415046 -0.42122096]
 [ 0.54304812 -0.00585269  0.83968118]]"
1025,../normshapes\HumanHead\D00488.obj,../shapes\HumanHead\D00488.obj,6211,[-5.19690339e-12  6.19207012e-10  2.93448956e-11],[2.1461656e-08 1.6668739e-08 3.5126650e-09],[1. 1. 1.],0.09041174,0.44302360036857824,[-0.11255685  0.17974557 -0.10791975  0.10586175 -0.1439728   0.11122648],[0. 0. 0.],37047,HumanHead,Triangle,[0.00413266 0.00293861 0.00215838],"[[-9.99994981e-01  3.16808547e-03 -2.71712941e-05]
 [ 3.16812078e-03  9.99993978e-01 -1.41637328e-03]
 [-2.26839388e-05  1.41645225e-03  9.99998997e-01]]",[0.00293861 0.00215838 0.00413266],"[[ 0.9998953  -0.01382286  0.00427925]
 [-0.0124064  -0.66674088  0.74518634]
 [ 0.00744745  0.74516141  0.66684257]]"
1026,../normshapes\HumanHead\D00566.obj,../shapes\HumanHead\D00566.obj,1919,[ 1.61293034e-07 -4.99507268e-08  9.41611287e-07],[-1.1343208e-06 -1.1112120e-06  1.2861434e-06],[1. 1. 1.],79.00622,401.2472400709744,[-161.57167   94.74571 -153.10037   90.09087 -111.91133   78.24324],[0. 0. 0.],11118,HumanHead,Triangle,[2967.73975257 2000.74846248 2437.89528957],"[[-0.49376709 -0.65629691  0.5704984 ]
 [-0.86582442  0.31001734 -0.3927306 ]
 [-0.08088348  0.68786889  0.72131425]]",[2000.74844033 2437.89526194 2967.73972528],"[[-0.89218989 -0.40783619 -0.19407946]
 [ 0.05161423 -0.51895078  0.85324443]
 [ 0.44870164 -0.7512388  -0.48405279]]"
1027,../normshapes\HumanHead\D00578.obj,../shapes\HumanHead\D00578.obj,7968,[-1.24364510e-07  4.42371356e-08  2.19066227e-08],[ 2.5190629e-06  2.0954384e-07 -3.7453979e-06],[1. 1. 1.],14.861371,65.45173250262802,[-15.941769  24.176273 -18.520802  22.206322 -16.559383  15.311817],[0. 0. 0.],47469,HumanHead,Triangle,[114.79258516  71.88533083  47.55606245],"[[ 0.98801663 -0.15433654 -0.00183388]
 [-0.15421786 -0.98663079 -0.05269278]
 [-0.00632306 -0.05234416  0.99860909]]",[114.79258427  47.55606188  71.88533111],"[[ 7.89340770e-01  6.10117824e-01  6.85374984e-02]
 [ 6.07865692e-01 -7.92310632e-01  5.23752056e-02]
 [-8.62580352e-02 -3.19708741e-04  9.96272778e-01]]"
1028,../normshapes\HumanHead\D00591.obj,../shapes\HumanHead\D00591.obj,5167,[ 1.59451745e-08  1.19262957e-08 -6.64181010e-09],[ 1.3801238e-07 -5.8081941e-08  5.2787083e-08],[1. 1. 1.],1.480708,6.833607818222335,[-1.4913489  2.8856046 -1.7510897  2.9296896 -1.1893     1.1836258],[0. 0. 0.],30336,HumanHead,Triangle,[1.23529283 0.89881475 0.40579436],"[[ 1.66487345e-01  9.86039436e-01  2.86269901e-03]
 [ 9.86042979e-01 -1.66489775e-01  6.31044596e-04]
 [-1.09884497e-03 -2.71768332e-03  9.99995703e-01]]",[0.40579436 1.23529283 0.89881475],"[[-9.99990908e-01 -3.16296584e-03 -2.85986607e-03]
 [-5.69326011e-04  7.63701616e-01 -6.45569143e-01]
 [-4.22599748e-03  6.45561645e-01  7.63696473e-01]]"
1029,../normshapes\HumanHead\D00610.obj,../shapes\HumanHead\D00610.obj,4503,[-4.21957068e-10  1.84287177e-09  5.49111658e-09],[-5.5461573e-09  1.7592463e-07  6.3241416e-08],[1. 1. 1.],0.76712435,5.000277215153002,[-1.4248135  1.3550637 -1.8463261  1.3246366 -0.7052218  1.9817934],[0. 0. 0.],26382,HumanHead,Triangle,[0.2169092  0.2384694  0.24017947],"[[-0.20025554 -0.93311204  0.2986631 ]
 [-0.71376784  0.34776724  0.60794196]
 [ 0.6711432   0.09143236  0.73566768]]",[0.2169092  0.2384694  0.24017947],"[[-0.31149947  0.91592436 -0.2530823 ]
 [ 0.38700802  0.36552674  0.84653115]
 [-0.86786685 -0.16574913  0.46833146]]"
1030,../normshapes\HumanHead\D00629.obj,../shapes\HumanHead\D00629.obj,3490,[ 5.91444248e-09  4.36916043e-09 -1.02946696e-09],[ 2.4695792e-08 -1.6922852e-08  1.3163404e-08],[1. 1. 1.],0.48303732,2.3282183426143694,[-0.58442223  0.5927032  -0.91332453  0.41866124 -0.82130724  0.68228525],[0. 0. 0.],19104,HumanHead,Triangle,[0.12045833 0.04716496 0.0876751 ],"[[ 9.99441378e-01  3.34067751e-02  9.59200426e-04]
 [-2.69817186e-04 -2.06344283e-02  9.99787051e-01]
 [-3.34194538e-02  9.99228807e-01  2.06138877e-02]]",[0.12045833 0.08767509 0.04716496],"[[ 4.48227195e-01 -8.93305007e-01  3.31443281e-02]
 [-8.93919631e-01 -4.47930385e-01  1.63114686e-02]
 [-2.75235028e-04  3.69396093e-02  9.99317462e-01]]"
1031,../normshapes\HumanHead\D00653.obj,../shapes\HumanHead\D00653.obj,2885,[-2.08447989e-10  7.08615222e-09  1.09061182e-09],[-3.1706932e-08  9.2206420e-08  8.6979393e-09],[1. 1. 1.],0.8056341,3.9912257667534217,[-1.7472216   1.2850205  -0.82498425  0.8095203  -1.3478752   0.6680081 ],[0. 0. 0.],17058,HumanHead,Triangle,[0.27738499 0.22628873 0.21634661],"[[ 0.99966938 -0.02563204  0.00202989]
 [-0.02562846 -0.99966996 -0.00177331]
 [-0.00207467 -0.0017207   0.99999637]]",[0.22628873 0.21634661 0.27738499],"[[ 0.98723448  0.15751367 -0.02361212]
 [ 0.15926081 -0.97812751  0.13380045]
 [ 0.00202026  0.13585291  0.99072696]]"
1032,../normshapes\HumanHead\D00690.obj,../shapes\HumanHead\D00690.obj,5253,[-2.60661285e-09 -1.09213440e-08  5.55689905e-09],[-2.6959954e-08  2.2305504e-07 -3.5039997e-07],[1. 1. 1.],1.6217798,9.974781298876012,[-2.3116133  2.4630451 -3.9642513  1.556765  -3.4026885  3.3956406],[0. 0. 0.],28086,HumanHead,Triangle,[1.01886715 1.17459488 0.92872156],"[[ 9.96989811e-01 -7.75301989e-02 -6.21033683e-04]
 [-7.75309348e-02 -9.96989145e-01 -1.26446163e-03]
 [ 5.21129878e-04 -1.30880469e-03  9.99999008e-01]]",[0.92872156 1.17459489 1.01886716],"[[-9.99998454e-01  1.25053898e-03  1.23648976e-03]
 [ 1.75688559e-03  6.79141061e-01  7.34005676e-01]
 [-7.81517467e-05 -7.34006714e-01  6.79142208e-01]]"
1033,../normshapes\HumanHead\D00758.obj,../shapes\HumanHead\D00758.obj,959,[-6.13395851e-10  2.99693204e-10 -6.49707356e-10],[-1.6315140e-09  6.2619061e-09  2.7658047e-09],[1. 1. 1.],0.25456512,1.2181618594442862,[-0.22287653  0.43096688 -0.37840986  0.41481417 -0.34639555  0.3072119 ],[0. 0. 0.],5589,HumanHead,Triangle,[0.02816228 0.02307048 0.0218599 ],"[[ 0.78903827  0.60722637 -0.09324559]
 [ 0.5434589  -0.61913118  0.56685889]
 [-0.28648042  0.4979485   0.81852077]]",[0.02816228 0.0218599  0.02307048],"[[ 0.03564426  0.98585422 -0.16377102]
 [ 0.87828037 -0.10908999 -0.46553515]
 [ 0.47681557  0.12724322  0.86974484]]"
1034,../normshapes\HumanHead\D00910.obj,../shapes\HumanHead\D00910.obj,3258,[-9.82758994e-10 -1.15647081e-10  4.17069146e-09],[ 2.4668785e-07  2.1130560e-08 -1.1485511e-07],[1. 1. 1.],0.97121507,4.767702331510317,[-1.5647548  1.1984352 -1.5762569  1.823641  -0.9292745  0.9512736],[0. 0. 0.],8028,HumanHead,Triangle,[0.42605575 0.31010327 0.27035032],"[[ 0.09161762  0.995488   -0.02469542]
 [ 0.99485273 -0.09042466  0.04573213]
 [-0.04329271  0.02875818  0.99864844]]",[0.27035032 0.31010327 0.42605575],"[[-0.99792764 -0.06340513  0.01096392]
 [-0.05081145  0.67195688 -0.73884515]
 [-0.03947929  0.73787109  0.67378605]]"
1035,../normshapes\HumanHead\D00984.obj,../shapes\HumanHead\D00984.obj,2319,[ 1.08700736e-09 -2.30190089e-09 -6.22744161e-09],[-1.0491857e-07  8.0809400e-08 -1.5586139e-07],[1. 1. 1.],2.1965961,9.085325918446836,[-1.7124426  2.2628267 -3.057015   3.602352  -1.9974144  2.7347326],[0. 0. 0.],13848,HumanHead,Triangle,[3.0462065  0.8614751  1.45831277],"[[-2.44560991e-01  8.69210336e-01  4.29724695e-01]
 [ 8.69722059e-01  7.05458906e-04  4.93541328e-01]
 [-4.28688070e-01 -4.94442003e-01  7.56143931e-01]]",[3.04620645 1.45831278 0.86147511],"[[ 4.93464574e-01  8.69765170e-01  1.12423949e-03]
 [ 8.72632115e-05  1.24306807e-03 -9.99999224e-01]
 [ 8.69765892e-01 -4.93464289e-01 -5.37511553e-04]]"
