,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Distribution,FlippingMomentum
205,../shapes/Knife/D01015.obj,886,[0.42668441 1.42264547 0.03249354],[0.42668441 1.42264547 0.03249354],[1. 1. 1.],0.7287421439919625,3.516491896479359,[-0.157745  0.966448 -0.662873  2.667893 -0.01905   0.06985 ],[0. 0. 0.],6330,Knife,Triangle,"[[ 0.0161409   0.99982755  0.00918324]
 [ 0.99985471 -0.01608965 -0.00562831]
 [ 0.00547959 -0.00927275  0.99994199]]",[7.81013904e-01 3.13671056e-02 5.32223583e-04],2780.245451054445,"[np.float64(1331.3403051378034), np.float64(16389.1989977566), np.float64(9.156087900694489)]"
206,../shapes/Knife/D01075.obj,726,[0.098425   7.77646449 4.70926877],[0.098425   7.77646449 4.70926877],[1. 1. 1.],2.7094829953646684,13.357313361048506,[-0.27305   0.4699    0.       11.342797  0.        7.014756],[0. 0. 0.],4374,Knife,Triangle,"[[ 1.00000000e+00  1.38972267e-17  3.44130406e-20]
 [ 0.00000000e+00  4.83087274e-01 -8.75572205e-01]
 [ 0.00000000e+00 -8.75572205e-01 -4.83087274e-01]]",[ 0.10880632  0.25311061 11.93249027],37.09438319375636,"[np.float64(180.0072340708171), np.float64(304777.49385983654), np.float64(109701.35388785628)]"
207,../shapes/Knife/D01120.obj,132,[ 1.84015402e+00 -3.58916718e+00 -2.50151515e-03],[ 1.84015402e+00 -3.58916718e+00 -2.50151515e-03],[1. 1. 1.],0.9675618256040035,4.08955892397811,[ 1.6094    2.068283 -4.32433  -0.26668  -0.1143    0.10795 ],[0. 0. 0.],798,Knife,Triangle,"[[ 2.33804997e-02  9.99725383e-01 -1.58454125e-03]
 [ 9.99726115e-01 -2.33820806e-02 -9.86633964e-04]
 [ 1.02341289e-03  1.56103928e-03  9.99998258e-01]]",[1.39581798 0.02314081 0.00981243],137.42095761207187,"[np.float64(2777.954408528727), np.float64(-10547.2749401029), np.float64(-0.28693490999999627)]"
208,../shapes/Knife/D01175.obj,87,[0.26277126 0.09202124 0.0216869 ],[0.26277126 0.09202124 0.0216869 ],[1. 1. 1.],0.1458866380097776,0.7779320496920024,[ 0.150967  0.7309   -0.27264   0.244003  0.        0.044   ],[0. 0. 0.],498,Knife,Triangle,"[[ 0.67281778 -0.73976499  0.00799949]
 [-0.73979781 -0.67282637  0.00196604]
 [-0.00392786  0.00724079  0.99996607]]",[0.02833049 0.00202682 0.00043983],13.80584522536881,"[np.float64(38.23884853474733), np.float64(8.962208236531005), np.float64(0.3556308847999996)]"
209,../shapes/Knife/m726.obj,417,[0.04533615 0.245984   0.6483506 ],[0.04533615 0.245984   0.6483506 ],[1. 1. 1.],0.3136271240779005,0.9947490580543417,[0.025   0.06534 0.025   0.31723 0.025   0.975  ],[0. 0. 0.],817,Knife,Triangle,"[[ 9.99999915e-01  2.75593717e-04 -3.07200775e-04]
 [ 3.07017651e-04  6.64267253e-04  9.99999732e-01]
 [-2.75797707e-04  9.99999741e-01 -6.64182584e-04]]",[0.00011742 0.11327926 0.00335451],248.20750782480317,"[np.float64(1.7688812281551143), np.float64(51.84880429137028), np.float64(441.75489678106413)]"
210,../shapes/Knife/m727.obj,681,[0.30255998 0.42647067 0.05782514],[0.30255998 0.42647067 0.05782514],[1. 1. 1.],0.28666897921098067,1.0393500033626786,[0.025    0.442857 0.025    0.975    0.025    0.081071],[0. 0. 0.],1346,Knife,Triangle,"[[ 0.07224208 -0.99736017 -0.00733301]
 [-0.99731515 -0.07232324  0.01148217]
 [ 0.0119822  -0.00648382  0.99990719]]",[0.09863559 0.01209119 0.00021404],164.1284407592442,"[np.float64(139.36929704800454), np.float64(381.6824717646471), np.float64(4.768538648741434)]"
211,../shapes/MilitaryVehicle/D00173.obj,17299,[0.00431893 0.06811494 0.03541926],[0.00431893 0.06811494 0.03541926],[1. 1. 1.],0.5980505585356074,2.365457121966492,[-0.974003  0.948539 -0.362107  0.51637  -0.632577  0.42926 ],[0. 0. 0.],24950,MilitaryVehicle,Triangle,"[[ 0.99933675 -0.03612068  0.00462179]
 [-0.03620684 -0.97202713  0.23206101]
 [ 0.0038897   0.23207444  0.97269025]]",[0.26340858 0.07829307 0.04716749],437.41054949268187,"[np.float64(150.2382710040024), np.float64(928.8098097814465), np.float64(194.6051813295442)]"
212,../shapes/MilitaryVehicle/D00458.obj,17962,[ 0.00323045  0.02731576 -0.11561345],[ 0.00323045  0.02731576 -0.11561345],[1. 1. 1.],0.5236900659491794,2.1148908882266246,[-0.837222  0.958094 -0.430807  0.463285 -0.352818  0.318154],[0. 0. 0.],34011,MilitaryVehicle,Triangle,"[[ 0.99980851 -0.01868652 -0.00581052]
 [-0.01910002 -0.9964544  -0.08193793]
 [ 0.00425878 -0.08203322  0.9966205 ]]",[0.19244386 0.08747386 0.02424671],1531.2446438992654,"[np.float64(296.4395919195626), np.float64(583.8529139604328), np.float64(-862.4367428063963)]"
213,../shapes/MilitaryVehicle/D00611.obj,2625,[-0.0565285  -0.00684165  0.0368914 ],[-0.0565285  -0.00684165  0.0368914 ],[1. 1. 1.],0.5815730632877633,2.0954816515410006,[-0.908293  0.911727 -0.410172  0.387056 -0.271143  0.394438],[0. 0. 0.],4483,MilitaryVehicle,Triangle,"[[ 0.99868172 -0.05129621 -0.00187708]
 [-0.05128549 -0.99866959  0.00537035]
 [ 0.00215006  0.005267    0.99998382]]",[0.2793399  0.06600683 0.02114261],160.23970303886634,"[np.float64(-308.2206702665684), np.float64(-13.912368966725353), np.float64(43.48458896714018)]"
214,../shapes/MilitaryVehicle/D00933.obj,13652,[ 0.05143804  0.00494081 -0.03924353],[ 0.05143804  0.00494081 -0.03924353],[1. 1. 1.],0.39309350258704195,1.8675610672941863,[-0.610985  1.01956  -0.294837  0.314281 -0.203635  0.473183],[0. 0. 0.],16891,MilitaryVehicle,Triangle,"[[ 0.99826755 -0.0580484   0.00960682]
 [-0.0082936   0.02282155  0.99970515]
 [ 0.05825053  0.99805288 -0.02230058]]",[0.10925524 0.01250132 0.04713129],1479.3481168383923,"[np.float64(367.8500320322776), np.float64(41.707406036493154), np.float64(-32.366193158823954)]"
215,../shapes/MilitaryVehicle/D00952.obj,11929,[0.02689321 0.04399972 0.03283559],[0.02689321 0.04399972 0.03283559],[1. 1. 1.],0.6132665103992772,2.285277374553251,[-0.766985  0.817703 -0.578725  0.699645 -0.692033  0.345766],[0. 0. 0.],19260,MilitaryVehicle,Triangle,"[[ 0.99047802 -0.13692433 -0.01431857]
 [-0.13651638 -0.96340317 -0.23068944]
 [-0.01779244 -0.23044754  0.97292207]]",[0.31635623 0.06021234 0.01770061],97.50729169659445,"[np.float64(570.9800164194854), np.float64(376.32832292945557), np.float64(81.83261742773414)]"
216,../shapes/MilitaryVehicle/D00971.obj,7344,[ 0.04374079  0.01458071 -0.08092766],[ 0.04374079  0.01458071 -0.08092766],[1. 1. 1.],0.46601760999169045,1.9136724998204369,[-0.653324  1.00185  -0.348283  0.36262  -0.323094  0.322784],[0. 0. 0.],11866,MilitaryVehicle,Triangle,"[[ 0.99961579 -0.02729607 -0.00481728]
 [-0.02751805 -0.99813815 -0.05443331]
 [ 0.0033225  -0.05454496  0.99850579]]",[0.16064151 0.05398088 0.02346012],349.14302718454314,"[np.float64(427.0964982897274), np.float64(74.94220320694602), np.float64(-183.2268398323361)]"
217,../shapes/Monitor/D00141.obj,1712,[-0.21448608 -0.0923845  -0.00037829],[-0.21448608 -0.0923845  -0.00037829],[1. 1. 1.],0.3559912222207044,2.5149984582363065,[-0.633022  0.995261 -0.797377  0.965054 -0.487189  0.266302],[0. 0. 0.],3200,Monitor,Triangle,"[[ 0.98135178  0.19172527  0.01378778]
 [ 0.19136999 -0.98123325  0.02363955]
 [-0.01806133  0.02056015  0.99962546]]",[0.09358382 0.08074755 0.03311424],2432.1774019416653,"[np.float64(-191.19536404976142), np.float64(-78.1601899265322), np.float64(-42.73162494988059)]"
218,../shapes/Monitor/D00387.obj,20399,[-0.02182173 -0.19168165 -0.03719127],[-0.02182173 -0.19168165 -0.03719127],[1. 1. 1.],0.4238884730514018,2.507033672254523,[-0.778405  1.02428  -0.762238  0.943545 -0.196281  0.158471],[0. 0. 0.],37916,Monitor,Triangle,"[[ 0.03717357  0.87826813 -0.47672131]
 [ 0.02984468 -0.47781397 -0.87795393]
 [ 0.99886306 -0.01840909  0.04397368]]",[0.00955861 0.1230926  0.11912324],24134.163497016154,"[np.float64(373.7479677380786), np.float64(-2916.713140810291), np.float64(-215.99234282800353)]"
219,../shapes/Monitor/D00391.obj,1812,[ 0.15207514 -0.33730033 -0.00200444],[ 0.15207514 -0.33730033 -0.00200444],[1. 1. 1.],0.32950303162889855,2.3472554333242046,[-0.866177  1.02537  -0.702046  0.634573 -0.177661  0.203269],[0. 0. 0.],3488,Monitor,Triangle,"[[ 9.69480222e-01  2.45167511e-01  9.95439819e-04]
 [ 2.45160020e-01 -9.69398852e-01 -1.27447830e-02]
 [ 2.15962851e-03 -1.25998571e-02  9.99918286e-01]]",[0.13069968 0.08511158 0.00242089],1087.1717453933284,"[np.float64(181.9702478468976), np.float64(-569.6540372011207), np.float64(1.4748777168121094)]"
220,../shapes/Monitor/D00919.obj,1551,[ 0.09037583 -0.00992688  0.03625946],[ 0.09037583 -0.00992688  0.03625946],[1. 1. 1.],0.5664689728307515,2.1447175186061216,[-0.6975    0.857802 -0.709662  0.525574 -0.588155  0.221191],[0. 0. 0.],2118,Monitor,Triangle,"[[-0.04969067 -0.99578114  0.07714121]
 [-0.12143306  0.08268713  0.98914956]
 [ 0.99135506 -0.03978401  0.12502953]]",[0.0184463  0.18882573 0.15321042],105.770962380069,"[np.float64(133.20229957675096), np.float64(-7.216318079199475), np.float64(-2.9722427899925523)]"
221,../shapes/Monitor/D00920.obj,1315,[0.30780559 0.05165003 0.04887196],[0.30780559 0.05165003 0.04887196],[1. 1. 1.],0.36256729974323026,2.23492626924693,[-0.658699  1.11174  -0.958221  0.331279 -0.206781  0.237776],[0. 0. 0.],908,Monitor,Triangle,"[[ 0.9913463   0.11933455 -0.05469723]
 [ 0.06405392 -0.07603307  0.99504576]
 [-0.11458454  0.9899385   0.08301895]]",[0.20226569 0.00179904 0.01783235],6447.795371400606,"[np.float64(170.78155260366094), np.float64(-1.0588795816264445), np.float64(7.26662717847322)]"
222,../shapes/Monitor/D00978.obj,16566,[ 0.04770597 -0.11914872 -0.0443986 ],[ 0.04770597 -0.11914872 -0.0443986 ],[1. 1. 1.],0.6188575843937667,2.709811065191446,[-0.743205  0.982002 -0.77829   0.779547 -0.468857  0.923939],[0. 0. 0.],33161,Monitor,Triangle,"[[ 0.67599565  0.73610071 -0.0344329 ]
 [ 0.667673   -0.63158982 -0.39409017]
 [ 0.31183752 -0.24341333  0.91842654]]",[0.1806661  0.1510921  0.08856109],4636.788786273123,"[np.float64(2029.914986656518), np.float64(-1719.0636843670388), np.float64(-52.54775680055121)]"
223,../shapes/Monoplane/D00043.obj,338,[0.0374087  0.00377895 0.00801132],[0.0374087  0.00377895 0.00801132],[1. 1. 1.],0.6147247124486402,2.545662438505349,[-0.983905  0.780939 -0.892229  0.886787 -0.137708  0.310427],[0. 0. 0.],556,Monoplane,Triangle,"[[ 0.99966665 -0.0257709   0.00156637]
 [-0.02574646 -0.99957029 -0.01401272]
 [-0.00192681 -0.01396772  0.99990059]]",[0.27874095 0.15471857 0.00990519],22.852696152552195,"[np.float64(-22.68196378455448), np.float64(1.156168116082433), np.float64(1.2983760479294444)]"
224,../shapes/Monoplane/D00098.obj,238,[-0.08704537 -0.00894022 -0.01800624],[-0.08704537 -0.00894022 -0.01800624],[1. 1. 1.],0.5559732299426898,2.525655714549392,[-0.743406  0.986698 -0.913099  0.879603 -0.289175  0.125429],[0. 0. 0.],374,Monoplane,Triangle,"[[ 0.99871393 -0.04413377  0.024954  ]
 [-0.02447242  0.01141869  0.99963529]
 [ 0.04440261  0.99896037 -0.01032395]]",[0.30163781 0.00723124 0.06354199],37.38827478147801,"[np.float64(-29.710773971656995), np.float64(-0.7191719659471142), np.float64(-1.3932685345322224)]"
225,../shapes/Monoplane/D00482.obj,1672,[-0.09422043  0.00365743  0.0179544 ],[-0.09422043  0.00365743  0.0179544 ],[1. 1. 1.],0.38941548973444823,2.3948397668288792,[-0.616611  0.71067  -0.978597  0.983043 -0.200243  0.154089],[0. 0. 0.],2768,Monoplane,Triangle,"[[ 0.99817049 -0.03901448  0.04619032]
 [-0.04638118 -0.00400074  0.9989158 ]
 [ 0.03878739  0.99923064  0.00580296]]",[0.1188587  0.00290627 0.07367288],55.29327366875293,"[np.float64(-84.8779122160593), np.float64(5.857884006965024), np.float64(2.155049870399445)]"
226,../shapes/Monoplane/D00688.obj,5849,[ 0.16244191  0.00244699 -0.01642804],[ 0.16244191  0.00244699 -0.01642804],[1. 1. 1.],0.44251961268505985,2.4706497755378036,[-0.85044   0.574102 -0.991503  0.995217 -0.231137  0.126262],[0. 0. 0.],10232,Monoplane,Triangle,"[[-0.01453565 -0.98715131  0.15912574]
 [-0.00329415  0.15918897  0.98724264]
 [ 0.99988893 -0.01382603  0.00556574]]",[0.00391614 0.13045815 0.12682277],1388.012793418016,"[np.float64(267.7594814038927), np.float64(1.621789160358135), np.float64(-22.84218333058475)]"
227,../shapes/Monoplane/D00925.obj,713,[-0.05919272  0.00528324  0.02019069],[-0.05919272  0.00528324  0.02019069],[1. 1. 1.],0.44950942044102193,2.575436987213238,[-0.702113  0.936308 -0.970438  0.981183 -0.257026  0.116642],[0. 0. 0.],1344,Monoplane,Triangle,"[[ 0.99991611  0.01254906 -0.0032073 ]
 [ 0.0125226  -0.99988843 -0.00814337]
 [ 0.00330914 -0.00810252  0.9999617 ]]",[0.13975648 0.09032512 0.00403213],213.3703869431741,"[np.float64(-26.088552671135872), np.float64(1.8067143518107562), np.float64(2.1566477055554447)]"
228,../shapes/Monoplane/D00963.obj,790,[0.00426684 0.06477251 0.01874107],[0.00426684 0.06477251 0.01874107],[1. 1. 1.],0.4046966330468982,2.2232177176090966,[-0.98504   0.991529 -0.519261  0.473698 -0.131421  0.091972],[0. 0. 0.],1328,Monoplane,Triangle,"[[ 0.99986936  0.01608918 -0.0015468 ]
 [ 0.01606852 -0.9997921  -0.01255247]
 [ 0.00174844 -0.01252598  0.99992002]]",[0.11471534 0.08896731 0.00180572],131.5539088154108,"[np.float64(1.8252858535315963), np.float64(15.408683344596767), np.float64(1.5468793750352254)]"
229,../shapes/Motorcycle/D00342.obj,35829,[-0.0045783  -0.001707   -0.02640456],[-0.0045783  -0.001707   -0.02640456],[1. 1. 1.],0.4819920196489671,2.1683699400778,[-0.89977   0.874228 -0.594816  0.405034 -0.386973  0.35805 ],[0. 0. 0.],64374,Motorcycle,Triangle,"[[ 0.99860843 -0.05271462 -0.00153886]
 [-0.05243416 -0.99557282  0.07800911]
 [ 0.00564427  0.07781986  0.99695146]]",[0.2051177  0.05276264 0.01287457],3049.4209937200376,"[np.float64(-478.713145357202), np.float64(-984.3058656598565), np.float64(-272.3011193195272)]"
230,../shapes/Motorcycle/D00768.obj,9288,[ 0.20991919 -0.047579   -0.02120981],[ 0.20991919 -0.047579   -0.02120981],[1. 1. 1.],0.44419873721539466,2.3355304762616567,[-0.840389  1.03392  -0.712422  0.407357 -0.433906  0.395409],[0. 0. 0.],18420,Motorcycle,Triangle,"[[ 0.99264863 -0.11306349 -0.04318973]
 [-0.11352229 -0.99350066 -0.00831418]
 [ 0.04196899 -0.01315606  0.99903229]]",[0.16570777 0.04944717 0.01686936],511.8415942553512,"[np.float64(2262.724533334075), np.float64(-410.924187176705), np.float64(-82.44932767445896)]"
231,../shapes/Motorcycle/D00880.obj,5713,[-0.1087024  -0.03222371 -0.03237245],[-0.1087024  -0.03222371 -0.03237245],[1. 1. 1.],0.6225525127995896,2.3946219868407206,[-0.937374  0.92453  -0.575315  0.682759 -0.472332  0.355181],[0. 0. 0.],11152,Motorcycle,Triangle,"[[ 0.99104426 -0.13170879  0.02200145]
 [-0.13246675 -0.99047622  0.03754231]
 [-0.01684726  0.04012055  0.99905281]]",[0.28596451 0.11099818 0.01673373],86.61153962266685,"[np.float64(-657.1566795754273), np.float64(53.06893426825637), np.float64(-84.95042039729688)]"
232,../shapes/Motorcycle/m1479.obj,12097,[0.45563526 0.27871207 0.26143462],[0.45563526 0.27871207 0.26143462],[1. 1. 1.],0.24989627855642052,1.1892347593725976,[0.025   0.975   0.025   0.5752  0.025   0.48223],[0. 0. 0.],22065,Motorcycle,Triangle,"[[ 0.97963603  0.19921755  0.0250125 ]
 [ 0.1988596  -0.97989591  0.0160894 ]
 [-0.02771494  0.01078778  0.99955766]]",[0.05669163 0.01378251 0.00227047],254.2588499780544,"[np.float64(5870.531886803996), np.float64(2061.9775785490388), np.float64(1556.5226652716103)]"
233,../shapes/Motorcycle/m1481.obj,547,[0.18660077 0.27411045 0.48226688],[0.18660077 0.27411045 0.48226688],[1. 1. 1.],0.2884316399740976,1.1461924648016144,[0.025    0.348108 0.025    0.578948 0.025    0.975   ],[0. 0. 0.],1036,Motorcycle,Triangle,"[[ 9.99999975e-01 -2.21027729e-04  3.44231172e-05]
 [-3.82832051e-05 -1.74880828e-02  9.99847071e-01]
 [ 2.20391933e-04  9.99847047e-01  1.74880909e-02]]",[0.00223028 0.07640769 0.01601298],49.03419871620065,"[np.float64(38.01096096267481), np.float64(96.60637789380391), np.float64(317.74979946079947)]"
234,../shapes/Motorcycle/m1482.obj,15291,[0.4703092  0.1774526  0.20067564],[0.4703092  0.1774526  0.20067564],[1. 1. 1.],0.22979996217198326,1.1476289565173057,[0.025    0.975    0.025    0.330779 0.025    0.591614],[0. 0. 0.],29064,Motorcycle,Triangle,"[[ 9.97921031e-01  6.44476828e-02 -3.34254610e-04]
 [ 9.47531690e-04 -9.48556025e-03  9.99954562e-01]
 [-6.44415838e-02  9.97876004e-01  9.52690629e-03]]",[0.05766588 0.00749331 0.00200467],769.2905438697256,"[np.float64(8136.871816730556), np.float64(973.0167969585483), np.float64(1394.858855557507)]"
235,../shapes/Mug/D00427.obj,5682,[-0.23383769 -0.1411947   0.08564177],[-0.23383769 -0.1411947   0.08564177],[1. 1. 1.],0.6809179282811857,2.461837261434232,[-1.13502   0.670544 -0.74306   0.668529 -0.34153   0.557357],[0. 0. 0.],10944,Mug,Triangle,"[[ 0.98352901 -0.16961152 -0.06247087]
 [-0.16671944 -0.98478848  0.04895188]
 [ 0.0698234   0.03773048  0.99684558]]",[0.37925786 0.10637228 0.03573016],171.02728448817902,"[np.float64(-2849.008480473691), np.float64(-753.2027122256975), np.float64(270.35051447540707)]"
236,../shapes/Mug/D00684.obj,1723,[-0.33803916 -0.0411342  -0.00701156],[-0.33803916 -0.0411342  -0.00701156],[1. 1. 1.],0.6753195881356371,2.5634485067519885,[-1.00719   0.689566 -0.672208  0.699664 -0.675927  0.66953 ],[0. 0. 0.],3446,Mug,Triangle,"[[ 9.08469205e-01 -4.17455805e-01 -2.03557128e-02]
 [-4.17950911e-01 -9.07489457e-01 -4.21891256e-02]
 [ 8.60499344e-04 -4.68352100e-02  9.98902259e-01]]",[0.24100028 0.17473274 0.07981545],462.82756672722,"[np.float64(-897.9309197578862), np.float64(-51.27381912375778), np.float64(-3.0060892856982955)]"
237,../shapes/Mug/D00685.obj,5703,[-0.41582711  0.00686659  0.00557748],[-0.41582711  0.00686659  0.00557748],[1. 1. 1.],0.5488157486110443,2.3347589184209148,[-0.865429  0.751615 -0.389794  0.739635 -0.633452  0.615811],[0. 0. 0.],11040,Mug,Triangle,"[[ 0.8152953   0.57891218  0.01242028]
 [ 0.5788946  -0.81440592 -0.0402994 ]
 [ 0.01321466 -0.04004595  0.99911045]]",[0.20471037 0.12378044 0.04710894],454.64157077855083,"[np.float64(-3104.155061502612), np.float64(564.087134752745), np.float64(7.37509645312722)]"
238,../shapes/Mug/D00705.obj,4158,[-0.11927863 -0.00146241  0.0483372 ],[-0.11927863 -0.00146241  0.0483372 ],[1. 1. 1.],0.6044854522227857,2.34012815253225,[-0.900868  0.851468 -0.52377   0.668713 -0.463548  0.528169],[0. 0. 0.],7584,Mug,Triangle,"[[ 0.95430346 -0.29276912 -0.05992618]
 [-0.03595606  0.08658442 -0.99559545]
 [-0.29666828 -0.95225489 -0.07210099]]",[0.21730545 0.09313093 0.07965234],2835.839662919487,"[np.float64(-323.93594855727514), np.float64(24.419320798506632), np.float64(108.62057607659918)]"
239,../shapes/Mug/D00825.obj,1166,[-0.10894664 -0.18725805  0.00676664],[-0.10894664 -0.18725805  0.00676664],[1. 1. 1.],0.7512054750864994,2.8755001017709945,[-0.962805  0.814625 -0.728043  1.04458  -0.680457  0.722059],[0. 0. 0.],1800,Mug,Triangle,"[[ 0.91093488 -0.41021023 -0.04387735]
 [-0.41189398 -0.91032376 -0.04066953]
 [ 0.02325954 -0.05512011  0.99820878]]",[0.31561449 0.15224994 0.13783481],87.00288477822077,"[np.float64(-138.82324753314418), np.float64(-229.9675956624777), np.float64(-0.9466334245368346)]"
240,../shapes/Mug/m506.obj,8692,[0.62186898 0.21718702 0.35370269],[0.62186898 0.21718702 0.35370269],[1. 1. 1.],0.25648556740651085,1.2116934363348677,[0.025    0.975    0.025    0.389901 0.025    0.682684],[0. 0. 0.],17461,Mug,Triangle,"[[-9.99833719e-01 -1.82352155e-02 -1.05972467e-04]
 [-1.82351657e-02  9.99833623e-01 -4.53461352e-04]
 [-1.14223801e-04  4.51453524e-04  9.99999892e-01]]",[0.05980244 0.01362821 0.01657391],199.75290518058165,"[np.float64(7756.374077202917), np.float64(1054.2709540158867), np.float64(2470.013461083589)]"
241,../shapes/MultiSeat/D00237.obj,1940,[ 0.12106377  0.01387558 -0.08325663],[ 0.12106377  0.01387558 -0.08325663],[1. 1. 1.],0.6432055404021091,2.3226924655158285,[-0.787628  1.05976  -0.332612  0.677802 -0.415469  0.564899],[0. 0. 0.],3840,MultiSeat,Triangle,"[[ 0.99697022  0.06939381  0.03514073]
 [ 0.0425217  -0.86451139  0.50081131]
 [-0.06513276  0.49779972  0.86484285]]",[0.35207274 0.06568379 0.02919719],103.4351316415818,"[np.float64(495.89141574094947), np.float64(19.869658319690647), np.float64(-97.41377576367913)]"
242,../shapes/MultiSeat/D00588.obj,307,[-0.22477894  0.03932437 -0.04861944],[-0.22477894  0.03932437 -0.04861944],[1. 1. 1.],0.7241154667164577,2.31037516184753,[-1.13013   0.708881 -0.605045  0.55404  -0.54849   0.234066],[0. 0. 0.],435,MultiSeat,Triangle,"[[ 0.99408978  0.08913476  0.06197186]
 [ 0.08996816 -0.99588625 -0.0107847 ]
 [-0.06075563 -0.01629645  0.99801963]]",[0.44702662 0.10252652 0.02615734],98.92343747307513,"[np.float64(-112.59393093909286), np.float64(8.70599860884201), np.float64(-5.9381139459852195)]"
243,../shapes/MultiSeat/D00652.obj,4607,[-0.08406154 -0.03019302 -0.08748689],[-0.08406154 -0.03019302 -0.08748689],[1. 1. 1.],0.6522313929029735,2.218020694956204,[-0.937255  0.745072 -0.486303  0.660368 -0.512286  0.367792],[0. 0. 0.],9182,MultiSeat,Triangle,"[[ 0.99194281 -0.08786451  0.09126489]
 [-0.07949255 -0.99261426 -0.09163988]
 [-0.09864272 -0.08364664  0.99160116]]",[0.37710846 0.06662657 0.03188227],327.2167704548377,"[np.float64(-907.2069012066006), np.float64(3.2944398714401215), np.float64(-268.5082129477823)]"
244,../shapes/MultiSeat/D00985.obj,10614,[ 0.12902232 -0.17410871  0.00841554],[ 0.12902232 -0.17410871  0.00841554],[1. 1. 1.],0.7399777621283442,2.4589489425730253,[-0.749657  0.968555 -0.853009  0.58532  -0.495404  0.51721 ],[0. 0. 0.],21196,MultiSeat,Triangle,"[[ 9.86750340e-01  1.61089038e-01  1.93413850e-02]
 [ 1.62243359e-01 -9.80379123e-01 -1.11954759e-01]
 [-9.27205778e-04 -1.13609407e-01  9.93525059e-01]]",[0.42648251 0.10111895 0.04911002],384.4145836110056,"[np.float64(3369.5690324218067), np.float64(-2078.062693550709), np.float64(60.03969817619254)]"
245,../shapes/MultiSeat/m782.obj,40,[0.49986713 0.23008    0.14299985],[0.49986713 0.23008    0.14299985],[1. 1. 1.],0.42358017094025585,1.0797309980921173,[0.025    0.975    0.025    0.42384  0.025    0.347871],[0. 0. 0.],46,MultiSeat,Triangle,"[[ 1.00000000e+00  7.47247955e-06  6.50166412e-06]
 [ 2.03821241e-06 -7.97592551e-01  6.03196588e-01]
 [-9.69305303e-06  6.03196588e-01  7.97592551e-01]]",[0.15418553 0.02516984 0.00902433],9.596889015908326,"[np.float64(15.970080631343782), np.float64(3.3157419283598895), np.float64(1.1322058141886666)]"
246,../shapes/MultiSeat/m829.obj,540,[0.49915947 0.15857486 0.16522709],[0.49915947 0.15857486 0.16522709],[1. 1. 1.],0.2967492608191955,1.0492565740189574,[0.025    0.975    0.025    0.321351 0.025    0.357589],[0. 0. 0.],1032,MultiSeat,Triangle,"[[ 9.99999870e-01  4.84637583e-04 -1.59823755e-04]
 [ 3.79807966e-04 -9.15997267e-01 -4.01184324e-01]
 [ 3.40827124e-04 -4.01184211e-01  9.15997332e-01]]",[0.09026009 0.00273852 0.01048869],43.467466321270116,"[np.float64(345.09521060325), np.float64(29.919870363728105), np.float64(36.899853828593486)]"
247,../shapes/Musical_Instrument/m627.obj,7445,[0.19935262 0.36485062 0.0679528 ],[0.19935262 0.36485062 0.0679528 ],[1. 1. 1.],0.22612213745241572,1.0083850733930961,[0.025    0.356581 0.025    0.975    0.025    0.091291],[0. 0. 0.],13529,Musical_Instrument,Triangle,"[[ 0.06292402 -0.99785479 -0.01806609]
 [-0.9979461  -0.06312693  0.01088949]
 [ 0.01200658 -0.01734378  0.99977749]]",[0.06472399 0.00752063 0.00051503],8673.726937783938,"[np.float64(652.5725257923175), np.float64(2420.835201656787), np.float64(67.58353528241885)]"
248,../shapes/Musical_Instrument/m630.obj,4694,[0.21011403 0.50794073 0.09658693],[0.21011403 0.50794073 0.09658693],[1. 1. 1.],0.2631784688632192,1.0246859101817491,[0.025    0.397421 0.025    0.975    0.025    0.118722],[0. 0. 0.],9011,Musical_Instrument,Triangle,"[[ 7.39524868e-04  9.99977310e-01 -6.69568716e-03]
 [ 9.99913152e-01 -6.51340319e-04  1.31629658e-02]
 [-1.31583060e-02  6.70484000e-03  9.99890946e-01]]",[0.08257761 0.00308173 0.00035703],407.48147321094353,"[np.float64(425.4793824367592), np.float64(2993.205806488623), np.float64(87.34632472653006)]"
249,../shapes/Musical_Instrument/m639.obj,23238,[0.79887723 0.19344755 0.1307077 ],[0.79887723 0.19344755 0.1307077 ],[1. 1. 1.],0.1697233278559661,1.018693405735504,[0.025    0.975    0.025    0.365667 0.025    0.1635  ],[0. 0. 0.],45776,Musical_Instrument,Triangle,"[[ 0.99966336 -0.02590081 -0.00152422]
 [-0.0014736   0.00197339 -0.99999697]
 [-0.02590374 -0.99966257 -0.00193456]]",[0.05583909 0.00033976 0.00157581],87556.1586820464,"[np.float64(31760.37594421099), np.float64(1783.4178326349747), np.float64(797.3665381767546)]"
