,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Distribution
108,../shapes/DeskPhone/D00316.obj,48093,[0.06461986 0.1984379  0.06802528],[0.06461986 0.1984379  0.06802528],[1. 1. 1.],0.3384114012609122,2.008624590519841,[-0.628642  0.811874 -0.593525  0.701571 -0.286264  0.244973],[0. 0. 0.],94497,DeskPhone,Triangle,"[[ 0.84302994 -0.53742063  0.02189925]
 [-0.53765442 -0.84314217  0.00624557]
 [-0.01510768  0.01703943  0.99974067]]",[0.08834265 0.05811438 0.00277282],2559.292773388264
109,../shapes/Door/m1707.obj,456,[0.23421428 0.52202714 0.17691126],[0.23421428 0.52202714 0.17691126],[1. 1. 1.],0.12338091574873074,1.1131863801870736,[0.025    0.545253 0.025    0.975    0.025    0.281945],[0. 0. 0.],894,Door,Triangle,"[[-0.61370552 -0.78948139  0.00920148]
 [ 0.01480972 -0.02316307 -0.999622  ]
 [-0.7893961   0.61333727 -0.0259073 ]]",[0.00343882 0.00701207 0.01497442],72.82945419931
110,../shapes/Door/m1723.obj,128,[0.43394463 0.63282283 0.07003478],[0.43394463 0.63282283 0.07003478],[1. 1. 1.],0.3604492974657,1.2655863442886859,[0.025    0.857435 0.025    0.975    0.025    0.104125],[0. 0. 0.],252,Door,Triangle,"[[ 9.98661021e-01 -5.17306769e-02 -3.19117040e-04]
 [-5.15840826e-02 -9.96258744e-01  6.93368438e-02]
 [ 3.90476500e-03  6.92275418e-02  9.97593254e-01]]",[0.06632236 0.08916308 0.00031352],5.375255192048591
111,../shapes/Door/D01114.obj,1336,[0.08507187 0.4320463  0.11972205],[0.08507187 0.4320463  0.11972205],[1. 1. 1.],0.08715301123670281,1.131251945518769,[0.025    0.609224 0.025    0.975    0.025    0.214508],[0. 0. 0.],2620,Door,Triangle,"[[ 1.33657696e-01  9.91016452e-01  4.69172192e-03]
 [ 9.91027497e-01 -1.33657850e-01 -2.82184098e-04]
 [-3.47436381e-04 -4.68734151e-03  9.99988954e-01]]",[0.00838118 0.00439041 0.00284654],2974.313797494631
112,../shapes/Door/m1728.obj,2018,[0.49923006 0.54018428 0.08566376],[0.49923006 0.54018428 0.08566376],[1. 1. 1.],0.29069291606264747,1.3454066541462473,[0.025    0.975    0.025    0.972989 0.025    0.11953 ],[0. 0. 0.],3790,Door,Triangle,"[[-9.99998560e-01 -1.69669842e-03  4.68263743e-05]
 [-1.69622202e-03  9.99960036e-01  8.77781232e-03]
 [ 6.17178031e-05 -8.77772025e-03  9.99961473e-01]]",[0.08350729 0.06471607 0.00033209],603.5698800390304
113,../shapes/Door/D01005.obj,6044,[0.22889542 0.51648428 0.05607911],[0.22889542 0.51648428 0.05607911],[1. 1. 1.],0.21429553164529133,1.036050369748619,[0.025     0.43396   0.025     0.975     0.025     0.0854325],[0. 0. 0.],11464,Door,Triangle,"[[ 1.00000000e+00  1.66872369e-06  1.74850033e-06]
 [ 1.66845271e-06 -9.99999988e-01  1.54963440e-04]
 [-1.74875890e-06  1.54963437e-04  9.99999988e-01]]",[0.01099765 0.04797942 0.00011355],942.4702571372935
114,../shapes/Door/m1713.obj,6044,[0.22889546 0.51648428 0.0560791 ],[0.22889546 0.51648428 0.0560791 ],[1. 1. 1.],0.21429550418555113,1.0360503405838928,[0.025    0.43396  0.025    0.975    0.025    0.085432],[0. 0. 0.],11464,Door,Triangle,"[[ 1.00000000e+00  1.66836557e-06  1.76743543e-06]
 [ 1.66809168e-06 -9.99999988e-01  1.54954010e-04]
 [-1.76769392e-06  1.54954007e-04  9.99999988e-01]]",[0.01099763 0.04797942 0.00011354],942.4609340098721
115,../shapes/Drum/D00596.obj,169,[ 0.01344002 -0.0012101   0.39989878],[ 0.01344002 -0.0012101   0.39989878],[1. 1. 1.],3.079146465243814,9.19236570056702,[-2.290357  2.290357 -2.290357  2.290357 -3.484019  3.037768],[0. 0. 0.],1329,Drum,Triangle,"[[ 2.03543881e-03 -9.95969061e-01  8.96743411e-02]
 [-1.83264983e-04  8.96741538e-02  9.95971140e-01]
 [ 9.99997912e-01  2.04367248e-03  7.40156257e-17]]",[6.38002976 2.04846663 2.01771007],22.992020715268843
116,../shapes/Drum/D00189.obj,651,[2.01540691 1.07024322 0.9376181 ],[2.01540691 1.07024322 0.9376181 ],[1. 1. 1.],0.22055296061270196,0.9077995373429092,[1.8152  2.2152  0.87003 1.27003 0.445   1.155  ],[0. 0. 0.],3894,Drum,Triangle,"[[-1.94665328e-03  7.17475441e-01  6.96581080e-01]
 [-2.00480021e-03 -6.96583800e-01  7.17472641e-01]
 [-9.99996096e-01 -1.64567824e-07 -2.79440205e-03]]",[0.03442577 0.01239636 0.01233857],94.48653384206217
117,../shapes/Drum/D00193.obj,1800,[0.62938055 0.65018692 0.53333649],[0.62938055 0.65018692 0.53333649],[1. 1. 1.],0.5538157089146097,1.5383143862039386,[ 0.251542  1.007219  0.272348  1.028025 -0.017463  1.089025],[0. 0. 0.],11628,Drum,Triangle,"[[-8.52940205e-01  5.22008627e-01  6.69463909e-12]
 [ 5.22008627e-01  8.52940205e-01  8.36875735e-13]
 [ 5.27327048e-12 -4.20846434e-12  1.00000000e+00]]",[0.06617526 0.06617523 0.19272825],20.54405468271271
118,../shapes/Drum/D00063.obj,1800,[1.20009548 0.83193011 0.53333689],[1.20009548 0.83193011 0.53333689],[1. 1. 1.],0.5538159543461211,1.538316508935011,[ 0.822257  1.57793   0.454092  1.20977  -0.017463  1.08903 ],[0. 0. 0.],7752,Drum,Triangle,"[[-7.41387735e-01 -6.71076916e-01  7.74155863e-12]
 [-6.71076916e-01  7.41387735e-01 -1.77256035e-10]
 [-1.13212937e-10  1.36610631e-10  1.00000000e+00]]",[0.06617526 0.06617514 0.19272868],16.095173801566492
119,../shapes/Drum/D00026.obj,5506,[8.35942335e-05 5.13862702e-04 5.52894762e-01],[8.35942335e-05 5.13862702e-04 5.52894762e-01],[1. 1. 1.],0.20069157154774994,0.8422006062091144,[-0.162762  0.164431 -0.171664  0.150061 -0.001215  0.705   ],[0. 0. 0.],32619,Drum,Triangle,"[[ 5.92673593e-04  9.95163405e-01 -9.82315894e-02]
 [-1.94630632e-03 -9.82302726e-02 -9.95161809e-01]
 [ 9.99997930e-01 -7.80994888e-04 -1.87867434e-03]]",[0.02960541 0.01034841 0.01041468],162.04778724181793
120,../shapes/Drum/D00297.obj,5561,[1.37707803 0.65898747 0.42255813],[1.37707803 0.65898747 0.42255813],[1. 1. 1.],0.27306797130575383,1.0371165605771824,"[ 1.09723e+00  1.68205e+00  4.39181e-01  9.67894e-01 -2.22921e-04
  6.73616e-01]",[0. 0. 0.],33351,Drum,Triangle,"[[-0.60521095  0.79505968 -0.03999774]
 [ 0.79605848  0.60423589 -0.0344948 ]
 [ 0.00325735  0.05271717  0.99860417]]",[0.01895064 0.0266457  0.03522981],331.3473525379691
121,../shapes/Fish/D00142.obj,3048,[ 0.09509542  0.03521517 -0.01391807],[ 0.09509542  0.03521517 -0.01391807],[1. 1. 1.],0.44993923473652814,2.0552789802219067,[-0.587419  1.10759  -0.527408  0.443986 -0.336707  0.301658],[0. 0. 0.],5286,Fish,Triangle,"[[ 0.99902629 -0.04142837 -0.01517137]
 [-0.04109998 -0.99892685  0.02135274]
 [ 0.0160397   0.0207084   0.99965689]]",[0.19621944 0.03235966 0.00705279],45.86261263614671
122,../shapes/Fish/D00450.obj,3784,[-0.14162745 -0.02067792 -0.00695057],[-0.14162745 -0.02067792 -0.00695057],[1. 1. 1.],0.4336836651180323,1.99603499808821,[-1.0845    0.656868 -0.375535  0.3473   -0.333079  0.322133],[0. 0. 0.],6348,Fish,Triangle,"[[ 0.99885711 -0.04775012  0.00209708]
 [-0.04734318 -0.99446436 -0.09380442]
 [-0.00656464 -0.09359793  0.99558844]]",[0.19626713 0.01917004 0.01162163],58.59668538479756
123,../shapes/Fish/D00850.obj,4382,[ 0.09595711  0.03869707 -0.00631626],[ 0.09595711  0.03869707 -0.00631626],[1. 1. 1.],0.4682486897285039,2.0501698682065346,[-0.653742  1.10412  -0.398371  0.353582 -0.379845  0.360212],[0. 0. 0.],7318,Fish,Triangle,"[[ 0.9984512  -0.05557404 -0.00259512]
 [-0.05536914 -0.99715682  0.05111302]
 [ 0.0054283   0.05089016  0.9986895 ]]",[0.22465609 0.02113836 0.01445563],339.98716969494444
124,../shapes/Fish/D00748.obj,5046,[-0.13629522 -0.02768301 -0.00778815],[-0.13629522 -0.02768301 -0.00778815],[1. 1. 1.],0.4911543485437168,1.9893707111461152,[-1.05002   0.736929 -0.40181   0.303088 -0.263805  0.253426],[0. 0. 0.],8098,Fish,Triangle,"[[ 0.99908516 -0.04275189  0.00105926]
 [-0.04255639 -0.99634982 -0.07399992]
 [-0.00421903 -0.07388714  0.99725768]]",[0.263847   0.01811633 0.00741906],77.44937715691754
125,../shapes/FloorLamp/m622.obj,54,[0.06214724 0.71966678 0.1122588 ],[0.06214724 0.71966678 0.1122588 ],[1. 1. 1.],0.35863353312293744,0.9690611811753683,[0.025    0.099219 0.025    0.975    0.025    0.20127 ],[0. 0. 0.],88,FloorLamp,Triangle,"[[ 9.99999955e-01 -5.44095095e-05  2.94786499e-04]
 [-3.23659231e-05 -9.97238288e-01 -7.42684094e-02]
 [-2.98013291e-04 -7.42683965e-02  9.97238245e-01]]",[0.00037539 0.16658929 0.0020684 ],44.47477863131764
126,../shapes/FloorLamp/D00981.obj,454,[-0.16385058 -0.09067874  0.00861171],[-0.16385058 -0.09067874  0.00861171],[1. 1. 1.],0.3882136766500933,1.9731512072747999,[-0.46224   1.0173   -0.56175   0.360743 -0.448819  0.47492 ],[0. 0. 0.],816,FloorLamp,Triangle,"[[ 0.99879967 -0.04019834 -0.0279878 ]
 [-0.04896414 -0.83476846 -0.54841967]
 [ 0.00131777 -0.54913178  0.83573474]]",[0.14314243 0.02661024 0.02826786],84.7763327345337
127,../shapes/FloorLamp/D00228.obj,1322,[-0.07954187  0.01435146  0.00060129],[-0.07954187  0.01435146  0.00060129],[1. 1. 1.],0.36292671128486104,2.208700753270121,[-0.654154  0.895962 -0.544531  0.567995 -0.556888  0.55567 ],[0. 0. 0.],2632,FloorLamp,Triangle,"[[ 0.99993169 -0.01082507  0.0044072 ]
 [-0.01131208 -0.99118901  0.13197116]
 [-0.00293977  0.132012    0.99124376]]",[0.1709874  0.00602444 0.00602214],106.67885873192783
128,../shapes/FloorLamp/m618.obj,1622,[0.08008882 0.41721148 0.07959399],[0.08008882 0.41721148 0.07959399],[1. 1. 1.],0.39740737133144877,0.9624755108640427,[0.025    0.134223 0.025    0.975    0.025    0.134222],[0. 0. 0.],3232,FloorLamp,Triangle,"[[ 1.65787136e-03  9.22096806e-01 -3.86955723e-01]
 [ 9.99998622e-01 -1.49669279e-03  7.17842926e-04]
 [-8.27668268e-05  3.86956380e-01  9.22098017e-01]]",[0.16168141 0.00054199 0.00053932],111.43379738575035
129,../shapes/FloorLamp/D00211.obj,5097,[ 0.13208305 -0.08271007  0.0292135 ],[ 0.13208305 -0.08271007  0.0292135 ],[1. 1. 1.],0.26946443789342556,1.9527287882401898,[-0.840113  0.802181 -0.577233  0.310548 -0.242279  0.330316],[0. 0. 0.],9970,FloorLamp,Triangle,"[[ 0.98845626  0.12731256  0.0821324 ]
 [ 0.1392484  -0.97702017 -0.16137372]
 [-0.05970011 -0.17094767  0.98346977]]",[0.09930715 0.02096254 0.00402814],7216.569673507972
130,../shapes/Glasses/D00656.obj,220,[ 0.24830911 -0.107257   -0.01349465],[ 0.24830911 -0.107257   -0.01349465],[1. 1. 1.],0.39280554631089803,2.0222542852752223,[-0.692427  0.71929  -0.563963  0.838516 -0.17177   0.188258],[0. 0. 0.],868,Glasses,Triangle,"[[ 0.08876152 -0.73641327  0.67068389]
 [-0.00799576 -0.67384674 -0.73882789]
 [-0.99602081 -0.06021686  0.06569985]]",[0.00686587 0.11091644 0.10337088],47.66971364909011
131,../shapes/Glasses/D00937.obj,312,[-0.01079703 -0.19966096 -0.02147046],[-0.01079703 -0.19966096 -0.02147046],[1. 1. 1.],0.36954426758014475,1.8477107321794177,[-0.525878  0.778809 -0.389073  0.892906 -0.151849  0.109602],[0. 0. 0.],280,Glasses,Triangle,"[[ 0.99671553  0.03332095  0.07380971]
 [ 0.07469141 -0.02603919 -0.99686667]
 [ 0.0312946  -0.99910544  0.02844245]]",[0.11223075 0.00499837 0.07489015],219.0183318928021
132,../shapes/Glasses/D00475.obj,1566,[ 0.04232532 -0.01312828  0.0545355 ],[ 0.04232532 -0.01312828  0.0545355 ],[1. 1. 1.],0.43864989587221703,1.5273838955829016,[-0.80163   0.310515 -0.587238  0.393097 -0.108938  0.258456],[0. 0. 0.],3092,Glasses,Triangle,"[[ 0.98948356  0.14136092 -0.0306493 ]
 [ 0.14125909 -0.98995753 -0.00547343]
 [ 0.03111524 -0.00108638  0.99951521]]",[0.12884822 0.09620017 0.01367455],128.62223894839465
133,../shapes/Glasses/D00717.obj,1836,[ 0.03686007 -0.08527341 -0.01354375],[ 0.03686007 -0.08527341 -0.01354375],[1. 1. 1.],0.3591926040570286,1.7844636970782006,[-0.721225  0.523228 -0.358598  0.847668 -0.233443  0.191492],[0. 0. 0.],3624,Glasses,Triangle,"[[ 0.94509221  0.32497053 -0.03456679]
 [ 0.32599759 -0.94489718  0.0299147 ]
 [ 0.02294067  0.03954084  0.99895458]]",[0.09898116 0.0641756  0.00925719],314.044216286214
134,../shapes/Glasses/D00201.obj,6519,[ 0.07563724  0.06508818 -0.04831736],[ 0.07563724  0.06508818 -0.04831736],[1. 1. 1.],0.5610907642073645,1.601388468879116,[-0.487773  0.639588 -0.498747  0.555236 -0.213041  0.214302],[0. 0. 0.],12656,Glasses,Triangle,"[[-0.01421379  0.99701098  0.07594132]
 [-0.04836745  0.07517451 -0.99599668]
 [ 0.99872847  0.01782997 -0.04715436]]",[0.00902232 0.16845128 0.14336841],717.0706866350804
135,../shapes/Glasses/D00660.obj,10770,[ 0.22260018 -0.0477727  -0.01734507],[ 0.22260018 -0.0477727  -0.01734507],[1. 1. 1.],0.45344381194053524,1.9741228041813912,[-0.686586  0.69791  -0.486169  0.902648 -0.117187  0.109791],[0. 0. 0.],18568,Glasses,Triangle,"[[ 7.64442749e-01  6.44549460e-01 -1.35379757e-02]
 [ 6.44601493e-01 -7.64518457e-01 -6.66342718e-04]
 [ 1.07795231e-02  8.21721849e-03  9.99908135e-01]]",[0.14581091 0.11101061 0.00227623],545.7847663661412
136,../shapes/Guitar/D00097.obj,270,[-0.20006102  0.00621221 -0.00745883],[-0.20006102  0.00621221 -0.00745883],[1. 1. 1.],0.5344487680704954,1.6180737463786996,[-0.736794  0.808166 -0.21092   0.246712 -0.120674  0.02709 ],[0. 0. 0.],448,Guitar,Triangle,"[[ 9.99861963e-01  1.66042243e-02  5.95414372e-04]
 [ 1.66023769e-02 -9.99857719e-01  2.98382931e-03]
 [-6.44873826e-04  2.97353213e-03  9.99995371e-01]]",[0.31424432 0.00735049 0.00121674],914.0182947655699
137,../shapes/Guitar/D00464.obj,3016,[-0.38237582  0.06171209  0.01960613],[-0.38237582  0.06171209  0.01960613],[1. 1. 1.],0.41614766282536364,1.693779716183601,[-0.844418  0.698593 -0.240079  0.411624 -0.140326  0.111249],[0. 0. 0.],5657,Guitar,Triangle,"[[ 0.99921755  0.03516071 -0.01811137]
 [ 0.037297   -0.9900547   0.13564893]
 [ 0.01316173  0.1362183   0.99059141]]",[0.2153322  0.0125343  0.00171576],222.0453732636413
138,../shapes/Guitar/D00222.obj,1068,[-0.11249787 -0.01168953 -0.02075614],[-0.11249787 -0.01168953 -0.02075614],[1. 1. 1.],0.5101701367934313,1.9207706393263095,[-0.802099  1.00169  -0.325662  0.298917 -0.122863  0.090693],[0. 0. 0.],1998,Guitar,Triangle,"[[ 0.99996836 -0.00652928 -0.00454303]
 [-0.006153   -0.99690178  0.07841538]
 [ 0.00504095  0.07838495  0.99691042]]",[0.29006544 0.01420195 0.00254403],92.73789904111244
139,../shapes/Guitar/D00494.obj,32748,[-0.09925918 -0.02050556  0.0243316 ],[-0.09925918 -0.02050556  0.0243316 ],[1. 1. 1.],0.48710620166413454,1.5212481114157543,[-0.826765  0.640354 -0.175486  0.204035 -0.069655  0.063467],[0. 0. 0.],47406,Guitar,Triangle,"[[ 0.99948841 -0.03123073 -0.00689674]
 [-0.03143814 -0.99898199 -0.03235159]
 [ 0.00587936 -0.03255186  0.99945275]]",[0.26019745 0.00304912 0.0006624 ],7853.298280445863
140,../shapes/Guitar/D00335.obj,32795,[ 0.2986811  -0.01937455  0.01625024],[ 0.2986811  -0.01937455  0.01625024],[1. 1. 1.],0.37567197673249475,1.6194998409240426,[-0.742286  0.775042 -0.285896  0.246724 -0.062144  0.129719],[0. 0. 0.],64993,Guitar,Triangle,"[[ 9.99993918e-01  3.48771905e-03 -1.77068958e-05]
 [ 3.01234318e-04 -8.13093648e-02  9.96688866e-01]
 [-3.47473101e-03  9.96682810e-01  8.13099208e-02]]",[0.18416923 0.00157845 0.00729613],918.639929452316
141,../shapes/Gun/D00153.obj,364,[ 0.18955624 -0.06541652  0.00255326],[ 0.18955624 -0.06541652  0.00255326],[1. 1. 1.],0.6041480340211367,1.9576098147848566,[-0.774471  0.976852 -0.435366  0.412921 -0.109726  0.103612],[0. 0. 0.],704,Gun,Triangle,"[[ 9.95043749e-01 -9.94363615e-02 -5.90397349e-04]
 [-9.93954949e-02 -9.94773555e-01  2.33689951e-02]
 [ 2.91103951e-03  2.31944896e-02  9.99726733e-01]]",[0.39098859 0.02082515 0.00152388],43.76710323214634
142,../shapes/Gun/m685.obj,280,[0.1066704  0.25675912 0.56694676],[0.1066704  0.25675912 0.56694676],[1. 1. 1.],0.30272571420124106,1.0131918543814888,[0.025    0.187948 0.025    0.337259 0.025    0.975   ],[0. 0. 0.],550,Gun,Triangle,"[[ 7.01603422e-04 -9.99444494e-01  3.33198291e-02]
 [-7.47703306e-02 -3.32789977e-02 -9.96645326e-01]
 [-9.97200534e-01  1.79208487e-03  7.47521439e-02]]",[0.09736947 0.00262469 0.00338732],52.38548634532339
143,../shapes/Gun/m680.obj,2823,[0.0388546  0.08622428 0.34975331],[0.0388546  0.08622428 0.34975331],[1. 1. 1.],0.18963343005932085,0.9551827630903941,[0.025    0.060861 0.025    0.117672 0.025    0.975   ],[0. 0. 0.],5500,Gun,Triangle,"[[-0.00401783  0.98546052 -0.16985705]
 [-0.03937813  0.16957076  0.98473099]
 [-0.9992163  -0.01064514 -0.03812429]]",[4.96874732e-02 4.72229980e-05 2.79960278e-04],6692.371615968304
144,../shapes/Gun/m660.obj,1085,[0.08826081 0.3786404  0.40502454],[0.08826081 0.3786404  0.40502454],[1. 1. 1.],0.20074535487576295,1.0824876832652646,[0.025    0.15705  0.025    0.526839 0.025    0.975   ],[0. 0. 0.],3260,Gun,Triangle,"[[ 9.99912844e-01  1.31856143e-02  6.65695608e-04]
 [ 5.98041716e-03 -4.07411118e-01 -9.13225282e-01]
 [ 1.17702246e-02 -9.13149670e-01  4.07454465e-01]]",[0.00080944 0.05324848 0.0078075 ],81.12372361170488
145,../shapes/Gun/D00425.obj,10850,[0.01794716 0.03159331 0.01208781],[0.01794716 0.03159331 0.01208781],[1. 1. 1.],0.4813691812868448,1.9865077202281394,[-0.816858  0.948911 -0.405542  0.486052 -0.07611   0.106463],[0. 0. 0.],21237,Gun,Triangle,"[[ 0.9933274   0.11511117  0.00707712]
 [ 0.11492495 -0.99311511  0.0226855 ]
 [-0.00963975  0.02172079  0.9997176 ]]",[0.25231359 0.03594135 0.00305328],3436.349914368385
146,../shapes/Gun/D00137.obj,5308,[ 0.1023688  -0.02094176 -0.00589537],[ 0.1023688  -0.02094176 -0.00589537],[1. 1. 1.],0.380198332864308,2.00920893092605,[-1.04743   0.796371 -0.362179  0.405965 -0.112803  0.104621],[0. 0. 0.],10332,Gun,Triangle,"[[ 0.99927623 -0.03776484  0.00456508]
 [-0.037815   -0.99921914  0.01145157]
 [-0.00412905  0.01161591  0.99992401]]",[0.20560455 0.03010711 0.00269674],840.445000805234
147,../shapes/Hand/m327.obj,386,[0.47950114 0.22441801 0.51535044],[0.47950114 0.22441801 0.51535044],[1. 1. 1.],0.3052240481206579,1.2658540369019644,[0.025    0.775154 0.025    0.395345 0.025    0.975   ],[0. 0. 0.],768,Hand,Triangle,"[[ 0.05774884 -0.99771157 -0.03516676]
 [ 0.13025076  0.04245418 -0.99057175]
 [-0.98979786 -0.05262387 -0.13240437]]",[0.06539564 0.03115432 0.00679459],6.129041501650413
148,../shapes/Hand/m331.obj,421,[0.18689027 0.36449777 0.28061587],[0.18689027 0.36449777 0.28061587],[1. 1. 1.],0.281651534529057,1.149898747993492,[0.025    0.384709 0.025    0.975    0.025    0.563866],[0. 0. 0.],837,Hand,Triangle,"[[-0.98936745 -0.05166359  0.13595188]
 [-0.0561319   0.99799514 -0.02923871]
 [ 0.13416874  0.03655907  0.99028389]]",[0.00622656 0.06155799 0.02445946],17.48104117423004
149,../shapes/Hand/m332.obj,1198,[0.45420048 0.39320189 0.56460197],[0.45420048 0.39320189 0.56460197],[1. 1. 1.],0.3511008478272519,1.4737714081966715,[0.025    0.858363 0.025    0.783293 0.025    0.975   ],[0. 0. 0.],2392,Hand,Triangle,"[[ 0.29834148  0.81917523  0.4898411 ]
 [ 0.94922683 -0.30831574 -0.06252869]
 [-0.09980377 -0.48362521  0.86956648]]",[0.03057085 0.04629213 0.05723274],77.387838783702
150,../shapes/Hand/D01162.obj,1198,[0.45420048 0.39320189 0.56460197],[0.45420048 0.39320189 0.56460197],[1. 1. 1.],0.35110085083000536,1.4737714081966715,[0.025    0.858363 0.025    0.783293 0.025    0.975   ],[0. 0. 0.],2392,Hand,Triangle,"[[ 0.29834151  0.81917516  0.4898412 ]
 [ 0.94922682 -0.30831576 -0.06252873]
 [-0.09980378 -0.48362532  0.86956642]]",[0.03057085 0.04629213 0.05723275],77.38784669630205
151,../shapes/Hand/m324.obj,25001,[0.21451166 0.18919031 0.58471108],[0.21451166 0.18919031 0.58471108],[1. 1. 1.],0.23213574270170292,1.0408109503584213,[0.025    0.354705 0.025    0.293481 0.025    0.975   ],[0. 0. 0.],49998,Hand,Triangle,"[[ 0.06073973 -0.98717203  0.14765521]
 [-0.06564509  0.14365739  0.98744786]
 [ 0.99599267  0.06967016  0.05607728]]",[0.06079617 0.00662237 0.00271962],141.90942329342633
152,../shapes/Hand/D01097.obj,6191,[0.52885534 0.53391388 0.15517435],[0.52885534 0.53391388 0.15517435],[1. 1. 1.],0.30682753747685204,1.31896622769842,[0.025    0.87866  0.025    0.975    0.025    0.354297],[0. 0. 0.],12378,Hand,Triangle,"[[ 0.2520513  -0.96706258 -0.03549803]
 [-0.96737332 -0.25276611  0.01726701]
 [ 0.02567098 -0.02998767  0.99922057]]",[0.06491363 0.03611454 0.004949  ],4.213774740993118
153,../shapes/Hat/m1630.obj,562,[0.47518891 0.20030704 0.49793628],[0.47518891 0.20030704 0.49793628],[1. 1. 1.],0.2882554301842808,1.353723253787494,[0.025    0.892071 0.025    0.447202 0.025    0.975   ],[0. 0. 0.],1120,Hat,Triangle,"[[ 0.16585066 -0.97712439  0.13312204]
 [-0.01181073  0.13301373  0.99104382]
 [ 0.98608015  0.16593754 -0.01051986]]",[0.04349586 0.02942206 0.01563901],112.37889310507691
154,../shapes/Hat/m1636.obj,426,[0.45933713 0.60435331 0.61414004],[0.45933713 0.60435331 0.61414004],[1. 1. 1.],0.33724862336487016,1.5557871919475361,[0.025    0.893712 0.025    0.898678 0.025    0.975   ],[0. 0. 0.],848,Hat,Triangle,"[[ 9.99991928e-01  4.00033382e-03  3.75262554e-04]
 [ 3.92735323e-03 -9.53468481e-01 -3.01467132e-01]
 [ 8.48168147e-04 -3.01466173e-01  9.53476495e-01]]",[0.04671528 0.04545398 0.03480279],20.620658253283942
155,../shapes/Hat/m1639.obj,2029,[0.34533505 0.55206235 0.44176952],[0.34533505 0.55206235 0.44176952],[1. 1. 1.],0.33023742345142626,1.4369005925299774,[0.025    0.664693 0.025    0.975    0.025    0.892742],[0. 0. 0.],4000,Hat,Triangle,"[[-9.99999045e-01  8.49913964e-04 -1.08980709e-03]
 [ 1.37819384e-03  5.54473749e-01 -8.32200073e-01]
 [ 1.03029041e-04  8.32200781e-01  5.54474391e-01]]",[0.03336298 0.0510678  0.02943929],25.025960451589448
156,../shapes/Hat/m1638.obj,8815,[0.40738089 0.2438748  0.49999995],[0.40738089 0.2438748  0.49999995],[1. 1. 1.],0.3372013266086036,1.303274392547095,[0.025    0.789762 0.025    0.484525 0.025    0.975   ],[0. 0. 0.],17640,Hat,Triangle,"[[-1.00000000e+00  7.00610725e-06  2.33840846e-07]
 [ 7.00610733e-06  1.00000000e+00  3.58792599e-07]
 [ 2.33838332e-07 -3.58794238e-07  1.00000000e+00]]",[0.03516962 0.03266778 0.05431414],316.27335493766526
157,../shapes/Hat/m1635.obj,5092,[0.43455721 0.55225221 0.49470452],[0.43455721 0.55225221 0.49470452],[1. 1. 1.],0.26242840566136433,1.423512012760342,[0.025    0.844032 0.025    0.698107 0.025    0.975   ],[0. 0. 0.],10190,Hat,Triangle,"[[ 0.00428901 -0.99951501 -0.03084407]
 [-0.58879053  0.02240678 -0.80797503]
 [-0.80827428 -0.02162611  0.58840887]]",[0.03827747 0.02780964 0.02741479],280.74160070315503
158,../shapes/Helicopter/D00796.obj,222,[-0.07951315  0.03286961 -0.07327765],[-0.07951315  0.03286961 -0.07327765],[1. 1. 1.],0.49374182891307755,2.4827358517937426,[-0.749979  0.832151 -0.889721  0.939418 -0.316135  0.245196],[0. 0. 0.],368,Helicopter,Triangle,"[[ 0.99768773  0.06445804  0.02154896]
 [ 0.02051742  0.01662272 -0.9996513 ]
 [ 0.06479377 -0.99778196 -0.01526177]]",[0.22890324 0.02793227 0.0451291 ],33.419881434117464
159,../shapes/Helicopter/m1316.obj,396,[0.47537152 0.30296576 0.14131638],[0.47537152 0.30296576 0.14131638],[1. 1. 1.],0.3086207291906992,1.1251100529503768,[0.025    0.975    0.025    0.580851 0.025    0.258243],[0. 0. 0.],682,Helicopter,Triangle,"[[-9.90821338e-01  1.35177798e-01  1.95563530e-04]
 [ 1.60606995e-04 -2.69501971e-04  9.99999951e-01]
 [-1.35177844e-01 -9.90821321e-01 -2.45317804e-04]]",[0.10116001 0.0038297  0.01205299],112.77154296417933
160,../shapes/Helicopter/m1328.obj,3218,[0.47300268 0.13905822 0.40958693],[0.47300268 0.13905822 0.40958693],[1. 1. 1.],0.19547684004906263,1.2542589509547062,[0.025    0.975    0.025    0.318917 0.025    0.789381],[0. 0. 0.],6448,Helicopter,Triangle,"[[ 0.9863173   0.1588701  -0.04402809]
 [ 0.15923751 -0.98722792  0.00494493]
 [ 0.04268015  0.01188819  0.99901806]]",[0.04051293 0.00332846 0.00931066],971.6182518632379
161,../shapes/Helicopter/m1311.obj,1006,[0.44664739 0.13008031 0.4248195 ],[0.44664739 0.13008031 0.4248195 ],[1. 1. 1.],0.2217179099776177,1.2725708835035476,[0.025    0.851879 0.025    0.20723  0.025    0.975   ],[0. 0. 0.],2008,Helicopter,Triangle,"[[ 0.04153774  0.9990319  -0.01448738]
 [ 0.05428235  0.012222    0.99845082]
 [-0.99766129  0.0422598   0.05372213]]",[0.05408912 0.0039251  0.00275528],204.05862377219597
