,Unnamed: 0,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors
1050,1050,../shapes\HumanHead\m354.obj,216,[0.28671965 0.50690566 0.4929355 ],[0.2867198  0.50690573 0.49293563],[1. 1. 1.],0.28079584,1.2802742213653426,[0.025    0.548439 0.025    0.975    0.025    0.705157],[0. 0. 0.],426,HumanHead,Triangle,[0.01165218 0.04617184 0.03562147],"[[ 1.00000000e+00  3.66381754e-07  1.22670824e-07]
 [ 2.55257359e-07 -8.64809452e-01  5.02100202e-01]
 [-2.90047240e-07  5.02100202e-01  8.64809452e-01]]"
1051,1051,../shapes\HumanHead\m355.obj,17358,[0.29880154 0.55930897 0.36882323],[0.29880196 0.55930793 0.36882237],[1. 1. 1.],0.35808912,1.337940985217672,[0.025    0.583424 0.025    0.975    0.025    0.783781],[0. 0. 0.],34712,HumanHead,Triangle,[0.07431727 0.02428682 0.03488065],"[[ 0.00603922  0.99973881  0.02204159]
 [ 0.98579414 -0.0096519   0.16768053]
 [-0.16784948 -0.02071581  0.98559495]]"
1052,1052,../shapes\HumanHead\m356.obj,692,[0.38420577 0.41612879 0.63075013],[0.3842054  0.41612908 0.63075   ],[1. 1. 1.],0.32903683,1.4901013125291604,[0.025    0.743412 0.025    0.975    0.025    0.920425],[0. 0. 0.],1380,HumanHead,Triangle,[0.04015814 0.05148523 0.0300828 ],"[[ 1.00000000e+00  9.93561919e-08  8.10304373e-08]
 [-2.92719154e-08 -4.38391822e-01  8.98783962e-01]
 [-1.24822833e-07  8.98783962e-01  4.38391822e-01]]"
1053,1053,../shapes\HumanHead\m357.obj,193,[0.3961574  0.4647069  0.57475971],[0.39615738 0.46470687 0.57476   ],[1. 1. 1.],0.39304143,1.5083614181722094,[0.025    0.763762 0.025    0.975    0.025    0.934332],[0. 0. 0.],384,HumanHead,Triangle,[0.06424835 0.04641172 0.05200134],"[[ 0.12170149 -0.99246971 -0.01387851]
 [-0.76574258 -0.10277717  0.634882  ]
 [ 0.63152756  0.06663872  0.77248445]]"
1054,1054,../shapes\HumanHead\m358.obj,1173,[0.33222507 0.46014473 0.52266837],[0.33222523 0.46014455 0.5226688 ],[1. 1. 1.],0.30309543,1.3736981408029851,[0.025    0.639618 0.025    0.975    0.025    0.803968],[0. 0. 0.],2260,HumanHead,Triangle,[0.02532156 0.04650315 0.03136485],"[[-9.99964097e-01  4.89414331e-03 -6.91749255e-03]
 [ 4.31746062e-04  8.44710471e-01  5.35223350e-01]
 [-8.46273817e-03 -5.35201148e-01  8.44682256e-01]]"
1055,1055,../shapes\HumanHead\m359.obj,314,[0.43663641 0.42746916 0.78352762],[0.43663603 0.42746937 0.7835279 ],[1. 1. 1.],0.24428959,1.5662200981465273,[0.025    0.848333 0.025    0.959167 0.025    0.975   ],[0. 0. 0.],615,HumanHead,Triangle,[0.03487649 0.03432616 0.01215412],"[[ 0.98933365 -0.14565407  0.0019569 ]
 [-0.09368161 -0.62591625  0.77424325]
 [ 0.11154683  0.76616822  0.63288511]]"
1056,1056,../shapes\HumanHead\m360.obj,270,[0.3853946  0.43606269 0.60050355],[0.3853944  0.43606284 0.6005034 ],[1. 1. 1.],0.34720233,1.4700687287304337,[0.025    0.745789 0.025    0.975    0.025    0.884689],[0. 0. 0.],536,HumanHead,Triangle,[0.02965703 0.06336092 0.04231462],"[[ 1.00000000e+00 -1.42422975e-08 -9.97670884e-09]
 [ 1.01399931e-10 -5.68950571e-01  8.22371721e-01]
 [ 1.73887169e-08  8.22371721e-01  5.68950571e-01]]"
1057,1057,../shapes\HumanHead\m361.obj,295,[0.35054097 0.53765586 0.60699902],[0.35054106 0.5376557  0.606999  ],[1. 1. 1.],0.18101135,1.355799933576199,[0.025    0.675685 0.025    0.975    0.025    0.740753],[0. 0. 0.],557,HumanHead,Triangle,[0.01650688 0.02413576 0.0100778 ],"[[ 9.99992250e-01  3.93589793e-03 -9.45271331e-05]
 [ 3.29138748e-03 -8.22585042e-01  5.68632584e-01]
 [-2.16032320e-03  5.68628488e-01  8.22591621e-01]]"
1058,1058,../shapes\HumanHead\m362.obj,186,[0.37510007 0.54837013 0.3911463 ],[0.37510026 0.54837066 0.3911464 ],[1. 1. 1.],0.3825849,1.398505985942276,[0.025    0.724783 0.025    0.975    0.025    0.775748],[0. 0. 0.],360,HumanHead,Triangle,[0.0325401  0.03840593 0.08207113],"[[-9.99878201e-01 -1.55972203e-02  5.55784509e-04]
 [-2.30330198e-03  1.12247618e-01 -9.93677597e-01]
 [-1.54362229e-02  9.93557849e-01  1.12269871e-01]]"
1059,1059,../shapes\HumanHead\m363.obj,1884,[0.35031177 0.46685188 0.61405028],[0.3503113  0.46685168 0.6140496 ],[1. 1. 1.],0.287508,1.4605023465673386,[0.025    0.713112 0.025    0.975    0.025    0.895097],[0. 0. 0.],3604,HumanHead,Triangle,[0.05287181 0.02389498 0.02570509],"[[ 0.05443469  0.9593769   0.27682637]
 [ 0.64958844 -0.24457549  0.71987339]
 [-0.75833484 -0.14063712  0.63651353]]"
1060,1060,../shapes\HumanHead\m364.obj,263,[0.34745301 0.5587758  0.5760431 ],[0.34745306 0.55877596 0.576043  ],[1. 1. 1.],0.3537327,1.4517170317556811,[0.025    0.671742 0.025    0.975    0.025    0.911965],[0. 0. 0.],465,HumanHead,Triangle,[0.0759755  0.02646358 0.03510709],"[[ 0.00981275  0.99924152 -0.03768421]
 [ 0.7180989  -0.03326777 -0.69514547]
 [ 0.69587189  0.0202397   0.71788068]]"
1061,1061,../shapes\HumanHead\m365.obj,17666,[0.41344886 0.54079057 0.35450958],[0.413449   0.5407905  0.35450837],[1. 1. 1.],0.3780106,1.405827735600132,[0.025    0.823412 0.025    0.975    0.025    0.685598],[0. 0. 0.],35328,HumanHead,Triangle,[0.06833168 0.04283717 0.03404333],"[[ 0.27937588 -0.95307324 -0.11662122]
 [-0.95937503 -0.27209661 -0.07458547]
 [-0.03935318 -0.13272087  0.9903719 ]]"
1062,1062,../shapes\HumanHead\m366.obj,3009,[0.23910455 0.62805434 0.22363467],[0.23910503 0.6280553  0.22363484],[1. 1. 1.],0.24514385,0.948022394692139,[0.025    0.465963 0.26627  0.975    0.025    0.474444],[0. 0. 0.],5951,HumanHead,Triangle,[0.0095392  0.01265006 0.04194053],"[[-0.9809188   0.19433961  0.00551551]
 [ 0.01391656  0.04188998  0.9990253 ]
 [-0.19391914 -0.98003946  0.04379521]]"
1063,1063,../shapes\HumanHead\m367.obj,977,[0.31249238 0.52216679 0.39584567],[0.31249258 0.5221665  0.3958454 ],[1. 1. 1.],0.2984167,1.266560942754318,[0.025    0.603323 0.025    0.975    0.025    0.630986],[0. 0. 0.],1852,HumanHead,Triangle,[0.05347625 0.02466775 0.01918585],"[[-2.88478171e-02 -9.99583393e-01 -9.18133887e-04]
 [-9.48212559e-01  2.70745705e-02  3.16480507e-01]
 [ 3.16323801e-01 -1.00003579e-02  9.48598569e-01]]"
1064,1064,../shapes\HumanHead\m368.obj,2991,[0.36840985 0.50567655 0.62128001],[0.36840975 0.50567824 0.62128097],[1. 1. 1.],0.34019828,1.4708257638947275,[0.025    0.710689 0.025    0.975    0.025    0.91419 ],[0. 0. 0.],5728,HumanHead,Triangle,[0.07348849 0.03176862 0.0308285 ],"[[ 0.00538109 -0.99506716  0.09905748]
 [-0.77861074  0.05798957  0.62482199]
 [ 0.62748415  0.08048944  0.77445794]]"
1065,1065,../shapes\HumanHead\m369.obj,9843,[0.42034898 0.64728811 0.37005417],[0.42034924 0.64728886 0.37005427],[1. 1. 1.],0.24450156,1.45309246635983,[0.025    0.975    0.025    0.881148 0.025    0.714919],[0. 0. 0.],19492,HumanHead,Triangle,[0.02953531 0.0229645  0.02198455],"[[ 6.40642388e-01 -7.67803881e-01  7.38450778e-03]
 [-7.67822019e-01 -6.40662959e-01 -5.65341923e-04]
 [-5.16505233e-03  5.30780568e-03  9.99972574e-01]]"
1066,1066,../shapes\HumanHead\m370.obj,5641,[0.27137068 0.54495296 0.45985475],[0.27136967 0.54495245 0.4598545 ],[1. 1. 1.],0.21657556,1.2375268885325992,[0.025    0.517741 0.025    0.975    0.025    0.646433],[0. 0. 0.],10543,HumanHead,Triangle,[0.01614866 0.01941548 0.02026396],"[[ 9.99999761e-01 -6.79775227e-04  1.26143452e-04]
 [-2.70400985e-04 -2.16619560e-01  9.76256059e-01]
 [ 6.36309545e-04  9.76255860e-01  2.16619692e-01]]"
1067,1067,../shapes\Humanoid\m118.obj,472,[0.15432486 0.52643169 0.09541455],[0.15432496 0.5264315  0.09541447],[1. 1. 1.],0.257246,0.9996036711085452,[0.025    0.283933 0.025    0.975    0.025    0.197224],[0. 0. 0.],888,Humanoid,Triangle,[0.00610522 0.00123204 0.07877206],"[[ 9.60608808e-01  2.77858204e-01  5.05335972e-03]
 [-4.80377106e-03 -1.57904395e-03  9.99987215e-01]
 [-2.77862632e-01  9.60620802e-01  1.82076328e-04]]"
1068,1068,../shapes\Humanoid\m119.obj,450,[0.15568712 0.55970178 0.11751837],[0.15568714 0.5597016  0.11751838],[1. 1. 1.],0.25220188,1.00094784933948,[0.025    0.275279 0.025    0.975    0.025    0.216721],[0. 0. 0.],837,Humanoid,Triangle,[0.08032679 0.00304267 0.00263689],"[[ 0.00787385 -0.98610583 -0.16593158]
 [-0.99975116 -0.01122645  0.01927647]
 [ 0.02087146 -0.16573851  0.98594885]]"
1069,1069,../shapes\Humanoid\m120.obj,467,[0.14632851 0.5459627  0.1334362 ],[0.14632843 0.54596275 0.13343622],[1. 1. 1.],0.24168634,1.0014286696932184,[0.025    0.272396 0.025    0.975    0.025    0.222875],[0. 0. 0.],870,Humanoid,Triangle,[0.0719597  0.00477282 0.00155941],"[[ 0.00722274 -0.99944782 -0.0324329 ]
 [-0.99988715 -0.00679106 -0.01340049]
 [-0.01317283 -0.03252603  0.99938408]]"
1070,1070,../shapes\Humanoid\m121.obj,471,[0.18978516 0.53588337 0.11630912],[0.18978512 0.5358836  0.11630903],[1. 1. 1.],0.25578335,1.0098259299021064,[0.025    0.316116 0.025    0.975    0.025    0.205277],[0. 0. 0.],882,Humanoid,Triangle,[0.0800013  0.00539815 0.00090004],"[[-0.0228804   0.95396008 -0.2990596 ]
 [ 0.99945102  0.02899601  0.01602757]
 [-0.0239612   0.29852871  0.95409982]]"
1071,1071,../shapes\Humanoid\m122.obj,443,[0.15058822 0.54865681 0.1132956 ],[0.15058824 0.54865664 0.11329556],[1. 1. 1.],0.26281238,1.0155414418097453,[0.025    0.281675 0.025    0.975    0.025    0.275883],[0. 0. 0.],830,Humanoid,Triangle,[0.00581904 0.0027641  0.07870418],"[[ 8.03381408e-01  5.95333813e-01 -1.24885892e-02]
 [-1.62254711e-02  9.20999082e-04 -9.99867934e-01]
 [ 5.95243688e-01 -8.03477942e-01 -1.03994851e-02]]"
1072,1072,../shapes\Humanoid\m123.obj,474,[0.14941479 0.53833689 0.13643841],[0.14941485 0.5383372  0.13643846],[1. 1. 1.],0.25920087,1.0157367271525386,[0.025    0.273174 0.025    0.975    0.025    0.285059],[0. 0. 0.],890,Humanoid,Triangle,[0.00612641 0.00187746 0.07853545],"[[ 0.82410433  0.56639513 -0.00697187]
 [-0.02688898  0.02682313 -0.99927849]
 [ 0.56579946 -0.8236972  -0.03733485]]"
1073,1073,../shapes\Humanoid\m124.obj,473,[0.16609877 0.52968861 0.10624511],[0.16609879 0.52968836 0.10624512],[1. 1. 1.],0.25158614,1.010653616284927,[0.025    0.299149 0.025    0.975    0.025    0.234196],[0. 0. 0.],862,Humanoid,Triangle,[0.07407129 0.00588895 0.00192476],"[[-2.00840510e-02  9.35267117e-01  3.53372397e-01]
 [ 9.99775767e-01  2.11599802e-02  8.18722352e-04]
 [ 6.71162883e-03 -3.53309603e-01  9.35482377e-01]]"
1074,1074,../shapes\Humanoid\m125.obj,1250,[0.16820893 0.12228384 0.47155834],[0.16820903 0.12228385 0.47155875],[1. 1. 1.],0.24619329,1.0398799022582017,[0.025    0.353075 0.025    0.291865 0.025    0.975   ],[0. 0. 0.],2500,Humanoid,Triangle,[0.06910417 0.00547866 0.00241777],"[[ 0.09526893 -0.97741554  0.18863376]
 [ 0.05932412  0.19473356  0.97906051]
 [ 0.99368228  0.08208352 -0.07653638]]"
1075,1075,../shapes\Humanoid\m126.obj,577,[0.14248337 0.6372773  0.11079823],[0.14248334 0.63727766 0.11079823],[1. 1. 1.],0.25401863,0.9898005349015518,[0.025    0.258991 0.025    0.975    0.025    0.174844],[0. 0. 0.],1018,Humanoid,Triangle,[0.08118337 0.00268185 0.00103767],"[[ 6.45334270e-04 -9.99825110e-01 -1.86904332e-02]
 [-9.99647048e-01 -1.48600334e-04 -2.65661126e-02]
 [-2.65586890e-02 -1.87009804e-02  9.99472315e-01]]"
1076,1076,../shapes\Humanoid\m128.obj,458,[0.15597271 0.54627068 0.13744236],[0.1559727 0.5462708 0.1374424],[1. 1. 1.],0.25978205,1.0087231484095067,[0.025    0.284853 0.025    0.975    0.025    0.242942],[0. 0. 0.],853,Humanoid,Triangle,[0.00606529 0.00158181 0.07762281],"[[ 0.93604252 -0.35181548  0.0070906 ]
 [ 0.01453179  0.01851465 -0.99972298]
 [-0.35158674 -0.93588625 -0.02244301]]"
1077,1077,../shapes\Humanoid\m129.obj,1871,[0.14860944 0.59794693 0.09204157],[0.14860941 0.59794986 0.09204146],[1. 1. 1.],0.2236871,0.993837947975667,[0.025    0.272453 0.02962  0.975    0.025    0.205935],[0. 0. 0.],8364,Humanoid,Triangle,[0.00570055 0.05198305 0.00073503],"[[ 9.99999659e-01  7.36413081e-04 -3.72497201e-04]
 [ 7.30428393e-04 -9.99874602e-01 -1.58191594e-02]
 [ 3.84099927e-04 -1.58188819e-02  9.99874800e-01]]"
1078,1078,../shapes\Humanoid\m130.obj,1025,[0.15849054 0.54727296 0.11256583],[0.15849063 0.54727244 0.11256585],[1. 1. 1.],0.21365759,0.9986855603010284,[0.025    0.292015 0.025    0.975    0.025    0.178544],[0. 0. 0.],1864,Humanoid,Triangle,[0.04956623 0.00809192 0.00082116],"[[ 0.00112218  0.9999978  -0.00177083]
 [ 0.99953715 -0.00117549 -0.03039921]
 [ 0.03040123  0.0017359   0.99953627]]"
1079,1079,../shapes\Humanoid\m131.obj,2012,[0.1720586  0.12695183 0.45188356],[0.1720588  0.12695177 0.45188347],[1. 1. 1.],0.23376003,1.010458385636222,[0.025    0.322927 0.025    0.197527 0.025    0.975   ],[0. 0. 0.],3012,Humanoid,Triangle,[0.06330648 0.00751776 0.00109199],"[[ 0.00427451 -0.99998261 -0.00406303]
 [-0.05589086  0.00381781 -0.99842958]
 [-0.99842773 -0.00449488  0.05587357]]"
1080,1080,../shapes\Humanoid\m132.obj,2537,[0.09544357 0.18049584 0.45576188],[0.09544348 0.18049541 0.45576218],[1. 1. 1.],0.21916616,1.00470662481804,[0.025    0.196376 0.025    0.303506 0.025    0.975   ],[0. 0. 0.],4049,Humanoid,Triangle,[0.05320427 0.00136532 0.00829068],"[[ 0.01681707 -0.99946073 -0.02820344]
 [-0.01518189 -0.02845943  0.99947965]
 [ 0.99974332  0.01638013  0.0156523 ]]"
1081,1081,../shapes\Humanoid\m133.obj,2344,[0.17960548 0.59417735 0.11716903],[0.17960541 0.59417766 0.11716888],[1. 1. 1.],0.21822032,1.0172133234420946,[0.025    0.334878 0.025    0.975    0.025    0.215259],[0. 0. 0.],4253,Humanoid,Triangle,[0.05285204 0.00604316 0.00123835],"[[ 0.00302983 -0.99998976  0.00336039]
 [-0.99999485 -0.00302626  0.00106411]
 [ 0.00105393  0.00336359  0.99999379]]"
1082,1082,../shapes\Humanoid\m134.obj,1962,[0.12508011 0.78105248 0.13826495],[0.12508006 0.7810526  0.1382651 ],[1. 1. 1.],0.165687,0.9865685467127268,[0.025    0.237936 0.025    0.975    0.025    0.184611],[0. 0. 0.],3615,Humanoid,Triangle,[0.04317005 0.00176471 0.00067218],"[[ 0.00436103 -0.99981535  0.01871464]
 [-0.99739118 -0.00569743 -0.07196086]
 [-0.0720542   0.018352    0.99723187]]"
1083,1083,../shapes\Humanoid\m135.obj,498,[0.16125115 0.56436647 0.11229249],[0.16125114 0.5643666  0.11229251],[1. 1. 1.],0.2524912,1.0177591816374327,[0.025    0.296721 0.025    0.975    0.025    0.268929],[0. 0. 0.],919,Humanoid,Triangle,[0.00603609 0.00254075 0.07375604],"[[ 0.87627901  0.48144344 -0.0186363 ]
 [-0.01202837 -0.01680801 -0.99978638]
 [ 0.48165384 -0.87631598  0.00893753]]"
1084,1084,../shapes\Humanoid\m136.obj,469,[0.15827547 0.56858852 0.10454023],[0.15827547 0.5685885  0.10454024],[1. 1. 1.],0.25248215,1.0029484557111743,[0.025    0.290972 0.025    0.975    0.025    0.205733],[0. 0. 0.],869,Humanoid,Triangle,[0.0051794  0.00150183 0.07794644],"[[ 9.85124133e-01  1.71791114e-01 -4.27267733e-03]
 [ 2.61264086e-04 -2.63609092e-02 -9.99652457e-01]
 [ 1.71844041e-01 -9.84780643e-01  2.60136506e-02]]"
1085,1085,../shapes\Humanoid\m137.obj,1636,[0.21729472 0.57071029 0.09899937],[0.21729487 0.5707108  0.09899936],[1. 1. 1.],0.25635695,1.045865318743306,[0.025    0.410334 0.025    0.975    0.025    0.232007],[0. 0. 0.],3254,Humanoid,Triangle,[0.06997829 0.0093779  0.00152511],"[[ 6.77967698e-04  9.99997502e-01  2.12970927e-03]
 [ 9.99712757e-01 -7.28793343e-04  2.39556485e-02]
 [-2.39571407e-02 -2.11285637e-03  9.99710754e-01]]"
1086,1086,../shapes\Humanoid\m138.obj,7401,[0.20011073 0.12345831 0.46591262],[0.20011072 0.12345833 0.46591127],[1. 1. 1.],0.27261582,1.0398520664805533,[0.025    0.380387 0.025    0.254112 0.025    0.975   ],[0. 0. 0.],14776,Humanoid,Triangle,[0.00731151 0.00217555 0.0820385 ],"[[ 0.99383958  0.1107141  -0.00502783]
 [ 0.11075774 -0.99380258  0.00944227]
 [ 0.00395128  0.00994097  0.99994278]]"
1087,1087,../shapes\Humanoid\m139.obj,12180,[0.27796524 0.59695172 0.12839866],[0.27796555 0.5969519  0.12839897],[1. 1. 1.],0.23052123,1.0954278882327102,[0.025    0.523247 0.025    0.975    0.025    0.246838],[0. 0. 0.],24200,Humanoid,Triangle,[0.01495379 0.04429985 0.00248029],"[[-0.9999697  -0.00613036 -0.00479758]
 [-0.0063194   0.99916219  0.04043501]
 [-0.00454568 -0.0404641   0.99917065]]"
1088,1088,../shapes\Humanoid\m140.obj,9061,[0.21630932 0.13038928 0.44005286],[0.21630944 0.13038924 0.44005474],[1. 1. 1.],0.25996342,1.0390988013978515,[0.025    0.39729  0.025    0.221536 0.025    0.975   ],[0. 0. 0.],18110,Humanoid,Triangle,[0.00868076 0.00173168 0.07365031],"[[ 9.97541943e-01  7.00445788e-02 -1.95683268e-03]
 [ 7.00695027e-02 -9.96887311e-01  3.61379881e-02]
 [-5.80528484e-04  3.61862731e-02  9.99344894e-01]]"
1089,1089,../shapes\Humanoid\m141.obj,2012,[0.20393558 0.44991898 0.17686246],[0.20393535 0.44991904 0.17686239],[1. 1. 1.],0.23547128,1.0403611706223592,[0.025    0.325015 0.025    0.975    0.025    0.324737],[0. 0. 0.],3012,Humanoid,Triangle,[0.06301471 0.00225151 0.00773752],"[[ 0.05746828  0.98636622  0.15420467]
 [ 0.9983328  -0.05594432 -0.01420759]
 [ 0.00538701 -0.15476407  0.98793677]]"
1090,1090,../shapes\Humanoid\m143.obj,5647,[0.20559335 0.59509338 0.11192975],[0.20559317 0.59509385 0.11192973],[1. 1. 1.],0.22609548,1.0377168452052044,[0.025    0.408698 0.025    0.975    0.025    0.189718],[0. 0. 0.],10737,Humanoid,Triangle,[0.05380589 0.0109903  0.00093399],"[[ 0.01610587  0.99977619 -0.01371767]
 [ 0.999195   -0.01659762 -0.03652229]
 [ 0.0367418   0.01311841  0.99923868]]"
1091,1091,../shapes\Humanoid\m144.obj,676,[0.18091138 0.53195019 0.10856451],[0.18091147 0.5319501  0.10856451],[1. 1. 1.],0.24518098,1.01448090974022,[0.025    0.332412 0.025    0.975    0.025    0.204358],[0. 0. 0.],1302,Humanoid,Triangle,[0.06692293 0.00799192 0.00175856],"[[ 0.00642799 -0.99932857 -0.03607075]
 [-0.99978643 -0.00571406 -0.01986081]
 [-0.01964137 -0.03619071  0.99915186]]"
1092,1092,../shapes\Humanoid\m145.obj,12758,[0.17693731 0.51926258 0.25858986],[0.17693724 0.51926416 0.2585897 ],[1. 1. 1.],0.2812631,1.120276679055562,[0.025    0.375543 0.025    0.975    0.025    0.504207],[0. 0. 0.],25506,Humanoid,Triangle,[0.00134929 0.0148371  0.0801217 ],"[[-0.80598738  0.59183829 -0.01057283]
 [ 0.01885926  0.00782258 -0.99979155]
 [ 0.59163221  0.80601876  0.01746653]]"
1093,1093,../shapes\Humanoid\m146.obj,2244,[0.22470814 0.45173013 0.21389969],[0.22470821 0.45173022 0.21389985],[1. 1. 1.],0.23928888,1.0737494610885912,[0.025    0.357379 0.025    0.975    0.025    0.399115],[0. 0. 0.],3460,Humanoid,Triangle,[0.05801519 0.0027067  0.01115717],"[[ 0.07193924  0.99276451  0.09614247]
 [ 0.99731599 -0.07028111 -0.02052755]
 [ 0.01362202 -0.09736116  0.99515589]]"
1094,1094,../shapes\Humanoid\m147.obj,4677,[0.19126331 0.51968499 0.11672863],[0.19126351 0.5196841  0.1167285 ],[1. 1. 1.],0.24957049,1.027719175298034,[0.025    0.355968 0.025    0.975    0.025    0.235159],[0. 0. 0.],8559,Humanoid,Triangle,[0.00726725 0.00167637 0.06590037],"[[ 0.99063469  0.13637863 -0.00661611]
 [-0.0089585   0.01656904 -0.99982259]
 [ 0.13624481 -0.99051822 -0.01763561]]"
1095,1095,../shapes\Humanoid\m148.obj,3964,[0.27791487 0.56335637 0.13845773],[0.27791512 0.56335753 0.13845783],[1. 1. 1.],0.26785257,1.0965920456034035,[0.025    0.537379 0.025    0.975    0.025    0.218602],[0. 0. 0.],7707,Humanoid,Triangle,[0.00101164 0.02792475 0.05091904],"[[-0.05474485 -0.99750857  0.04449335]
 [ 0.06713174 -0.04813633 -0.99658227]
 [-0.9962411   0.05157083 -0.0695997 ]]"
1096,1096,../shapes\Humanoid\m149.obj,17342,[0.13350308 0.4326125  0.1717296 ],[0.13350324 0.43261167 0.17172973],[1. 1. 1.],0.28841886,1.0094478453597413,[0.025    0.199225 0.025    0.975    0.025    0.31848 ],[0. 0. 0.],34666,Humanoid,Triangle,[0.09379905 0.00155735 0.00697376],"[[-3.61693682e-02  9.99345673e-01 -4.77459588e-05]
 [ 9.99345673e-01  3.61693707e-02  5.23034070e-05]
 [-5.39961248e-05  4.58229361e-05  9.99999997e-01]]"
1097,1097,../shapes\Humanoid\m150.obj,2001,[0.1392615  0.42265345 0.2054802 ],[0.13926141 0.42265406 0.20548011],[1. 1. 1.],0.24575113,1.0376794854202884,[0.025    0.237902 0.025    0.975    0.025    0.384098],[0. 0. 0.],3012,Humanoid,Triangle,[0.06291182 0.0015947  0.01097984],"[[ 0.05443507  0.99851514  0.00208061]
 [ 0.99847272 -0.05441283 -0.00956431]
 [ 0.0094369  -0.00259807  0.9999521 ]]"
1098,1098,../shapes\Humanoid\m151.obj,2996,[0.16163479 0.60087985 0.1090868 ],[0.16163486 0.60087955 0.10908694],[1. 1. 1.],0.23721065,1.011576027858878,[0.025    0.298278 0.025    0.975    0.025    0.239721],[0. 0. 0.],5954,Humanoid,Triangle,[0.00503031 0.00157811 0.06357136],"[[-9.99999647e-01 -8.38855375e-04 -3.83028857e-05]
 [ 2.50512986e-05  1.57915420e-02 -9.99875306e-01]
 [-8.39355636e-04  9.99874954e-01  1.57915154e-02]]"
1099,1099,../shapes\Humanoid\m152.obj,10694,[0.19958772 0.60379444 0.12929224],[0.19958757 0.6037971  0.12929218],[1. 1. 1.],0.24118571,1.0371470054706948,[0.025    0.375511 0.025    0.975    0.025    0.249312],[0. 0. 0.],20512,Humanoid,Triangle,[0.06168549 0.00845512 0.00120352],"[[ 0.02490026  0.99968477 -0.00321654]
 [ 0.99959449 -0.02485329  0.01389839]
 [-0.01381407  0.00356131  0.99989824]]"
1100,1100,../shapes\Humanoid\m153.obj,10333,[0.17552102 0.68151315 0.12697521],[0.17552084 0.6815193  0.12697561],[1. 1. 1.],0.22054568,1.0160571699246674,[0.025    0.326118 0.025    0.975    0.025    0.22299 ],[0. 0. 0.],18860,Humanoid,Triangle,[0.05562061 0.00555483 0.00162872],"[[ 0.00163331  0.99999587  0.00236487]
 [ 0.99800614 -0.00148084 -0.06309959]
 [ 0.06309582 -0.00246321  0.99800443]]"
1101,1101,../shapes\Humanoid\m154.obj,445,[0.17001237 0.49866665 0.11482702],[0.1700123  0.49866664 0.11482707],[1. 1. 1.],0.23683254,1.0166392092712486,[0.025    0.316961 0.025    0.975    0.025    0.239042],[0. 0. 0.],730,Humanoid,Triangle,[0.0639348  0.00559806 0.00143117],"[[ 0.00476445 -0.99989117 -0.01396266]
 [-0.99949077 -0.00520217  0.03148232]
 [ 0.03155153 -0.01380555  0.99940678]]"
1102,1102,../shapes\Humanoid\m155.obj,1290,[0.271347   0.57289779 0.12807612],[0.27134734 0.57289785 0.12807612],[1. 1. 1.],0.27639478,1.081647773350776,[0.025    0.511014 0.025    0.975    0.025    0.201783],[0. 0. 0.],2576,Humanoid,Triangle,[0.01617825 0.07200499 0.00144075],"[[ 9.99646817e-01 -2.65734726e-02 -3.03443493e-04]
 [-2.65575100e-02 -9.98499467e-01 -4.78906295e-02]
 [-9.69632166e-04 -4.78817741e-02  9.98852539e-01]]"
1103,1103,../shapes\Humanoid\m156.obj,16776,[0.22744248 0.55707257 0.11607633],[0.22744207 0.55707175 0.11607648],[1. 1. 1.],0.27934358,1.0416445707499666,[0.025    0.409514 0.025    0.975    0.025    0.211205],[0. 0. 0.],33324,Humanoid,Triangle,[0.08619625 0.00889004 0.00159831],"[[ 0.00730341  0.99941966 -0.03327169]
 [ 0.99908824 -0.00589331  0.04228419]
 [-0.04206357  0.03355017  0.99855147]]"
1104,1104,../shapes\Humanoid\m157.obj,747,[0.51471559 0.41101424 0.10095582],[0.5147159  0.41101423 0.10095587],[1. 1. 1.],0.17056094,0.7268475673934403,[0.395717 0.656239 0.036707 0.69296  0.025    0.197533],[0. 0. 0.],1430,Humanoid,Triangle,[0.03199366 0.0038612  0.00075415],"[[ 0.01950698 -0.99940827  0.02832988]
 [-0.99908255 -0.02056546 -0.0375649 ]
 [-0.03812529  0.02757111  0.99889253]]"
1105,1105,../shapes\Humanoid\m158.obj,521,[0.19653038 0.72192554 0.15243647],[0.19653052 0.7219267  0.1524363 ],[1. 1. 1.],0.23207131,1.032013391763598,[0.025    0.366645 0.025    0.975    0.025    0.23908 ],[0. 0. 0.],935,Humanoid,Triangle,[0.06509062 0.00495416 0.00273159],"[[ 0.00699628  0.99972337 -0.02245535]
 [ 0.99875443 -0.00809539 -0.04923462]
 [ 0.04940278  0.02208292  0.99853478]]"
1106,1106,../shapes\Humanoid\m159.obj,533,[0.16993246 0.58561749 0.10485219],[0.16993241 0.5856176  0.10485223],[1. 1. 1.],0.26833722,1.0117301167707144,[0.025    0.317127 0.025    0.975    0.025    0.214102],[0. 0. 0.],998,Humanoid,Triangle,[0.08488557 0.00516795 0.00119938],"[[ 1.24753024e-02  9.99921458e-01  1.20179138e-03]
 [ 9.98897100e-01 -1.25169122e-02  4.52538393e-02]
 [-4.52653277e-02 -6.35910588e-04  9.98974797e-01]]"
