,Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type
1031,../shapes\HumanHead\D00653.obj,2885,[-2.2279213   4.38682399  0.20716898],[-2.2279203  4.386823   0.2071689],[1. 1. 1.],0.80563396,3.912489436978169,[-3.140091 -1.519674  3.699896  5.596388 -1.581232  1.432925],[0. 0. 0.],17058,HumanHead,Triangle
1032,../shapes\HumanHead\D00690.obj,5253,[ 9.61361858 11.43433333  2.87130244],[ 9.613615 11.434361  2.871313],[1. 1. 1.],1.6217839,9.346072011093185,[ 6.21476 13.0131   9.93734 14.1784   0.       4.81093],[0. 0. 0.],28086,HumanHead,Triangle
1033,../shapes\HumanHead\D00758.obj,959,[25.58270893  0.23675424  2.85058348],[25.5827      0.23675424  2.8505836 ],[1. 1. 1.],0.25456515,1.181684410290493,"[2.5285278e+01 2.5875212e+01 6.5410002e-03 6.6712499e-01 2.4747629e+00
 3.2570579e+00]",[0. 0. 0.],5589,HumanHead,Triangle
1034,../shapes\HumanHead\D00910.obj,3258,[0.00300002 0.81019734 1.65221399],[0.00299993 0.8101976  1.6522115 ],[1. 1. 1.],0.97121525,4.594819372349013,[-0.936392  0.936392 -0.78467   2.21729   0.        2.93143 ],[0. 0. 0.],8028,HumanHead,Triangle
1035,../shapes\HumanHead\D00984.obj,2319,[ 2.8111472 -0.1668961  2.2096656],[ 2.8111403  -0.16689666  2.2096634 ],[1. 1. 1.],2.1965954,9.324500434022353,[ 0.702217  5.71839  -2.2411    1.9349   -1.39246   5.26677 ],[0. 0. 0.],13848,HumanHead,Triangle
1036,../shapes\HumanHead\m340.obj,1426,[0.45744122 0.49999939 0.51273148],[0.4574415 0.4999994 0.5127314],[1. 1. 1.],0.4389705,1.587180707606365,[0.025    0.899009 0.025    0.975    0.025    0.948445],[0. 0. 0.],2790,HumanHead,Triangle
1037,../shapes\HumanHead\m341.obj,1884,[0.33757052 0.46556453 0.5768295 ],[0.33757028 0.4655648  0.5768294 ],[1. 1. 1.],0.2736663,1.4012011417819752,[0.025    0.677855 0.025    0.975    0.025    0.821646],[0. 0. 0.],3604,HumanHead,Triangle
1038,../shapes\HumanHead\m342.obj,1543,[0.36140851 0.4570409  0.52574267],[0.36140883 0.45704117 0.5257421 ],[1. 1. 1.],0.29308572,1.4120174632915938,[0.035556 0.703645 0.025    0.975    0.025    0.828088],[0. 0. 0.],2688,HumanHead,Triangle
1039,../shapes\HumanHead\m343.obj,1984,[0.35877338 0.43921059 0.59318516],[0.3587733  0.4392107  0.59318554],[1. 1. 1.],0.26662698,1.412994910436166,[0.025    0.691565 0.025    0.975    0.025    0.831068],[0. 0. 0.],3747,HumanHead,Triangle
1040,../shapes\HumanHead\m344.obj,1996,[0.29440359 0.35920159 0.60211576],[0.29440403 0.35920146 0.60211587],[1. 1. 1.],0.30844912,1.3196759454643487,[0.025    0.565271 0.025    0.764697 0.025    0.975   ],[0. 0. 0.],3564,HumanHead,Triangle
1041,../shapes\HumanHead\m345.obj,2687,[0.53282121 0.45395999 0.66476856],[0.5328208  0.45395976 0.66476786],[1. 1. 1.],0.30191803,1.5932073917767882,[0.025    0.956833 0.025    0.975    0.025    0.901069],[0. 0. 0.],4801,HumanHead,Triangle
1042,../shapes\HumanHead\m346.obj,484,[0.31271363 0.55128971 0.51563921],[0.31271356 0.5512896  0.5156393 ],[1. 1. 1.],0.26828513,1.3316520726080998,[0.025    0.600914 0.025    0.975    0.025    0.759248],[0. 0. 0.],919,HumanHead,Triangle
1043,../shapes\HumanHead\m347.obj,906,[0.30246918 0.53975269 0.55279184],[0.30246913 0.53975284 0.5527921 ],[1. 1. 1.],0.2435969,1.3227831414426492,[0.025    0.577333 0.025    0.975    0.025    0.761331],[0. 0. 0.],2070,HumanHead,Triangle
1044,../shapes\HumanHead\m348.obj,9166,[0.31164516 0.52036491 0.4831394 ],[0.3116472  0.52036476 0.48314077],[1. 1. 1.],0.2850496,1.3247497331554896,[0.025    0.601714 0.025    0.975    0.025    0.746015],[0. 0. 0.],18008,HumanHead,Triangle
1045,../shapes\HumanHead\m349.obj,26749,[0.37822577 0.50423035 0.51871212],[0.37822744 0.50423187 0.5187125 ],[1. 1. 1.],0.29261455,1.4063006865396568,[0.025    0.716152 0.025    0.975    0.025    0.797975],[0. 0. 0.],51801,HumanHead,Triangle
1046,../shapes\HumanHead\m350.obj,2034,[0.50059312 0.47870293 0.71313274],[0.5005933 0.4787025 0.7131328],[1. 1. 1.],0.23782298,1.6130791698145797,[0.025    0.975    0.025    0.942992 0.025    0.950643],[0. 0. 0.],3946,HumanHead,Triangle
1047,../shapes\HumanHead\m351.obj,882,[0.37931751 0.52714845 0.64939631],[0.37931746 0.52714825 0.6493964 ],[1. 1. 1.],0.25981203,1.4411842627301596,[0.025    0.736533 0.025    0.975    0.025    0.842455],[0. 0. 0.],1646,HumanHead,Triangle
1048,../shapes\HumanHead\m352.obj,664,[0.38632863 0.4111486  0.68910873],[0.3863284  0.41114858 0.68910897],[1. 1. 1.],0.27027282,1.5044640428588816,[0.025    0.747311 0.025    0.975    0.025    0.941067],[0. 0. 0.],1197,HumanHead,Triangle
1049,../shapes\HumanHead\m353.obj,7896,[0.37351108 0.44349616 0.58255342],[0.37351218 0.44349623 0.5825531 ],[1. 1. 1.],0.29098403,1.4301189302604282,[0.025    0.699801 0.025    0.975    0.025    0.854086],[0. 0. 0.],15788,HumanHead,Triangle
1050,../shapes\HumanHead\m354.obj,216,[0.28671965 0.50690566 0.4929355 ],[0.2867198  0.50690573 0.49293563],[1. 1. 1.],0.28079584,1.2802742213653426,[0.025    0.548439 0.025    0.975    0.025    0.705157],[0. 0. 0.],426,HumanHead,Triangle
1051,../shapes\HumanHead\m355.obj,17358,[0.29880154 0.55930897 0.36882323],[0.29880196 0.55930793 0.36882237],[1. 1. 1.],0.35808912,1.337940985217672,[0.025    0.583424 0.025    0.975    0.025    0.783781],[0. 0. 0.],34712,HumanHead,Triangle
1052,../shapes\HumanHead\m356.obj,692,[0.38420577 0.41612879 0.63075013],[0.3842054  0.41612908 0.63075   ],[1. 1. 1.],0.32903683,1.4901013125291604,[0.025    0.743412 0.025    0.975    0.025    0.920425],[0. 0. 0.],1380,HumanHead,Triangle
1053,../shapes\HumanHead\m357.obj,193,[0.3961574  0.4647069  0.57475971],[0.39615738 0.46470687 0.57476   ],[1. 1. 1.],0.39304143,1.5083614181722094,[0.025    0.763762 0.025    0.975    0.025    0.934332],[0. 0. 0.],384,HumanHead,Triangle
1054,../shapes\HumanHead\m358.obj,1173,[0.33222507 0.46014473 0.52266837],[0.33222523 0.46014455 0.5226688 ],[1. 1. 1.],0.30309543,1.3736981408029851,[0.025    0.639618 0.025    0.975    0.025    0.803968],[0. 0. 0.],2260,HumanHead,Triangle
1055,../shapes\HumanHead\m359.obj,314,[0.43663641 0.42746916 0.78352762],[0.43663603 0.42746937 0.7835279 ],[1. 1. 1.],0.24428959,1.5662200981465273,[0.025    0.848333 0.025    0.959167 0.025    0.975   ],[0. 0. 0.],615,HumanHead,Triangle
1056,../shapes\HumanHead\m360.obj,270,[0.3853946  0.43606269 0.60050355],[0.3853944  0.43606284 0.6005034 ],[1. 1. 1.],0.34720233,1.4700687287304335,[0.025    0.745789 0.025    0.975    0.025    0.884689],[0. 0. 0.],536,HumanHead,Triangle
1057,../shapes\HumanHead\m361.obj,295,[0.35054097 0.53765586 0.60699902],[0.35054106 0.5376557  0.606999  ],[1. 1. 1.],0.18101135,1.355799933576199,[0.025    0.675685 0.025    0.975    0.025    0.740753],[0. 0. 0.],557,HumanHead,Triangle
1058,../shapes\HumanHead\m362.obj,186,[0.37510007 0.54837013 0.3911463 ],[0.37510026 0.54837066 0.3911464 ],[1. 1. 1.],0.3825849,1.398505985942276,[0.025    0.724783 0.025    0.975    0.025    0.775748],[0. 0. 0.],360,HumanHead,Triangle
1059,../shapes\HumanHead\m363.obj,1884,[0.35031177 0.46685188 0.61405028],[0.3503113  0.46685168 0.6140496 ],[1. 1. 1.],0.287508,1.4605023465673386,[0.025    0.713112 0.025    0.975    0.025    0.895097],[0. 0. 0.],3604,HumanHead,Triangle
1060,../shapes\HumanHead\m364.obj,263,[0.34745301 0.5587758  0.5760431 ],[0.34745306 0.55877596 0.576043  ],[1. 1. 1.],0.3537327,1.4517170317556811,[0.025    0.671742 0.025    0.975    0.025    0.911965],[0. 0. 0.],465,HumanHead,Triangle
1061,../shapes\HumanHead\m365.obj,17666,[0.41344886 0.54079057 0.35450958],[0.413449   0.5407905  0.35450837],[1. 1. 1.],0.3780106,1.4058277356001319,[0.025    0.823412 0.025    0.975    0.025    0.685598],[0. 0. 0.],35328,HumanHead,Triangle
1062,../shapes\HumanHead\m366.obj,3009,[0.23910455 0.62805434 0.22363467],[0.23910503 0.6280553  0.22363484],[1. 1. 1.],0.24514385,0.948022394692139,[0.025    0.465963 0.26627  0.975    0.025    0.474444],[0. 0. 0.],5951,HumanHead,Triangle
1063,../shapes\HumanHead\m367.obj,977,[0.31249238 0.52216679 0.39584567],[0.31249258 0.5221665  0.3958454 ],[1. 1. 1.],0.2984167,1.266560942754318,[0.025    0.603323 0.025    0.975    0.025    0.630986],[0. 0. 0.],1852,HumanHead,Triangle
1064,../shapes\HumanHead\m368.obj,2991,[0.36840985 0.50567655 0.62128001],[0.36840975 0.50567824 0.62128097],[1. 1. 1.],0.34019828,1.4708257638947277,[0.025    0.710689 0.025    0.975    0.025    0.91419 ],[0. 0. 0.],5728,HumanHead,Triangle
1065,../shapes\HumanHead\m369.obj,9843,[0.42034898 0.64728811 0.37005417],[0.42034924 0.64728886 0.37005427],[1. 1. 1.],0.24450156,1.45309246635983,[0.025    0.975    0.025    0.881148 0.025    0.714919],[0. 0. 0.],19492,HumanHead,Triangle
1066,../shapes\HumanHead\m370.obj,5641,[0.27137068 0.54495296 0.45985475],[0.27136967 0.54495245 0.4598545 ],[1. 1. 1.],0.21657556,1.2375268885325992,[0.025    0.517741 0.025    0.975    0.025    0.646433],[0. 0. 0.],10543,HumanHead,Triangle
1067,../shapes\Humanoid\m118.obj,472,[0.15432486 0.52643169 0.09541455],[0.15432496 0.5264315  0.09541447],[1. 1. 1.],0.257246,0.9996036711085452,[0.025    0.283933 0.025    0.975    0.025    0.197224],[0. 0. 0.],888,Humanoid,Triangle
1068,../shapes\Humanoid\m119.obj,450,[0.15568712 0.55970178 0.11751837],[0.15568714 0.5597016  0.11751838],[1. 1. 1.],0.25220188,1.00094784933948,[0.025    0.275279 0.025    0.975    0.025    0.216721],[0. 0. 0.],837,Humanoid,Triangle
1069,../shapes\Humanoid\m120.obj,467,[0.14632851 0.5459627  0.1334362 ],[0.14632843 0.54596275 0.13343622],[1. 1. 1.],0.24168634,1.0014286696932184,[0.025    0.272396 0.025    0.975    0.025    0.222875],[0. 0. 0.],870,Humanoid,Triangle
1070,../shapes\Humanoid\m121.obj,471,[0.18978516 0.53588337 0.11630912],[0.18978512 0.5358836  0.11630903],[1. 1. 1.],0.25578335,1.0098259299021064,[0.025    0.316116 0.025    0.975    0.025    0.205277],[0. 0. 0.],882,Humanoid,Triangle
1071,../shapes\Humanoid\m122.obj,443,[0.15058822 0.54865681 0.1132956 ],[0.15058824 0.54865664 0.11329556],[1. 1. 1.],0.26281238,1.0155414418097453,[0.025    0.281675 0.025    0.975    0.025    0.275883],[0. 0. 0.],830,Humanoid,Triangle
1072,../shapes\Humanoid\m123.obj,474,[0.14941479 0.53833689 0.13643841],[0.14941485 0.5383372  0.13643846],[1. 1. 1.],0.25920087,1.0157367271525386,[0.025    0.273174 0.025    0.975    0.025    0.285059],[0. 0. 0.],890,Humanoid,Triangle
1073,../shapes\Humanoid\m124.obj,473,[0.16609877 0.52968861 0.10624511],[0.16609879 0.52968836 0.10624512],[1. 1. 1.],0.25158614,1.010653616284927,[0.025    0.299149 0.025    0.975    0.025    0.234196],[0. 0. 0.],862,Humanoid,Triangle
1074,../shapes\Humanoid\m125.obj,1250,[0.16820893 0.12228384 0.47155834],[0.16820903 0.12228385 0.47155875],[1. 1. 1.],0.24619329,1.0398799022582015,[0.025    0.353075 0.025    0.291865 0.025    0.975   ],[0. 0. 0.],2500,Humanoid,Triangle
1075,../shapes\Humanoid\m126.obj,577,[0.14248337 0.6372773  0.11079823],[0.14248334 0.63727766 0.11079823],[1. 1. 1.],0.25401863,0.9898005349015518,[0.025    0.258991 0.025    0.975    0.025    0.174844],[0. 0. 0.],1018,Humanoid,Triangle
1076,../shapes\Humanoid\m128.obj,458,[0.15597271 0.54627068 0.13744236],[0.1559727 0.5462708 0.1374424],[1. 1. 1.],0.25978205,1.0087231484095067,[0.025    0.284853 0.025    0.975    0.025    0.242942],[0. 0. 0.],853,Humanoid,Triangle
1077,../shapes\Humanoid\m129.obj,1871,[0.14860944 0.59794693 0.09204157],[0.14860941 0.59794986 0.09204146],[1. 1. 1.],0.2236871,0.993837947975667,[0.025    0.272453 0.02962  0.975    0.025    0.205935],[0. 0. 0.],8364,Humanoid,Triangle
1078,../shapes\Humanoid\m130.obj,1025,[0.15849054 0.54727296 0.11256583],[0.15849063 0.54727244 0.11256585],[1. 1. 1.],0.21365759,0.9986855603010284,[0.025    0.292015 0.025    0.975    0.025    0.178544],[0. 0. 0.],1864,Humanoid,Triangle
1079,../shapes\Humanoid\m131.obj,2012,[0.1720586  0.12695183 0.45188356],[0.1720588  0.12695177 0.45188347],[1. 1. 1.],0.23376003,1.010458385636222,[0.025    0.322927 0.025    0.197527 0.025    0.975   ],[0. 0. 0.],3012,Humanoid,Triangle
1080,../shapes\Humanoid\m132.obj,2537,[0.09544357 0.18049584 0.45576188],[0.09544348 0.18049541 0.45576218],[1. 1. 1.],0.21916616,1.00470662481804,[0.025    0.196376 0.025    0.303506 0.025    0.975   ],[0. 0. 0.],4049,Humanoid,Triangle
1081,../shapes\Humanoid\m133.obj,2344,[0.17960548 0.59417735 0.11716903],[0.17960541 0.59417766 0.11716888],[1. 1. 1.],0.21822032,1.0172133234420946,[0.025    0.334878 0.025    0.975    0.025    0.215259],[0. 0. 0.],4253,Humanoid,Triangle
1082,../shapes\Humanoid\m134.obj,1962,[0.12508011 0.78105248 0.13826495],[0.12508006 0.7810526  0.1382651 ],[1. 1. 1.],0.165687,0.9865685467127269,[0.025    0.237936 0.025    0.975    0.025    0.184611],[0. 0. 0.],3615,Humanoid,Triangle
1083,../shapes\Humanoid\m135.obj,498,[0.16125115 0.56436647 0.11229249],[0.16125114 0.5643666  0.11229251],[1. 1. 1.],0.2524912,1.0177591816374327,[0.025    0.296721 0.025    0.975    0.025    0.268929],[0. 0. 0.],919,Humanoid,Triangle
1084,../shapes\Humanoid\m136.obj,469,[0.15827547 0.56858852 0.10454023],[0.15827547 0.5685885  0.10454024],[1. 1. 1.],0.25248215,1.0029484557111745,[0.025    0.290972 0.025    0.975    0.025    0.205733],[0. 0. 0.],869,Humanoid,Triangle
1085,../shapes\Humanoid\m137.obj,1636,[0.21729472 0.57071029 0.09899937],[0.21729487 0.5707108  0.09899936],[1. 1. 1.],0.25635695,1.045865318743306,[0.025    0.410334 0.025    0.975    0.025    0.232007],[0. 0. 0.],3254,Humanoid,Triangle
1086,../shapes\Humanoid\m138.obj,7401,[0.20011073 0.12345831 0.46591262],[0.20011072 0.12345833 0.46591127],[1. 1. 1.],0.27261582,1.0398520664805533,[0.025    0.380387 0.025    0.254112 0.025    0.975   ],[0. 0. 0.],14776,Humanoid,Triangle
1087,../shapes\Humanoid\m139.obj,12180,[0.27796524 0.59695172 0.12839866],[0.27796555 0.5969519  0.12839897],[1. 1. 1.],0.23052123,1.0954278882327102,[0.025    0.523247 0.025    0.975    0.025    0.246838],[0. 0. 0.],24200,Humanoid,Triangle
1088,../shapes\Humanoid\m140.obj,9061,[0.21630932 0.13038928 0.44005286],[0.21630944 0.13038924 0.44005474],[1. 1. 1.],0.25996342,1.0390988013978515,[0.025    0.39729  0.025    0.221536 0.025    0.975   ],[0. 0. 0.],18110,Humanoid,Triangle
1089,../shapes\Humanoid\m141.obj,2012,[0.20393558 0.44991898 0.17686246],[0.20393535 0.44991904 0.17686239],[1. 1. 1.],0.23547128,1.0403611706223592,[0.025    0.325015 0.025    0.975    0.025    0.324737],[0. 0. 0.],3012,Humanoid,Triangle
1090,../shapes\Humanoid\m143.obj,5647,[0.20559335 0.59509338 0.11192975],[0.20559317 0.59509385 0.11192973],[1. 1. 1.],0.22609548,1.0377168452052044,[0.025    0.408698 0.025    0.975    0.025    0.189718],[0. 0. 0.],10737,Humanoid,Triangle
1091,../shapes\Humanoid\m144.obj,676,[0.18091138 0.53195019 0.10856451],[0.18091147 0.5319501  0.10856451],[1. 1. 1.],0.24518098,1.01448090974022,[0.025    0.332412 0.025    0.975    0.025    0.204358],[0. 0. 0.],1302,Humanoid,Triangle
1092,../shapes\Humanoid\m145.obj,12758,[0.17693731 0.51926258 0.25858986],[0.17693724 0.51926416 0.2585897 ],[1. 1. 1.],0.2812631,1.120276679055562,[0.025    0.375543 0.025    0.975    0.025    0.504207],[0. 0. 0.],25506,Humanoid,Triangle
1093,../shapes\Humanoid\m146.obj,2244,[0.22470814 0.45173013 0.21389969],[0.22470821 0.45173022 0.21389985],[1. 1. 1.],0.23928888,1.0737494610885912,[0.025    0.357379 0.025    0.975    0.025    0.399115],[0. 0. 0.],3460,Humanoid,Triangle
1094,../shapes\Humanoid\m147.obj,4677,[0.19126331 0.51968499 0.11672863],[0.19126351 0.5196841  0.1167285 ],[1. 1. 1.],0.24957049,1.0277191752980341,[0.025    0.355968 0.025    0.975    0.025    0.235159],[0. 0. 0.],8559,Humanoid,Triangle
1095,../shapes\Humanoid\m148.obj,3964,[0.27791487 0.56335637 0.13845773],[0.27791512 0.56335753 0.13845783],[1. 1. 1.],0.26785257,1.0965920456034037,[0.025    0.537379 0.025    0.975    0.025    0.218602],[0. 0. 0.],7707,Humanoid,Triangle
1096,../shapes\Humanoid\m149.obj,17342,[0.13350308 0.4326125  0.1717296 ],[0.13350324 0.43261167 0.17172973],[1. 1. 1.],0.28841886,1.0094478453597413,[0.025    0.199225 0.025    0.975    0.025    0.31848 ],[0. 0. 0.],34666,Humanoid,Triangle
1097,../shapes\Humanoid\m150.obj,2001,[0.1392615  0.42265345 0.2054802 ],[0.13926141 0.42265406 0.20548011],[1. 1. 1.],0.24575113,1.0376794854202884,[0.025    0.237902 0.025    0.975    0.025    0.384098],[0. 0. 0.],3012,Humanoid,Triangle
1098,../shapes\Humanoid\m151.obj,2996,[0.16163479 0.60087985 0.1090868 ],[0.16163486 0.60087955 0.10908694],[1. 1. 1.],0.23721065,1.011576027858878,[0.025    0.298278 0.025    0.975    0.025    0.239721],[0. 0. 0.],5954,Humanoid,Triangle
1099,../shapes\Humanoid\m152.obj,10694,[0.19958772 0.60379444 0.12929224],[0.19958757 0.6037971  0.12929218],[1. 1. 1.],0.24118571,1.0371470054706948,[0.025    0.375511 0.025    0.975    0.025    0.249312],[0. 0. 0.],20512,Humanoid,Triangle
1100,../shapes\Humanoid\m153.obj,10333,[0.17552102 0.68151315 0.12697521],[0.17552084 0.6815193  0.12697561],[1. 1. 1.],0.22054568,1.0160571699246674,[0.025    0.326118 0.025    0.975    0.025    0.22299 ],[0. 0. 0.],18860,Humanoid,Triangle
1101,../shapes\Humanoid\m154.obj,445,[0.17001237 0.49866665 0.11482702],[0.1700123  0.49866664 0.11482707],[1. 1. 1.],0.23683254,1.0166392092712486,[0.025    0.316961 0.025    0.975    0.025    0.239042],[0. 0. 0.],730,Humanoid,Triangle
1102,../shapes\Humanoid\m155.obj,1290,[0.271347   0.57289779 0.12807612],[0.27134734 0.57289785 0.12807612],[1. 1. 1.],0.27639478,1.0816477733507759,[0.025    0.511014 0.025    0.975    0.025    0.201783],[0. 0. 0.],2576,Humanoid,Triangle
1103,../shapes\Humanoid\m156.obj,16776,[0.22744248 0.55707257 0.11607633],[0.22744207 0.55707175 0.11607648],[1. 1. 1.],0.27934358,1.0416445707499666,[0.025    0.409514 0.025    0.975    0.025    0.211205],[0. 0. 0.],33324,Humanoid,Triangle
1104,../shapes\Humanoid\m157.obj,747,[0.51471559 0.41101424 0.10095582],[0.5147159  0.41101423 0.10095587],[1. 1. 1.],0.17056094,0.7268475673934403,[0.395717 0.656239 0.036707 0.69296  0.025    0.197533],[0. 0. 0.],1430,Humanoid,Triangle
1105,../shapes\Humanoid\m158.obj,521,[0.19653038 0.72192554 0.15243647],[0.19653052 0.7219267  0.1524363 ],[1. 1. 1.],0.23207131,1.0320133917635979,[0.025    0.366645 0.025    0.975    0.025    0.23908 ],[0. 0. 0.],935,Humanoid,Triangle
1106,../shapes\Humanoid\m159.obj,533,[0.16993246 0.58561749 0.10485219],[0.16993241 0.5856176  0.10485223],[1. 1. 1.],0.26833722,1.0117301167707144,[0.025    0.317127 0.025    0.975    0.025    0.214102],[0. 0. 0.],998,Humanoid,Triangle
1107,../shapes\Humanoid\m160.obj,894,[0.19342975 0.57212164 0.12352923],[0.19342965 0.5721216  0.12352917],[1. 1. 1.],0.27645892,1.0808791090192382,[0.025    0.367933 0.025    0.975    0.025    0.409963],[0. 0. 0.],1627,Humanoid,Triangle
1108,../shapes\Humanoid\m161.obj,495,[0.18686602 0.62120727 0.11520019],[0.18686612 0.62120724 0.11520019],[1. 1. 1.],0.27840984,1.016171616065059,[0.025    0.349692 0.025    0.975    0.025    0.182098],[0. 0. 0.],839,Humanoid,Triangle
1109,../shapes\Humanoid\m162.obj,3581,[0.19055573 0.45008737 0.16420473],[0.19055587 0.45008677 0.16420464],[1. 1. 1.],0.24670549,1.0318207088448352,[0.025    0.356469 0.025    0.975    0.025    0.253653],[0. 0. 0.],6988,Humanoid,Triangle
1110,../shapes\Humanoid\m163.obj,120,[0.16441462 0.57189459 0.1024799 ],[0.16441466 0.57189447 0.10247989],[1. 1. 1.],0.30038884,1.0028175480419226,[0.025    0.29804  0.025    0.975    0.025    0.194092],[0. 0. 0.],208,Humanoid,Triangle
1111,../shapes\Humanoid\m164.obj,728,[0.17588234 0.52947181 0.10801291],[0.17588222 0.52947164 0.1080128 ],[1. 1. 1.],0.24960862,1.012492775774288,[0.025    0.326765 0.025    0.975    0.025    0.202706],[0. 0. 0.],1396,Humanoid,Triangle
1112,../shapes\Humanoid\m165.obj,506,[0.1754953  0.57641746 0.10521408],[0.17549528 0.57641727 0.10521406],[1. 1. 1.],0.25606576,1.0145730262201051,[0.025    0.336125 0.025    0.975    0.025    0.198377],[0. 0. 0.],1748,Humanoid,Triangle
1113,../shapes\Humanoid\m166.obj,476,[0.15677967 0.57692837 0.18351721],[0.15677962 0.57692856 0.1835172 ],[1. 1. 1.],0.25273997,1.031418253435724,[0.025    0.295275 0.025    0.975    0.025    0.322111],[0. 0. 0.],1698,Humanoid,Triangle
1114,../shapes\Humanoid\m167.obj,435,[0.19752088 0.50006701 0.26663686],[0.19752084 0.50006723 0.26663688],[1. 1. 1.],0.32738897,1.1127802014609114,[0.025    0.356041 0.025    0.975    0.025    0.500596],[0. 0. 0.],856,Humanoid,Triangle
1115,../shapes\Humanoid\m168.obj,2640,[0.21232952 0.55744499 0.12661837],[0.21232937 0.5574444  0.12661849],[1. 1. 1.],0.26292345,1.0358193034530794,[0.025    0.392552 0.025    0.975    0.025    0.212955],[0. 0. 0.],5476,Humanoid,Triangle
1116,../shapes\Humanoid\m169.obj,1059,[0.17168348 0.68971092 0.13377789],[0.17168355 0.68971205 0.13377787],[1. 1. 1.],0.2394938,1.0078796816809217,[0.025    0.3181   0.025    0.975    0.025    0.190571],[0. 0. 0.],2001,Humanoid,Triangle
1117,../shapes\Humanoid\m170.obj,16052,[0.18761273 0.47255091 0.08411853],[0.18761243 0.47254872 0.08411825],[1. 1. 1.],0.2489208,1.012244664862522,[0.025    0.350225 0.025    0.975    0.025    0.152937],[0. 0. 0.],32042,Humanoid,Triangle
1118,../shapes\Humanoid\m171.obj,614,[0.26127757 0.65090217 0.11067439],[0.26127782 0.65090233 0.11067443],[1. 1. 1.],0.26330632,1.075788036792491,[0.025    0.4886   0.025    0.975    0.025    0.224737],[0. 0. 0.],1094,Humanoid,Triangle
1119,../shapes\Humanoid\m172.obj,745,[0.1703171  0.70074791 0.10087085],[0.17031714 0.7007484  0.10087085],[1. 1. 1.],0.23579334,1.002702933756303,[0.025    0.316299 0.025    0.975    0.025    0.15938 ],[0. 0. 0.],1413,Humanoid,Triangle
1120,../shapes\Humanoid\m173.obj,1003,[0.1565917  0.56613613 0.09027749],[0.15659173 0.5661365  0.09027743],[1. 1. 1.],0.21988606,0.9971615750579644,[0.025    0.286928 0.025    0.975    0.025    0.177397],[0. 0. 0.],1702,Humanoid,Triangle
1121,../shapes\Humanoid\m174.obj,1196,[0.21664158 0.7399791  0.12267263],[0.21664158 0.739977   0.12267274],[1. 1. 1.],0.2412282,1.0445398526242091,[0.025    0.405801 0.025    0.975    0.025    0.233696],[0. 0. 0.],2308,Humanoid,Triangle
1122,../shapes\Humanoid\m175.obj,660,[0.16761778 0.53149458 0.17345296],[0.16761777 0.53149563 0.1734528 ],[1. 1. 1.],0.24604455,1.024395241041993,[0.025118 0.335592 0.041787 0.970208 0.031331 0.333036],[0. 0. 0.],1070,Humanoid,Triangle
1123,../shapes\Humanoid\m176.obj,708,[0.22872406 0.52935909 0.1032822 ],[0.22872405 0.5293592  0.1032821 ],[1. 1. 1.],0.23262325,1.047638297103993,[0.025    0.432787 0.025    0.975    0.025    0.194575],[0. 0. 0.],1288,Humanoid,Triangle
1124,../shapes\Humanoid\m177.obj,116,[0.21354721 0.43221302 0.16076089],[0.21354719 0.43221304 0.16076088],[1. 1. 1.],0.30184913,1.059956028021198,[0.025    0.380033 0.025    0.975    0.025    0.333153],[0. 0. 0.],185,Humanoid,Triangle
1125,../shapes\Humanoid\m178.obj,14603,[0.18361233 0.37291741 0.12561379],[0.18361194 0.37291694 0.12561372],[1. 1. 1.],0.2688769,1.0142160869391577,[0.025    0.342225 0.025    0.975    0.025    0.184695],[0. 0. 0.],29202,Humanoid,Triangle
1126,../shapes\Humanoid\m179.obj,10735,[0.20800106 0.53005026 0.11614601],[0.2080012  0.5300511  0.11614596],[1. 1. 1.],0.28586575,1.0301292831329802,[0.025    0.391009 0.025    0.975    0.025    0.182174],[0. 0. 0.],21422,Humanoid,Triangle
1127,../shapes\Humanoid\m180.obj,15088,[0.16143209 0.50912168 0.08207587],[0.16143233 0.50912064 0.08207545],[1. 1. 1.],0.2103498,0.9995559297906567,[0.025    0.297864 0.025    0.975    0.025    0.173853],[0. 0. 0.],29520,Humanoid,Triangle
1128,../shapes\Humanoid\m181.obj,8520,[0.24205357 0.62624546 0.14225743],[0.24205397 0.62624556 0.1422573 ],[1. 1. 1.],0.29880747,1.0584050445435347,[0.025    0.444608 0.025    0.975    0.025    0.229084],[0. 0. 0.],16916,Humanoid,Triangle
1129,../shapes\Humanoid\m182.obj,11090,[0.20916551 0.57751551 0.10887338],[0.2091659  0.5775162  0.10887355],[1. 1. 1.],0.28900364,1.0287153462087477,[0.025    0.393436 0.025    0.975    0.025    0.166457],[0. 0. 0.],22190,Humanoid,Triangle
1130,../shapes\Humanoid\m183.obj,3618,[0.462328   0.55025679 0.22357147],[0.46232826 0.550256   0.22357093],[1. 1. 1.],0.33423418,1.3401580252214553,[0.025    0.899618 0.025    0.975    0.025    0.383562],[0. 0. 0.],7124,Humanoid,Triangle
1131,../shapes\Humanoid\m184.obj,441,[0.15846298 0.53319989 0.09799785],[0.15846297 0.5331997  0.09799786],[1. 1. 1.],0.25407976,0.9963891953327596,[0.025    0.283631 0.025    0.975    0.025    0.177975],[0. 0. 0.],826,Humanoid,Triangle
