,AircraftBuoyant,Apartment,AquaticAnimal,Bed,Bicycle,Biplane,Bird,Bookset,Bottle,BuildingNonResidential,Bus,Car,Cellphone,Chess,City,ClassicPiano,Computer,ComputerKeyboard,Cup,DeskLamp,DeskPhone,Door,Drum,Fish,FloorLamp,Glasses,Guitar,Gun,Hand,Hat,Helicopter,House,HumanHead,Humanoid,Insect,Jet,Knife,MilitaryVehicle,Monitor,Monoplane,Motorcycle,Mug,MultiSeat,Musical_Instrument,NonWheelChair,PianoBoard,PlantIndoors,PlantWildNonTree,Quadruped,RectangleTable,Rocket,RoundTable,Shelf,Ship,Sign,Skyscraper,Spoon,Starship,SubmachineGun,Sword,Tool,Train,Tree,Truck,TruckNonContainer,Vase,Violin,Wheel,WheelChair
NonWheelChair,2.775895357131958,3.319851875305176,2.4468536376953125,2.795443534851074,0.921150267124176,0.9387626647949219,1.1985361576080322,6.35600471496582,2.731031894683838,2.4802212715148926,4.999764919281006,1.901723027229309,3.021547555923462,1.655501127243042,1.4338411092758179,3.0201492309570312,2.2283265590667725,5.201104640960693,1.5081350803375244,1.0034959316253662,2.2936925888061523,1.9684669971466064,5.728464126586914,1.1393355131149292,1.1750108003616333,1.8957592248916626,1.6961077451705933,1.5875107049942017,1.6812975406646729,1.6190704107284546,1.0169553756713867,2.5912649631500244,5.0721116065979,1.271897554397583,1.5979808568954468,1.0600872039794922,3.0359089374542236,2.1005547046661377,2.863333225250244,1.043271780014038,1.0697933435440063,1.838813066482544,1.9687135219573975,1.47664213180542,0.8106861710548401,4.764739036560059,2.0290017127990723,1.2182223796844482,1.2524559497833252,1.901908278465271,1.7038654088974,1.6080348491668701,2.6667962074279785,1.4662891626358032,1.694745421409607,2.9364850521087646,1.8431992530822754,1.3152557611465454,1.4714229106903076,1.9628276824951172,1.393471598625183,2.4315826892852783,1.8807090520858765,3.4884486198425293,3.045400381088257,2.6140167713165283,2.1268234252929688,2.7468183040618896,0.7801512479782104
PianoBoard,4.551722049713135,4.1812968254089355,5.827979564666748,3.9833972454071045,5.1822829246521,5.087186813354492,5.011672496795654,5.3064703941345215,4.578056335449219,4.555080890655518,5.422459125518799,4.338237285614014,4.518800258636475,4.254540920257568,4.859259605407715,4.729886054992676,3.8647079467773438,5.739753246307373,4.386858940124512,4.927434921264648,3.9955146312713623,4.546367645263672,5.348399639129639,4.91141414642334,4.891458988189697,5.018612384796143,4.992205619812012,4.768970012664795,4.4644317626953125,4.524168014526367,5.118048667907715,4.171999454498291,4.924566268920898,4.8095550537109375,5.209500312805176,5.108689308166504,5.316669940948486,3.936972141265869,3.954265832901001,5.125914573669434,4.576250076293945,4.247838020324707,3.994309902191162,4.855769634246826,4.7647385597229,4.355534076690674,5.50935697555542,5.146063804626465,4.568424701690674,4.537625789642334,4.933572769165039,4.476402759552002,4.300074100494385,4.8542680740356445,5.038529872894287,4.725168228149414,5.098586559295654,4.699394702911377,4.985081195831299,5.525117874145508,4.829153060913086,5.015653133392334,5.8268303871154785,4.675203323364258,4.385374069213867,4.419740200042725,4.807079315185547,4.344035625457764,4.804630756378174
PlantIndoors,3.6917080879211426,4.01846981048584,3.4879846572875977,3.7285494804382324,2.019084930419922,1.9632714986801147,2.240821599960327,6.865205764770508,3.67276930809021,3.2950973510742188,5.628196716308594,2.8383443355560303,3.955839157104492,2.6871280670166016,2.389761209487915,3.5850517749786377,3.136230230331421,5.977137565612793,2.568621873855591,2.137592077255249,3.21868896484375,3.0079538822174072,6.279271602630615,2.212985038757324,2.171780824661255,3.0849392414093018,2.7072396278381348,2.5893161296844482,2.693612813949585,2.4829213619232178,2.087322950363159,3.37862491607666,5.841942310333252,2.330355405807495,2.714834451675415,2.110368490219116,3.9789066314697266,2.9029650688171387,3.726327657699585,2.0945136547088623,2.0257675647735596,2.6301584243774414,2.9321775436401367,2.47702956199646,2.029001474380493,5.50935697555542,2.9075005054473877,2.1961634159088135,2.3504557609558105,2.9567127227783203,2.7163991928100586,2.603365182876587,3.460824966430664,2.4742822647094727,2.72996187210083,3.6997461318969727,2.829360246658325,2.3101272583007812,2.4949140548706055,2.932157278060913,2.5027389526367188,3.2569730281829834,2.926699638366699,4.209269046783447,3.627847909927368,3.4633326530456543,3.080353021621704,3.5528318881988525,1.901548981666565
PlantWildNonTree,3.0099117755889893,3.6444199085235596,2.5414702892303467,3.393803834915161,0.8865379691123962,0.893133819103241,1.1773983240127563,6.5589447021484375,2.9871182441711426,2.8045945167541504,5.125023365020752,2.2100770473480225,3.287957191467285,2.0462002754211426,1.5847305059432983,3.1307780742645264,2.7347168922424316,5.412336826324463,2.018707036972046,1.163534164428711,2.6730949878692627,2.3603222370147705,5.963985919952393,1.2331241369247437,1.2654427289962769,2.460550546646118,1.7388691902160645,1.6856460571289062,1.9366966485977173,1.8430404663085938,0.9682378768920898,2.93741774559021,5.368105411529541,1.405296802520752,1.8561476469039917,0.9945607781410217,3.111189365386963,2.422393321990967,3.330155372619629,0.9526151418685913,1.264066457748413,2.13814115524292,2.419952392578125,1.5653847455978394,1.2182224988937378,5.146063804626465,2.1961634159088135,1.1581534147262573,1.543965458869934,2.4586052894592285,1.7551416158676147,2.0390408039093018,3.101241111755371,1.5398272275924683,1.817528486251831,3.0594024658203125,1.8396670818328857,1.4455962181091309,1.4697237014770508,1.8417824506759644,1.5957255363464355,2.51485276222229,1.940826416015625,3.6627256870269775,3.1660258769989014,2.969586133956909,2.2191293239593506,2.9825427532196045,1.0556995868682861
Quadruped,2.149695873260498,3.232267141342163,2.105059862136841,3.0322940349578857,1.281086802482605,1.1836072206497192,1.1741876602172852,6.168979167938232,2.1244146823883057,2.637164831161499,4.607006549835205,1.5597397089004517,2.354081153869629,1.2232917547225952,1.75376296043396,3.0290446281433105,2.2765092849731445,4.661201000213623,1.8543394804000854,1.2036876678466797,2.081024408340454,1.9224706888198853,5.5955400466918945,0.8695248365402222,1.27617347240448,2.523087739944458,1.3363145589828491,1.2286491394042969,1.085196614265442,1.6872457265853882,1.2259891033172607,2.575901508331299,4.504355430603027,0.9961972832679749,1.8355554342269897,1.1756901741027832,2.5589847564697266,1.824387550354004,2.890387773513794,1.1147334575653076,1.0749897956848145,1.9040371179580688,1.9142707586288452,1.3185769319534302,1.2524558305740356,4.568424701690674,2.3504557609558105,1.543965458869934,0.9486709833145142,2.3612418174743652,1.3216831684112549,1.8652878999710083,2.924501419067383,1.164762258529663,1.7249805927276611,2.5443344116210938,1.6106257438659668,1.1773126125335693,1.1616160869598389,1.917466402053833,1.2740057706832886,2.139986991882324,2.2014541625976562,3.1784493923187256,2.896979808807373,2.523294687271118,1.5881035327911377,2.376934051513672,1.0518136024475098
RectangleTable,3.5450284481048584,3.2230961322784424,3.689744234085083,2.144303798675537,2.346266746520996,2.3666369915008545,2.531316041946411,6.107430458068848,3.4696803092956543,2.6256139278411865,5.264891147613525,2.6372177600860596,3.6013777256011963,2.3909013271331787,2.1991488933563232,3.3796608448028564,2.223489284515381,5.488536834716797,1.7855970859527588,2.251138687133789,2.581117868423462,2.4349708557128906,5.49365234375,2.5205094814300537,2.388659954071045,1.803217887878418,2.852313995361328,2.678231716156006,2.7053632736206055,2.4333596229553223,2.3959100246429443,2.7142446041107178,5.340034008026123,2.51658296585083,2.5694704055786133,2.4599478244781494,3.9116427898406982,2.503909111022949,2.713334798812866,2.50089693069458,2.2001771926879883,2.3240396976470947,2.2344768047332764,2.562025308609009,1.9019083976745605,4.537625789642334,2.9567127227783203,2.4586052894592285,2.3612418174743652,1.8057420253753662,2.8659565448760986,1.9668530225753784,2.365699291229248,2.6481451988220215,2.590998888015747,3.5647013187408447,2.9675309658050537,2.497457504272461,2.7192437648773193,3.1525118350982666,2.388265609741211,3.3282179832458496,3.1097211837768555,3.8855531215667725,3.4109768867492676,2.993565320968628,3.127490758895874,3.3412904739379883,2.1051247119903564
Rocket,2.258028268814087,3.6361875534057617,2.1701958179473877,3.537371873855591,1.4764947891235352,1.418945074081421,1.3352007865905762,6.525885581970215,2.1246626377105713,3.0753748416900635,4.708746910095215,1.8654667139053345,2.2106668949127197,1.638715147972107,2.0254313945770264,3.435149669647217,2.817103862762451,4.528244495391846,2.357996940612793,1.4944404363632202,2.4296822547912598,2.1303598880767822,5.994227409362793,1.0745158195495605,1.50901460647583,2.9447717666625977,1.2315572500228882,1.195757269859314,1.3380484580993652,2.138934850692749,1.388506531715393,3.023890256881714,4.794846057891846,1.1383521556854248,2.1712422370910645,1.2978031635284424,2.293724536895752,2.2410669326782227,3.35573148727417,1.2283598184585571,1.4638561010360718,2.4142329692840576,2.3539750576019287,1.356182336807251,1.7038655281066895,4.933572769165039,2.7163994312286377,1.7551416158676147,1.3216831684112549,2.8659565448760986,1.1726689338684082,2.3684349060058594,3.3925325870513916,1.1641974449157715,1.7984521389007568,2.6007392406463623,1.4967526197433472,1.4177300930023193,1.045360803604126,1.8318963050842285,1.3705615997314453,2.263535737991333,2.446432590484619,3.360450506210327,3.232534885406494,2.9765419960021973,1.3879178762435913,2.7020373344421387,1.5007908344268799
RoundTable,2.9777779579162598,3.103661060333252,3.1792376041412354,2.4586970806121826,1.9146997928619385,1.8687728643417358,2.017763137817383,5.962495803833008,2.989933729171753,2.524442434310913,4.937336444854736,2.201249361038208,3.204031229019165,1.959356665611267,1.9771738052368164,3.0206804275512695,2.1208016872406006,5.2242865562438965,1.727737307548523,1.8368459939956665,2.3827245235443115,2.2989017963409424,5.349161624908447,1.963021159172058,1.8966234922409058,2.0841426849365234,2.3615658283233643,2.2071073055267334,2.1284165382385254,1.9398224353790283,1.948615550994873,2.5479438304901123,4.8344244956970215,2.013521671295166,2.272505521774292,1.983363151550293,3.4817187786102295,2.1449379920959473,2.6652956008911133,1.9881651401519775,1.701269268989563,1.9097578525543213,2.052583932876587,2.1134817600250244,1.6080349683761597,4.476402759552002,2.603365182876587,2.0390408039093018,1.8652878999710083,1.9668530225753784,2.3684349060058594,1.7488771677017212,2.496814250946045,2.148725748062134,2.299572229385376,3.1603469848632812,2.5000171661376953,1.9802862405776978,2.221014976501465,2.6840569972991943,2.0588271617889404,2.830312728881836,2.7108821868896484,3.5519278049468994,3.038980484008789,2.6423022747039795,2.628023147583008,2.8177783489227295,1.6276869773864746
Shelf,3.7614264488220215,2.957580804824829,4.272185802459717,2.2935562133789062,3.1307332515716553,3.071730852127075,3.201601505279541,5.490836143493652,3.6364150047302246,2.7218234539031982,4.881417751312256,2.867302179336548,3.6825950145721436,2.798349618911743,2.780428886413574,3.1306443214416504,2.4216816425323486,5.25899076461792,2.3376760482788086,2.9890336990356445,2.75014591217041,2.8659636974334717,4.999549388885498,3.1581928730010986,2.9948363304138184,2.700448513031006,3.397324562072754,3.1820132732391357,3.11297607421875,2.776777505874634,3.1545450687408447,2.682091236114502,5.244961261749268,3.1020264625549316,3.287553310394287,3.184325695037842,4.215257167816162,2.462512493133545,2.8078036308288574,3.22196102142334,2.686288356781006,2.4900741577148438,2.4901888370513916,3.112988233566284,2.6667962074279785,4.300074100494385,3.460824728012085,3.101241111755371,2.924501657485962,2.365699291229248,3.3925323486328125,2.496814250946045,2.2834908962249756,3.1924026012420654,3.2033679485321045,3.4962339401245117,3.506469249725342,2.9904134273529053,3.323025941848755,3.7933928966522217,3.0550851821899414,3.521045684814453,3.8124260902404785,3.696521759033203,3.0641727447509766,3.1644256114959717,3.4839162826538086,3.4035329818725586,2.777099609375
Ship,2.2851243019104004,3.5016558170318604,2.0536880493164062,3.3766062259674072,1.2735013961791992,1.1911550760269165,1.1681818962097168,6.427857398986816,2.2090117931365967,2.8753325939178467,4.696130752563477,1.7646112442016602,2.364227294921875,1.5236419439315796,1.800396203994751,3.2163844108581543,2.63603138923645,4.639915466308594,2.1405861377716064,1.3004299402236938,2.3084444999694824,2.028411626815796,5.875588893890381,0.9031246900558472,1.2994768619537354,2.7528011798858643,1.129739761352539,1.0962271690368652,1.2473348379135132,1.9081562757492065,1.1954642534255981,2.854768991470337,4.810130596160889,0.9880975484848022,1.9805479049682617,1.1076405048370361,2.354097604751587,2.081674575805664,3.211210250854492,1.0357005596160889,1.2237380743026733,2.1846134662628174,2.211209774017334,1.2073622941970825,1.4662891626358032,4.8542680740356445,2.4742822647094727,1.5398271083831787,1.164762258529663,2.6481451988220215,1.1641974449157715,2.148725748062134,3.1924026012420654,1.0296540260314941,1.6543892621994019,2.547330856323242,1.4219332933425903,1.2425894737243652,0.9169229865074158,1.714797854423523,1.2401410341262817,2.154303550720215,2.2463219165802,3.292459011077881,3.062577962875366,2.821261167526245,1.4029287099838257,2.614685297012329,1.2441279888153076
Sign,2.945305585861206,3.7196483612060547,2.676504373550415,3.269606113433838,1.5660805702209473,1.5795938968658447,1.618420958518982,6.64316987991333,2.8684542179107666,3.029524087905884,5.132647514343262,2.310275077819824,3.005328893661499,2.0681185722351074,1.9621293544769287,3.5319457054138184,2.7896220684051514,5.07266092300415,2.231851816177368,1.6117180585861206,2.647036552429199,2.2752232551574707,6.068580150604248,1.5211637020111084,1.6638963222503662,2.5488901138305664,1.6456516981124878,1.6552716493606567,1.9662078619003296,2.2690682411193848,1.5397669076919556,3.0830795764923096,5.261212348937988,1.6158329248428345,2.2356715202331543,1.5037940740585327,2.8277556896209717,2.540283203125,3.3234899044036865,1.4727107286453247,1.7098698616027832,2.485239028930664,2.4812543392181396,1.625954031944275,1.694745421409607,5.038529396057129,2.72996187210083,1.817528486251831,1.7249805927276611,2.590999126434326,1.7984521389007568,2.299572229385376,3.2033679485321045,1.6543892621994019,1.800389051437378,3.1211130619049072,1.8633657693862915,1.7781224250793457,1.4488410949707031,1.8381223678588867,1.6328010559082031,2.7001736164093018,2.525505542755127,3.728140115737915,3.4663331508636475,3.1411421298980713,2.098057985305786,3.11991810798645,1.6197489500045776
Skyscraper,2.994825839996338,3.4572434425354004,3.6221511363983154,3.7527177333831787,3.014883279800415,2.866809129714966,2.8304476737976074,5.720703601837158,2.7104220390319824,3.4634344577789307,4.240833759307861,2.506443738937378,2.655179500579834,2.568620443344116,3.1112489700317383,3.345587968826294,3.2187933921813965,4.300258159637451,3.1621973514556885,2.9046757221221924,2.9447875022888184,2.941127061843872,5.427994251251221,2.58888578414917,2.7964422702789307,3.9656476974487305,2.6690971851348877,2.5096237659454346,2.4244563579559326,2.8678829669952393,2.946071147918701,3.2581868171691895,4.832172870635986,2.52437424659729,3.4199633598327637,2.8695311546325684,3.226689577102661,2.4675002098083496,3.5739712715148926,2.835979700088501,2.501005172729492,2.8700547218322754,2.8524043560028076,2.6912128925323486,2.9364852905273438,4.725168228149414,3.6997461318969727,3.0594024658203125,2.5443344116210938,3.5647013187408447,2.600738763809204,3.1603469848632812,3.4962339401245117,2.547330856323242,3.1211130619049072,2.7617363929748535,2.8641881942749023,2.561326026916504,2.620077610015869,3.3438916206359863,2.7715258598327637,2.9090607166290283,3.7869653701782227,3.2716562747955322,2.914177417755127,3.4259836673736572,2.494739294052124,3.0368258953094482,2.740405797958374
Spoon,2.616373300552368,3.806469678878784,2.438115358352661,3.671302080154419,1.5805882215499878,1.5598537921905518,1.5094115734100342,6.6513495445251465,2.5094494819641113,3.2069251537323,4.910891056060791,2.178905725479126,2.617682456970215,1.9565644264221191,2.0952064990997314,3.553048610687256,2.9740726947784424,4.717294692993164,2.496356725692749,1.630704402923584,2.6503195762634277,2.3013758659362793,6.129855632781982,1.333243727684021,1.6273696422576904,2.9935102462768555,1.4040745496749878,1.4226882457733154,1.699664831161499,2.290271520614624,1.5118324756622314,3.1952931880950928,5.038595199584961,1.4349502325057983,2.3204901218414307,1.4324003458023071,2.416304349899292,2.4887781143188477,3.5008301734924316,1.3769869804382324,1.6706634759902954,2.559988260269165,2.567903757095337,1.4914741516113281,1.8431992530822754,5.098586559295654,2.8293604850769043,1.8396672010421753,1.6106257438659668,2.9675309658050537,1.4967525005340576,2.5000171661376953,3.506469249725342,1.4219332933425903,1.8633657693862915,2.8641881942749023,1.5658644437789917,1.6384902000427246,1.228481650352478,1.7643557786941528,1.5697810649871826,2.491605281829834,2.5575637817382812,3.5730245113372803,3.3977291584014893,3.1732242107391357,1.6646196842193604,2.969722270965576,1.6688427925109863
Starship,2.3591208457946777,3.2986929416656494,2.21240234375,3.2268030643463135,1.1863226890563965,1.0852786302566528,1.1851423978805542,6.170186996459961,2.30926251411438,2.6899819374084473,4.6095662117004395,1.7252448797225952,2.552851438522339,1.526926040649414,1.705682635307312,2.936208486557007,2.4405908584594727,4.738245487213135,1.9880377054214478,1.2468816041946411,2.2341911792755127,2.0574159622192383,5.6218366622924805,0.9661989212036133,1.2692530155181885,2.6793715953826904,1.434000015258789,1.3257871866226196,1.3454020023345947,1.711675763130188,1.1670504808425903,2.663902521133423,4.687862396240234,1.1028425693511963,1.8988707065582275,1.1054147481918335,2.6416800022125244,1.917633295059204,3.0316805839538574,1.0418241024017334,1.078773021697998,1.9392173290252686,2.081101894378662,1.3788278102874756,1.3152557611465454,4.699394702911377,2.3101272583007812,1.4455962181091309,1.1773126125335693,2.497457504272461,1.4177302122116089,1.9802862405776978,2.9904134273529053,1.2425894737243652,1.7781225442886353,2.561326026916504,1.6384903192520142,1.174645185470581,1.2306122779846191,1.9168779850006104,1.4077355861663818,2.161458730697632,2.1588940620422363,3.21118426322937,2.8201842308044434,2.6479122638702393,1.6774667501449585,2.4852592945098877,1.0745751857757568
SubmachineGun,2.3594918251037598,3.6543691158294678,1.939537763595581,3.500837564468384,1.1773053407669067,1.1325106620788574,1.059555172920227,6.605607032775879,2.2953760623931885,2.969892978668213,4.8211846351623535,1.858886957168579,2.4333884716033936,1.5963654518127441,1.7656258344650269,3.3572311401367188,2.757129430770874,4.703171253204346,2.2028894424438477,1.2237194776535034,2.3924560546875,2.0263452529907227,6.0446085929870605,0.8210409283638,1.213674545288086,2.7556331157684326,0.892696738243103,0.9381012916564941,1.2790789604187012,1.9924157857894897,1.0685707330703735,2.9781274795532227,4.935649394989014,0.9181413650512695,1.9547195434570312,0.970219612121582,2.2059519290924072,2.2293472290039062,3.331515312194824,0.8921523094177246,1.275376319885254,2.3012166023254395,2.31630539894104,1.0175045728683472,1.471422791481018,4.985081195831299,2.4949142932891846,1.4697237014770508,1.1616160869598389,2.7192437648773193,1.045360803604126,2.221015214920044,3.323025941848755,0.9169231057167053,1.4488410949707031,2.62007737159729,1.2284817695617676,1.2306121587753296,0.6050875186920166,1.3921431303024292,1.082855463027954,2.1751084327697754,2.1953866481781006,3.3945677280426025,3.215606689453125,2.933476686477661,1.3371073007583618,2.7319977283477783,1.2642428874969482
Sword,3.0852901935577393,4.191226005554199,2.7574706077575684,3.982757568359375,1.5903327465057373,1.618816614151001,1.6242324113845825,7.073298931121826,3.0704963207244873,3.453646421432495,5.379448890686035,2.588773012161255,3.220621347427368,2.3611762523651123,2.173586845397949,3.8257088661193848,3.2967324256896973,5.293857574462891,2.6964292526245117,1.6983636617660522,3.065619468688965,2.6144609451293945,6.495255947113037,1.5905412435531616,1.701996088027954,3.0688891410827637,1.5578138828277588,1.6830849647521973,2.1304709911346436,2.487346649169922,1.545645833015442,3.521162748336792,5.488974571228027,1.7407487630844116,2.4418532848358154,1.5012102127075195,2.746816635131836,2.917503833770752,3.8354947566986084,1.4535490274429321,1.9273923635482788,2.797362804412842,2.9282619953155518,1.615558385848999,1.9628275632858276,5.525117874145508,2.932157278060913,1.8417824506759644,1.917466402053833,3.1525118350982666,1.8318963050842285,2.6840567588806152,3.7933928966522217,1.7147979736328125,1.8381227254867554,3.3438913822174072,1.7643558979034424,1.9168779850006104,1.3921430110931396,1.3367860317230225,1.7612026929855347,2.792337656021118,2.592562437057495,4.002052307128906,3.7800486087799072,3.480964183807373,2.136040687561035,3.350569486618042,1.8046945333480835
Tool,2.523721218109131,3.5204732418060303,2.242582321166992,3.106174945831299,1.304462194442749,1.3005558252334595,1.2915278673171997,6.519578456878662,2.423840045928955,2.836639404296875,4.884705066680908,1.9032347202301025,2.5569753646850586,1.6237192153930664,1.7630387544631958,3.3649022579193115,2.543116569519043,4.794873237609863,1.9688043594360352,1.3051584959030151,2.3267650604248047,1.9436378479003906,5.936705589294434,1.0995426177978516,1.3958592414855957,2.3425426483154297,1.2947458028793335,1.2640525102615356,1.4799727201461792,2.022280216217041,1.2483558654785156,2.853703260421753,4.97089958190918,1.1596736907958984,1.9291707277297974,1.2046953439712524,2.52742600440979,2.2118794918060303,3.108790159225464,1.1625728607177734,1.365323543548584,2.257213830947876,2.1641833782196045,1.31876540184021,1.393471598625183,4.829153537750244,2.5027389526367188,1.5957255363464355,1.2740058898925781,2.388265609741211,1.3705615997314453,2.0588271617889404,3.0550854206085205,1.2401410341262817,1.6328011751174927,2.7715256214141846,1.5697810649871826,1.4077354669570923,1.082855463027954,1.7612026929855347,1.210375428199768,2.3646082878112793,2.276909351348877,3.4413676261901855,3.241166353225708,2.869171619415283,1.6694728136062622,2.7943289279937744,1.313735842704773
Train,2.899592876434326,3.643005847930908,3.2369704246520996,3.8047423362731934,2.4056010246276855,2.268341302871704,2.298142433166504,6.236796855926514,2.7071375846862793,3.3503522872924805,4.630972385406494,2.318294048309326,2.7814552783966064,2.3084452152252197,2.67219877243042,3.3528590202331543,3.1256086826324463,4.729799747467041,2.8656928539276123,2.361967086791992,2.888540267944336,2.784433126449585,5.782164573669434,2.1053013801574707,2.275266170501709,3.6373660564422607,2.276611089706421,2.164501190185547,2.136850595474243,2.4927611351013184,2.361022472381592,3.2291224002838135,4.9886579513549805,2.1062099933624268,2.962017297744751,2.2968833446502686,3.1339125633239746,2.4181113243103027,3.5959994792938232,2.2502939701080322,2.04140305519104,2.6137185096740723,2.744527578353882,2.2675178050994873,2.4315826892852783,5.015653610229492,3.2569732666015625,2.51485276222229,2.139986991882324,3.3282177448272705,2.263535737991333,2.830312490463257,3.521045684814453,2.154303550720215,2.700173854827881,2.9090607166290283,2.491605281829834,2.161458730697632,2.1751084327697754,2.792337656021118,2.3646082878112793,2.6658213138580322,3.2486634254455566,3.4650003910064697,3.0926876068115234,3.2694785594940186,2.3289854526519775,2.9529471397399902,2.1868207454681396
Tree,3.6436121463775635,4.375595569610596,3.2148609161376953,4.045494556427002,1.6326574087142944,1.6535996198654175,1.9063588380813599,7.3114447593688965,3.6160240173339844,3.5238139629364014,5.853072166442871,2.8840110301971436,3.9089207649230957,2.6808745861053467,2.3306074142456055,3.9397544860839844,3.4023942947387695,6.036123752593994,2.676368474960327,1.868835687637329,3.343482255935669,3.0055410861968994,6.709201335906982,1.9243212938308716,2.0029423236846924,3.072611093521118,2.444338798522949,2.3893468379974365,2.582984685897827,2.5649075508117676,1.7135378122329712,3.650991678237915,6.000813007354736,2.094738006591797,2.5135080814361572,1.7490488290786743,3.7719874382019043,3.1328980922698975,4.003774166107178,1.7081737518310547,1.9907630681991577,2.866797685623169,3.0811991691589355,2.286937713623047,1.8807090520858765,5.8268303871154785,2.926699638366699,1.940826177597046,2.2014541625976562,3.1097209453582764,2.44643235206604,2.7108819484710693,3.8124263286590576,2.2463219165802,2.525505781173706,3.786965847015381,2.5575637817382812,2.1588940620422363,2.1953866481781006,2.592562198638916,2.276909351348877,3.2486634254455566,2.6180102825164795,4.396432876586914,3.9686012268066406,3.6515092849731445,2.892578601837158,3.674518346786499,1.7511978149414062
Truck,3.4752047061920166,3.599160671234131,4.350956916809082,3.872441291809082,3.671863079071045,3.534083843231201,3.511674165725708,5.527650833129883,3.2398364543914795,3.7614452838897705,4.36191987991333,3.0066871643066406,3.180051803588867,3.0935440063476562,3.6397979259490967,3.6139822006225586,3.4399170875549316,4.572098731994629,3.542123556137085,3.522322654724121,3.286790609359741,3.434108257293701,5.3313398361206055,3.3437340259552,3.4221041202545166,4.344972610473633,3.418975353240967,3.2360527515411377,3.0675880908966064,3.3156580924987793,3.6196508407592773,3.492971420288086,4.851574897766113,3.2601096630096436,3.9791059494018555,3.569354295730591,3.8482325077056885,2.833184242248535,3.706037998199463,3.552860975265503,3.1049418449401855,3.211864471435547,3.1787774562835693,3.373296022415161,3.4884486198425293,4.675203323364258,4.209269046783447,3.6627256870269775,3.1784493923187256,3.8855528831481934,3.360450506210327,3.5519280433654785,3.696521759033203,3.292459011077881,3.728139638900757,3.2716562747955322,3.5730245113372803,3.21118426322937,3.3945677280426025,4.002052307128906,3.4413676261901855,3.4649999141693115,4.396432876586914,3.4818968772888184,3.1550354957580566,3.7045302391052246,3.244730234146118,3.368610143661499,3.3465189933776855
TruckNonContainer,3.3738112449645996,2.9935193061828613,4.149697303771973,3.46364688873291,3.2631337642669678,3.0833442211151123,3.1821231842041016,4.924933910369873,3.2832353115081787,3.1252846717834473,4.12665319442749,2.6867494583129883,3.3586087226867676,2.848893404006958,3.1557564735412598,2.6702919006347656,2.9428892135620117,4.7605085372924805,3.071197986602783,3.158076047897339,2.9877097606658936,3.223888635635376,4.6889424324035645,3.040137529373169,2.984203577041626,4.002090930938721,3.2669143676757812,3.0559258460998535,2.872851848602295,2.6983206272125244,3.256049156188965,2.915194511413574,4.741409778594971,2.9998087882995605,3.6195590496063232,3.21012282371521,3.953219175338745,2.2877774238586426,3.2612979412078857,3.196993112564087,2.579819917678833,2.501556396484375,2.8049564361572266,3.100909948348999,3.0454001426696777,4.385374069213867,3.6278481483459473,3.1660258769989014,2.896979808807373,3.4109768867492676,3.232534885406494,3.038980484008789,3.0641725063323975,3.062577962875366,3.4663331508636475,2.914177656173706,3.3977291584014893,2.8201842308044434,3.215606451034546,3.7800486087799072,3.24116587638855,3.0926873683929443,3.9686009883880615,3.1550354957580566,2.2460784912109375,3.2285568714141846,3.1822917461395264,3.003998041152954,2.8539135456085205
Vase,3.087583541870117,3.326932191848755,3.8454487323760986,3.1395480632781982,2.9103949069976807,2.799589157104492,2.8321902751922607,5.656746864318848,3.1720268726348877,3.140289783477783,4.894381523132324,2.5977163314819336,3.3222224712371826,2.4441137313842773,2.932072162628174,3.3597278594970703,2.6138598918914795,5.2221245765686035,2.652759075164795,2.750807046890259,2.7927563190460205,3.0013890266418457,5.195128917694092,2.725825786590576,2.715376615524292,3.393796920776367,3.0094761848449707,2.8290066719055176,2.551665782928467,2.54002046585083,2.8963170051574707,2.9540882110595703,4.406539440155029,2.7230470180511475,3.204349994659424,2.8902928829193115,3.866793632507324,2.4538278579711914,3.032853603363037,2.8794219493865967,2.432732582092285,2.4122540950775146,2.565486192703247,2.8417654037475586,2.6140167713165283,4.419740200042725,3.4633331298828125,2.96958589553833,2.523294687271118,2.993565559387207,2.9765419960021973,2.6423022747039795,3.1644256114959717,2.821261167526245,3.1411421298980713,3.4259836673736572,3.1732242107391357,2.6479122638702393,2.933476686477661,3.480963945388794,2.869171619415283,3.2694785594940186,3.6515090465545654,3.7045302391052246,3.2285568714141846,2.9076201915740967,3.068737506866455,2.9384114742279053,2.5297272205352783
