,AircraftBuoyant,Apartment,AquaticAnimal,Bed,Bicycle,Biplane,Bird,Bookset,Bottle,BuildingNonResidential,Bus,Car,Cellphone,Chess,City,ClassicPiano,Computer,ComputerKeyboard,Cup,DeskLamp,DeskPhone,Door,Drum,Fish,FloorLamp,Glasses,Guitar,Gun,Hand,Hat,Helicopter,House,HumanHead,Humanoid,Insect,Jet,Knife,MilitaryVehicle,Monitor,Monoplane,Motorcycle,Mug,MultiSeat,Musical_Instrument,NonWheelChair,PianoBoard,PlantIndoors,PlantWildNonTree,Quadruped,RectangleTable,Rocket,RoundTable,Shelf,Ship,Sign,Skyscraper,Spoon,Starship,SubmachineGun,Sword,Tool,Train,Tree,Truck,TruckNonContainer,Vase,Violin,Wheel,WheelChair
PlantWildNonTree,19.530278984018636,21.137503177568735,16.153535363001502,24.98655826226237,13.664451243417275,13.229527035274149,14.257242298235964,26.849672614001413,17.878708692641965,19.70588258512102,24.832648223910827,18.16744622653561,19.962449992002057,16.793160864436018,16.393273030872194,18.473129702263517,19.272970946491952,24.02147645618973,19.719171284307574,17.01189535407105,18.47695528144404,17.763253413049053,29.025401034700767,13.302506757802911,18.792623195110306,22.4287998379378,19.66062898686541,18.519089831557825,15.571700436672787,18.60435709056404,13.45916834048172,19.40036666193639,25.51974052642753,14.994115099787692,15.106498672166131,13.495418080719265,23.6665249312132,18.052247710659298,22.97347652226771,13.521107225072239,13.887309665447798,20.614000829812625,18.941846991060878,18.992506538932005,15.103865458101772,25.169731563274812,15.928720030917164,14.999107088441612,15.071563197484545,21.33358458019483,17.810750806704284,20.16285477466129,20.14872868946515,16.763325598926663,20.03031887667406,17.932470697335468,21.95540820317829,14.872182260103722,18.391947012034457,28.345514357516333,18.918633138484005,20.611017030625533,15.736334945234855,20.4036179117924,19.214224128871567,20.619139587434383,18.069803117840973,20.92202704465924,14.323241970842755
Quadruped,14.813774786196156,16.25675301916561,14.75200310353576,19.776150083225595,11.382677201950862,11.332042592356935,12.898833251438926,21.28662352251345,13.747485566701016,16.14500087695022,21.218208298832675,12.826364511924428,15.746163966835631,11.340675875491314,15.754098382339762,14.54294619230353,13.740963885250208,20.85847395167697,15.74352682521479,14.390810835260895,13.249059964753028,13.833995557201874,24.667140198616206,10.67275574193781,17.561280887628083,19.80776187111719,19.290037125626583,17.458211317276106,11.035368786837852,14.46748315417411,12.536262521578601,15.03237462517752,20.298924404587773,12.498769061970625,12.252096003685587,13.004069946387755,24.13379591482331,13.06733326259007,17.360324372051405,12.410096360734217,10.414337281476444,16.057195092574933,13.477445472688308,18.083412398016,11.89902717558044,20.062545342638582,14.421659129551998,15.071563197484542,10.279523474616203,17.325963771014404,17.341194575002458,16.001333536668454,15.121885308031848,15.766270526756882,19.49801905458001,15.197421952924072,22.774401954486777,12.012668401837514,18.665190392228194,31.210271304004532,16.860259077585447,18.052487390197623,14.863134159097962,16.62788422361955,14.157475809839763,15.783780965993769,17.045964152552347,15.469451087050327,10.950850613663937
RectangleTable,20.76239368710835,17.706660488630575,23.580513043776175,15.458416528091611,16.981246838565795,18.292888263183237,20.70391977742819,22.718629429725073,21.12005757169207,17.238524662529464,26.727386729155043,16.86305520264669,22.15244909983191,16.222965950609197,21.553255146392456,17.522130274279057,15.068500709483468,28.50435091705913,15.562828439795142,18.01710388586709,17.910110337935176,18.58345882318673,22.991603994057602,19.31204519937947,22.2589244881743,16.090665424272053,27.489808537406528,25.899120425589533,19.204644938472427,14.936538571976493,19.82848290823735,17.217825524153348,23.04338040243739,20.480208010842606,18.025879732757293,21.25451595276686,32.88341975876534,16.977435895187398,16.130033595861228,20.551666581970323,17.297204097284894,14.825074237098654,15.348116604123643,24.978354622077077,14.58998181444954,22.621782433040757,19.356866377197942,21.33358458019483,17.325963771014404,14.303139563369129,26.12247226358966,14.077100683819967,14.74614205584198,24.024812833716176,25.627810768074575,23.284412471584307,30.389492982915744,19.14161139076928,27.61823281705932,38.01230897351983,24.119269809201906,24.893661949852167,20.67765838735593,21.928157506572152,17.934236690696572,17.06140453369126,26.176745609819715,17.63013427266432,15.090739601227089
Rocket,20.791986391585247,24.233078094051937,14.40254673942086,28.55948306480506,16.591298752064215,16.746295982928064,15.96094625808853,30.104776681727596,17.970239004990102,23.981854137554826,25.00567326707456,20.73567716470195,19.717146285465088,18.650288904953538,18.789054050359127,22.62170477055968,23.003034587284453,20.622902347047333,23.625631241170993,19.381046641615303,20.587352222893916,18.709041880623765,33.061217522732015,13.869463399135244,20.15051656452016,26.788016565771056,14.704204416869935,14.709207922634816,16.270039491324535,23.67283685455466,15.693270205868291,23.215407736106584,28.43428504098701,13.99255721756443,18.646182846049868,14.437368905583392,16.995875954853883,21.22762796523346,26.30719172486274,15.027314433533967,15.92899613889889,25.272893109311937,21.747001402673664,16.389348825461607,19.95500275723981,26.87838884863697,20.114570097640456,17.810750806704284,17.341194575002458,26.122472263589657,12.75936042074819,24.820299315010676,24.420041623430247,14.2426665682247,17.905930916662946,16.543379131070218,17.21736996565546,16.974564788507493,13.795515905765265,24.496341622199143,16.106754373577424,20.13753031270384,19.16790478204423,20.594952063171537,21.95054657187288,24.160473480230362,13.172945390151696,24.393712089633798,19.334611315709573
RoundTable,19.077309424120408,16.710885398677927,22.141009546006316,15.496998969703082,15.761971470851615,16.885115223890764,19.244310395884497,21.3610712256698,19.79956012783255,16.4140791714778,25.454384899276505,15.847274842411474,20.99936931528903,14.946726242367774,20.812917259216363,16.264984815926333,13.899506110725344,26.848239886433188,14.624437178089122,17.140078210774135,16.845477538541143,17.826872272338107,22.08878176249912,17.91749071231528,21.07093054964601,16.534508269536946,26.298472173927276,24.515957624711753,17.566372073078266,13.415809821472598,18.589930260994013,16.20193600363243,21.072619320220113,19.018454503098393,16.78389186583985,19.89797658220434,31.467022518068966,15.907362248029933,15.360100179249894,19.1469507376361,15.983800035992571,13.427154006717503,14.350412525030732,23.79041759005876,13.399743909175571,21.795319209371485,18.133328071538678,20.162854774661294,16.00133353666845,14.07710068381997,24.82029931501067,12.739250763634374,14.219973657167095,22.693630431314617,24.579242789064857,21.96589176841909,29.24974029031064,17.786511294982628,26.214528667406015,37.029299309266115,22.811826231427474,23.65750180967167,19.353987218821665,20.816247122316003,16.802979524990576,15.649113992064846,24.620078927271727,16.05545729945847,13.663205732902508
Shelf,19.038681616522783,15.095035684317027,21.848018694297267,15.044714856035988,15.349428801281109,16.671359967541374,19.159701100226766,18.894039506160585,19.02343645250605,15.927458487764321,23.538920433873976,14.769367505725867,20.100211243221015,14.210215679104154,20.213293670952602,14.657185670380093,12.657700293600344,24.58340862486098,14.648706014612113,17.37003118062299,14.649774659519403,16.29054552502181,22.033010983955087,17.64418916227454,21.685761821794607,17.499587026161286,25.95054679117497,23.911912960734398,16.600494873169655,14.439603767612056,18.442378737012437,15.02092520319915,21.411088982723573,18.440759182276217,16.136796272908175,19.732244072708085,31.108676567623753,14.371077547432824,14.280119354226304,19.070180605818553,14.943251925659409,14.374578924666327,13.092568100378646,23.437640850460216,13.897722264367559,19.00929141765889,17.83066011809159,20.14872868946515,15.121885308031844,14.74614205584198,24.420041623430247,14.219973657167097,11.818443765896458,22.355433474691225,24.247676109810094,20.27950130746847,29.143826857903875,17.189447747445524,26.137498651254003,38.05182046945497,21.855573437257764,22.79941212433196,19.49339574069194,18.788626572961878,14.472564807504124,15.714119766613695,24.05229080983172,15.608523633275523,13.88486768237492
Ship,19.628719949975572,22.568082157411418,14.301434852726281,26.674760086587646,15.395996032782042,15.140528004392769,14.707010919392447,28.425109476528153,17.438115655346486,21.950015208147494,24.517810210459302,19.21536983914363,19.214102351450258,17.10370187073511,17.489076877669763,20.5373016523966,20.93045361360407,21.24366077853005,21.758273267911903,18.1034624930311,19.042808092522517,17.706404778923048,31.001344287190282,12.956145233354848,19.120211533037853,25.27452833732942,15.698509499770235,15.277028839278744,15.118334009407432,21.25080426814912,14.6424846587276,21.233297059069095,26.52230712948368,13.627841212759028,16.96686227578599,13.755773245762175,18.719059679853757,19.434992567274097,24.459080084109637,13.983333359016129,14.61484615077628,23.00857257463513,20.192259315051878,16.66806238543622,17.850147258067086,25.547298727199138,18.276056734319436,16.763325598926663,15.766270526756882,24.024812833716176,14.2426665682247,22.693630431314613,22.355433474691225,14.08618422196773,18.16287798522876,16.501124147816128,18.452751967786043,15.581936973614024,14.370856725633475,25.404133257448283,16.474895990897558,19.75122274251487,17.761498863377092,20.022008958212716,20.479164508549115,22.252776564527764,14.093109146113976,22.318019682170576,16.99257297589662
Sign,23.984075892649248,25.521378722836914,18.709335821287464,28.210912549787256,18.13639606416009,18.73768503708507,18.717548863825765,31.261071882295195,21.937783657607607,24.692752989754847,28.165294453176003,22.570351843898433,23.16289247032129,20.6244416281824,20.457986930953997,23.584498787892112,23.488574708495737,23.952220050840893,23.74068512554094,20.66965659627666,22.17254226022025,20.04556114973732,33.725900383478844,17.43806465835782,21.5592523504976,26.34366949284492,18.217618896183854,18.169157511126198,19.400897657443966,24.108140867426336,18.26092578700977,24.30038068281573,30.45711325965676,17.48918051139832,20.022798802712426,17.278741316661808,20.659665865845007,23.23330084270945,26.36043546748967,17.599499811626753,18.313074859828358,25.405345542627828,22.81828114473497,18.926593006780305,20.753582113041293,28.276426207671488,21.636865792029095,20.03031887667406,19.49801905458001,25.62781076807458,17.905930916662943,24.579242789064857,24.247676109810094,18.16287798522876,19.138751746015394,21.08151340472646,20.396871613820934,19.496824366028573,17.32617313451663,25.95379204434693,18.58946365682993,23.32623795618985,21.09469318887484,23.497326723069957,23.684331265792277,25.252529040853183,18.00466997806973,25.4723968542381,20.177951161753565
Skyscraper,17.68235455990805,19.65797426867939,15.612413113714558,24.848603894810736,16.035320872819668,15.5407628223324,16.0145411513037,24.19419130822589,15.2103974730932,20.574999342443466,21.406466956348076,17.204398289143697,17.143700974737353,15.791542868040935,18.46785807995649,18.65767245254586,19.114754420758867,19.182075732980863,21.047064165230264,18.864625798900327,17.1453479377306,17.2965702265568,27.365305229435908,13.090853460261645,20.519978777244145,25.589504190614672,18.93163995272787,17.56874852629361,14.521374565795385,20.162453386386428,15.601739196999835,19.232639103922462,23.537414190842025,14.30836077274437,17.166412110456832,15.416530379794008,22.08147021230967,16.76730654117081,22.404779072180986,15.40408995600979,13.822724631106961,21.41901393620194,18.07599241774652,19.202289233302277,17.589099910873166,22.389109051369694,18.30029125990519,17.932470697335468,15.197421952924072,23.284412471584307,16.543379131070218,21.965891768419095,20.27950130746847,16.501124147816128,21.08151340472646,14.126206126698595,22.045077240829954,15.396251327016246,18.417722167491185,30.82699227841575,18.397131758993435,19.236895413893645,18.70574358184007,17.648322561898254,17.205048126111695,20.23536749956823,15.825324212780703,20.20904972035705,16.736875725180706
Spoon,26.340769532183756,29.46095494434269,19.601002170835077,32.89879268863014,21.347163339517934,21.774981161614146,20.849320027372517,35.44645656217229,23.59251039714933,28.82369033394295,29.992563772362626,26.101166046450025,24.956207770984477,23.830126784233826,23.00835012273177,27.61464531258621,28.1586474669357,24.500449896674294,27.90005321825213,23.413936207023752,25.907318024070925,23.239909202160064,37.564327366064724,19.391328909108573,23.17947702834226,30.511442187924736,16.991445148224937,18.027230303707608,21.727346403083757,28.48371817302903,20.50174700388514,28.44975469454929,33.58337279021463,19.047543550567624,23.568097264874606,19.234725436095022,18.596817110316817,26.868336743186255,30.929251690853288,19.88298838990314,21.34711561552574,29.86105223441028,26.81827437989541,18.888476190848444,24.871250752092514,31.750451690762347,24.849730581705195,21.95540820317829,22.774401954486777,30.389492982915744,17.21736996565546,29.24974029031064,29.143826857903875,18.45275196778604,20.396871613820934,22.04507724082995,18.27844132860529,22.14818451402602,16.6745580419115,24.245971322224854,19.36678106739488,24.646364226263493,23.785418987502055,25.53114778030231,27.252873307021456,29.23693929598013,17.057363714972798,29.369987970726356,24.270227735133986
Starship,16.051633180886242,17.946744614805862,14.441813396453135,22.00463330509371,11.924825435944216,11.751153456784634,12.967862809797728,23.249808658050473,14.553259194701772,17.33550639553026,21.838432744620146,14.639336996452222,16.590593286401383,13.23899426961072,15.310160033630039,15.757589462297082,15.817630215264,21.158247934803065,17.424361634418013,15.387390041555914,14.793816402440285,14.695711670701932,25.933582839655827,10.840813154868565,17.750437345286258,21.494176534387655,19.190449650377342,17.414936121300627,12.417237446077175,15.85040982167904,12.406731520902005,16.47816980794621,21.594417895444522,12.809238402847761,13.207191053610579,12.592023265019352,23.442413586735103,14.452810602982387,19.59340148343225,12.202803186486532,11.220817719161438,17.750192670833215,15.599625531245698,18.21042559539036,13.02081915855487,21.630315422964525,14.700542069719324,14.872182260103726,12.012668401837516,19.14161139076928,16.974564788507493,17.786511294982628,17.189447747445524,15.581936973614024,19.49682436602857,15.396251327016246,22.14818451402602,12.11014550368662,18.026095889936116,29.925279852827558,17.46705546986842,18.44576386309065,15.015813888176934,17.488595827417875,15.688810952302374,17.46545986917322,16.694010469830996,17.293716776116433,11.998964231235599
SubmachineGun,22.862165287466734,26.16337488309979,14.972471546090638,30.392599417909313,17.708084920182625,17.66749794113272,16.304038450793257,32.31288877878257,20.45119855040081,25.265016615537938,27.08742372727549,22.97971256401223,21.91148514651122,20.360070630876432,18.96404812463081,23.985516198775564,24.57687956213583,21.641717264391946,24.966672408939967,20.38034478595425,22.268253708042327,19.687286199453332,34.62671440417165,14.884185708158729,20.193872892131076,28.208755231326073,14.150215111684975,14.495909192803206,17.706039057300853,25.059898349421484,16.425462549935776,24.801710438729348,30.318411971173184,14.738396729254726,19.604678914456507,14.606364691619328,16.177228838843746,23.41017440544983,28.208996231586294,15.092647785433938,17.312945061647675,26.717841406524872,23.863536037317335,16.06966434027068,21.313406520401955,28.67593074251377,20.984159627429126,18.391947012034457,18.665190392228197,27.61823281705932,13.795515905765267,26.214528667406007,26.137498651254,14.370856725633475,17.32617313451663,18.417722167491185,16.6745580419115,18.02609588993612,12.079723932437423,22.306647608187433,16.028834017028892,21.42669303302802,19.97357551039544,22.659214027874306,24.167806285074082,25.876226747101477,13.521235290724455,26.115597645692365,20.4403168336179
Sword,34.72168454538692,37.947940326565565,27.232042244837984,41.25840512950885,29.581182722398953,29.28494270657285,27.857723650403948,44.715373602385604,32.50039601824119,36.20566341375017,38.3880909804996,34.87399700161097,33.42444770477848,32.926094745449106,29.08054970026894,35.568612073789495,36.948029884955865,34.18258297968017,36.10155557116373,30.73429071910835,35.212891762810195,31.998662598943238,44.69857964287251,27.42795537751614,28.615530507878752,37.63103907710133,23.7639889221103,24.818131634825072,30.60700752061193,35.784475956986675,27.578354624341355,36.48863319963235,41.53798160856719,27.566171675309292,31.457873869646125,26.214091581337833,23.895756431402067,35.19587226708443,39.88515321819904,26.90343173546259,30.009457081962772,37.37558455556703,36.20172769085633,25.573337330698376,32.337315339486956,40.81534708651976,31.768428716854828,28.345514357516333,31.210271304004536,38.01230897351983,24.496341622199143,37.029299309266115,38.05182046945497,25.40413325744828,25.953792044346926,30.826992278415748,24.24597132222485,29.92527985282756,22.306647608187433,21.865830499420362,27.06076000096498,31.623833917353675,30.423854577115613,34.415376378618824,36.447177988872454,37.29637563254653,25.397139402503168,37.835318173533075,31.8626587023012
Tool,21.761324257962055,23.53589767749062,16.563297968539704,26.40534963879112,15.262583033886369,16.536082447515483,17.01420331090282,29.14785841149368,19.553080608284706,23.41664464606186,25.876171648099113,20.388616499314654,20.913674100171615,17.74336655477899,19.43390200863123,22.0163692778477,21.215355093019166,20.210171782747345,21.131702503417607,18.840804739470215,19.08847432315463,17.371390610474965,32.67314051157606,14.687085171161167,20.362058871671664,24.793522961311282,16.312609352342964,15.868354935866552,16.612623399541494,23.054668039710997,16.442613678979875,22.70459201518862,29.310260204486028,14.227272685233482,17.675167285148753,15.541827073377881,19.777811195435508,21.93971094454288,24.0302590748677,15.491377656853633,15.187073481711701,24.059889500380855,19.87116349608105,17.31845279893834,19.38448158257849,25.445710424010038,20.43390076907508,18.918633138484008,16.860259077585447,24.119269809201906,16.106754373577424,22.811826231427478,21.855573437257767,16.474895990897558,18.58946365682993,18.397131758993435,19.366781067394875,17.46705546986842,16.028834017028892,27.06076000096498,14.45721890403562,21.1678722333207,19.93920672466374,21.14047290698978,21.29724558888267,23.458294836024724,15.427267221445142,23.41743606979449,18.803709741969765
Train,21.2181895967874,23.091141762951455,19.382270864849048,26.90854190101212,18.103299389096637,18.303474934132858,19.040862877495567,28.3416667040938,19.17903892185923,23.267848878359786,25.292315322320277,19.857158640159238,21.008825639700827,18.656305704437358,21.101941843233984,21.65661272518415,21.832588311128088,23.810167293765826,22.98225624780426,20.631331069405363,20.516889718378152,20.216736715411614,30.76022809900206,16.593188745374448,22.539188474730064,26.782805439505818,21.845498472249822,20.790102762215856,17.93401804237923,22.02746504009228,18.658640550155706,22.340311638672276,26.96462721284671,17.717537476775693,19.803251648274134,18.60239682963226,25.27533449036344,20.145672716617828,24.91454169876289,18.399055325478525,16.86533723404709,23.374853250485874,20.82083766142617,21.75994716727131,19.702112562811713,26.302125786751866,21.030578278810303,20.611017030625533,18.052487390197623,24.893661949852167,20.13753031270384,23.65750180967167,22.79941212433196,19.75122274251487,23.32623795618985,19.236895413893645,24.646364226263493,18.44576386309065,21.42669303302802,31.623833917353675,21.1678722333207,21.877972817944105,21.254897390885272,21.402621613994448,20.62870480843693,22.92694700317221,19.835586598358006,22.786466974749676,18.90037027952721
Tree,19.197272161628227,20.51103770112863,16.997755563558957,24.37718021086458,13.893660350197054,13.344073541857275,14.556398263124706,25.95177328716899,18.10378544887752,19.134960407985687,25.165293595699456,17.76929142164795,20.169755380181975,16.477145377802362,17.02415249141527,18.02016606296272,18.376075215590774,24.995247264328075,19.203190444628728,17.057202457695254,18.29340306322188,18.001060751302894,28.399624166645616,13.805390806029493,19.440882239298546,22.109402265140375,21.433424530355563,19.875170433620923,15.538657266331732,17.588880551968735,13.926251037939359,18.7260611792957,24.32851113204021,15.659997168126315,14.864741665158734,14.208231487740068,25.474759250002236,17.45152044671291,22.362719310981202,14.129362656401554,14.145800264345178,19.61344775703716,18.378237992129897,20.25862656119146,14.332832793511988,24.9881600713486,15.822420563964297,15.736334945234855,14.863134159097962,20.677658387355926,19.16790478204423,19.35398721882167,19.49339574069194,17.761498863377092,21.09469318887484,18.70574358184007,23.785418987502055,15.015813888176934,19.97357551039544,30.423854577115613,19.93920672466374,21.254897390885272,15.487574184757975,20.753211307148593,18.999186682884403,19.706876337815103,19.50739067877611,20.231419402492932,13.638309192024154
Truck,19.042123743360143,19.082428904033222,19.36942639522935,22.628018358443025,16.62834564493629,17.960346403675945,18.917708759751516,22.42263537336526,16.899056078005625,20.371811234211783,21.467828656087157,16.672787623397905,18.271026549862338,15.726865485980053,20.714224207798456,18.227756050683464,18.214823871018716,20.86137458644671,20.347154118868932,18.91713627293677,17.39368654882261,17.93161153959838,25.970914937171848,16.41769222013483,22.16750656597858,24.279539148730212,22.28914908346854,21.08606253125928,16.498886426754392,19.343107892569815,18.58255425216729,18.93079818546096,22.614886110059455,17.358317493885227,18.63474902657906,18.97008385345747,25.941717259193513,16.891837849569487,20.36506668265652,18.666946548399522,15.573864447790752,20.03983369361945,17.110232017534326,21.743300094669603,17.927130203558217,21.505583477452202,19.911468683888543,20.4036179117924,16.62788422361955,21.928157506572152,20.594952063171537,20.816247122315996,18.788626572961878,20.022008958212712,23.497326723069957,17.64832256189825,25.531147780302305,17.488595827417875,22.659214027874306,34.415376378618824,21.14047290698978,21.402621613994448,20.753211307148593,17.228091926335694,16.119476294460178,19.61389193736141,19.850493116212295,19.108689095208877,17.41752538834759
TruckNonContainer,16.881026374511258,15.347793650981519,19.654209916585184,18.562765477297656,14.571654285713377,16.00976643988855,17.918328930515145,18.391280349682045,16.137534009942588,16.781544911997358,20.31277503119837,13.415987663986378,17.3682114365553,13.336571464626136,19.544754288026382,14.079817385945567,14.250496232981208,21.974832622326517,17.057827792972905,16.74266098492132,14.675242233302129,16.129367946654046,22.050689238662066,15.75409046921514,20.9866495635531,21.15710594771982,23.840142153480162,22.00405432126215,14.835056127794317,15.029129770015757,17.421933257566614,15.348074193591719,19.512206615023853,16.958760623759506,16.332034981435637,18.413351388105465,28.588391134207058,13.344942370890294,16.27759586751599,17.79267539680552,13.589594814822087,15.475074546691477,13.73087631175288,22.101666195279954,14.607243752320558,19.122463884879934,17.639498535138166,19.214224128871567,14.157475809839763,17.934236690696572,21.950546571872877,16.802979524990576,14.472564807504124,20.479164508549115,23.684331265792277,17.2050481261117,27.252873307021456,15.688810952302372,24.16780628507408,36.447177988872454,21.29724558888267,20.62870480843693,18.999186682884403,16.119476294460178,11.892453773246327,16.028057247665135,21.445710161939203,15.268999569629443,14.10777379817622
Vase,17.177017553883484,15.992613262975853,21.341821005494612,18.160716162424382,16.951383810989466,17.814946615167223,19.238854374567495,19.655864434772763,18.119938477672985,16.64994106881369,23.62677258383372,15.398794823289068,19.75936661548969,14.706650433062702,20.933692619573225,16.19469083597582,14.199615948736676,25.471918178854676,16.870340945041768,17.98287320676631,16.737612692753626,18.50019548303492,20.93202413803711,17.629319088371812,21.69621132253271,20.387350981775988,26.000350816013732,24.210761599717923,16.654244208048404,13.638285216343448,19.27580120848075,15.727725479277689,17.502943498734016,19.097819204733156,17.73624483543532,20.258263325406315,30.68528622025952,14.60789959663556,16.81470962819556,19.614245786277813,16.01534510267072,13.789221854607241,14.950942252665628,23.919753976392577,14.532598084271402,21.042594561009025,18.610251096815308,20.619139587434383,15.783780965993769,17.06140453369126,24.160473480230365,15.649113992064846,15.714119766613697,22.252776564527764,25.252529040853183,20.235367499568227,29.23693929598013,17.46545986917322,25.876226747101484,37.29637563254653,23.458294836024724,22.926947003172213,19.706876337815103,19.613891937361412,16.02805724766513,14.151873849473866,23.700594291397206,15.57659018549842,14.608101223085372
Violin,19.91099158820829,23.768733345806595,14.111428247362936,28.34999996540682,16.431023210649514,16.73093552818514,15.822596902700832,28.986478692942566,17.22213442897607,23.99450956910985,24.06735072683511,20.409632697342506,18.73574942762595,17.930479530747256,18.691370357711754,22.479502036969322,22.559040114924613,18.115773472890258,23.245664933353257,19.51936347744922,19.644935257964075,17.771125696859148,32.41131120418207,13.60795570755199,20.14667548090864,27.395832003096114,14.105891908939823,14.09196917060576,15.562344085249313,23.630469587237048,15.827508288096563,22.92064384845747,27.188712813593593,13.202447665917985,18.50097073108397,14.343397157518515,16.440125284370886,21.330927166935567,25.65159024994515,14.697223278180877,15.482145333457813,25.12137597034855,21.12926606450421,15.945426397354161,20.200799428552138,25.696277977118132,20.249476599375395,18.069803117840976,17.04596415255235,26.176745609819715,13.172945390151696,24.620078927271734,24.052290809831725,14.093109146113976,18.00466997806973,15.825324212780703,17.057363714972798,16.694010469830996,13.521235290724455,25.397139402503164,15.42726722144514,19.835586598358006,19.50739067877611,19.850493116212295,21.445710161939203,23.700594291397206,11.386554727060336,23.61751893900484,19.33582216647523
Wheel,16.76457523907782,16.488212649766673,21.747478193715715,18.02230869580832,16.46427080138909,17.554803540200506,19.36263351803584,19.761728788554567,17.327634134431758,17.50555558699083,23.141452531075803,14.695350311025951,18.496184790081386,14.355902286116946,21.29248423235229,16.191320566047132,14.543719589823997,24.847898787444226,17.20907009798469,17.873734238486364,15.77861850249734,17.98466688332585,21.83213327169547,17.662337422014456,21.720585898234326,20.664803667410787,25.97759580855969,24.24257297635252,16.12843136589024,14.141270269549953,19.398655629531547,16.263932551056165,17.854969538035203,19.05689049843609,17.700481752410344,20.58255953862975,30.58196896886754,14.6692688383833,16.1015997282365,19.634023668952267,15.798277251700274,14.75243612718124,14.65339507947019,23.99105730475417,15.364428145660423,20.54749840852179,18.98697690319401,20.922027044659238,15.469451087050325,17.630134272664318,24.393712089633798,16.05545729945847,15.608523633275523,22.318019682170572,25.4723968542381,20.20904972035705,29.369987970726356,17.293716776116433,26.115597645692368,37.83531817353307,23.41743606979449,22.786466974749676,20.231419402492932,19.108689095208877,15.268999569629443,15.57659018549842,23.61751893900484,14.039338009302252,14.888602913392429
WheelChair,15.550462727489018,15.615165992001744,16.170664174320084,18.462478687280363,11.311719932839853,10.776857132859368,12.935340543997848,20.754282068948825,14.903486565213354,14.819988596785233,21.953809517813465,12.927426793984537,17.141052103001513,11.654183805994727,15.743570202301632,13.393256395451719,12.769848340566613,23.106978382793766,14.04822347311919,13.657702678464673,14.14414029983291,14.594169166229804,23.016924421212668,11.519205282908175,16.705634141464003,17.725113630415716,21.51751038217597,19.516247039123744,12.276772295733767,12.300652279693244,12.180694611405361,14.136510052033936,19.382938909677957,13.719195605886789,11.559635104315074,13.43730431808849,26.395620560280513,12.662020711555474,16.796524188144232,12.824100400692323,11.156616489988423,14.081423271578691,13.078232584672534,19.131804781374104,9.152379406689397,20.615669989674412,12.831122430934512,14.323241970842753,10.950850613663937,15.090739601227092,19.334611315709573,13.663205732902508,13.884867682374919,16.99257297589662,20.177951161753565,16.736875725180706,24.27022773513399,11.998964231235599,20.4403168336179,31.8626587023012,18.803709741969765,18.90037027952721,13.638309192024156,17.41752538834759,14.10777379817622,14.608101223085372,19.33582216647523,14.888602913392429,7.820296933529793
